"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","Sb","Sc","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.69,6e-05,0.15,0.0028,0.00349016751761379,0.0015,0.00015,0.0034,0.056,0.047,0.00014,1.89555522104104e-07,1.86470681577488e-06,9.1e-06,4.4e-05,1.34e-05,1.05996525560877e-07,1.33e-05,7.12894431569388e-07,0.000194,7.51263902521239e-05,4.7e-06,3.97666604718851e-06,1.68550469699523e-06,4.20141887871485e-08,0.0127053075574248,5.42796112338192e-05,4.14626195169097e-06,5.28396354304402e-06,7.41003152458836e-06,1.15735835660188e-08,7.03256655724274e-07,2.29947889864358e-07,4.2e-06,0.00173282206083752,3.12915870756669e-07,4.50105157370269e-07,5.6e-05,8.8e-06,1.40872044942609e-05,3.6e-05,3.90348851449236e-06,0.0024017301068442,3.6e-06,6.3e-06,5.68454213133299e-06,8.6e-06,9.1e-06,4.44228215619624e-05,7.52141822094045e-07,1.31162737157053e-05,1.40186247717419e-05,3.10739688151825e-07,0,0,4.76721484681708e-06,1.5e-05,4.5e-06,7.2e-05,3.2e-05,0.0278057783098425
0.7136,2e-04,0.1594,0.00508,0.00349016751761379,0.00164,0.00144,0.00443,0.05375,0.03527,0.00031,1.89555522104104e-07,1.86470681577488e-06,1.55e-05,5.85e-05,2.25845693534597e-05,1.05996525560877e-07,2.614e-05,4.1e-07,0.0001983,9.008e-05,5.94644763098577e-06,4.17e-06,1.83e-06,2e-08,0.0127053075574248,5.183e-05,3.72e-06,5.28396354304402e-06,8e-06,1.15735835660188e-08,6.9e-07,2.29947889864358e-07,7.67e-06,0.00173282206083752,3.1e-07,2.8e-07,6.35e-05,1.5e-05,1.27e-05,5.181e-05,4.23e-06,0.00271322,5.04507659724464e-07,8.7e-06,5.79e-06,4.645e-05,1.37102485840197e-05,5.101e-05,7.8e-07,1.318e-05,1.313e-05,3.1e-07,3.73e-06,0,4.76721484681708e-06,2.56e-05,2.31e-06,8.19e-05,2.755e-05,0.00328815413216899
0.716542373739921,7.93655972132218e-05,0.160864144851549,0.00456352183976025,0.00349016751759024,0.00162401853297555,0.000396827986066109,0.00415677315404249,0.0541769407976755,0.035853408541073,0.000267858890594624,1.89555522102825e-07,1.8647068157623e-06,1.35913585227642e-05,5.13708188873616e-05,2.25845693533073e-05,1.05996525560162e-07,2.70934307486636e-05,7.12894431564578e-07,0.000181251182635695,7.46056455203589e-05,5.95241979099164e-06,4.77284860241013e-06,1.86608360447588e-06,3.57145187459498e-08,0.0127053075573391,5.44646410875735e-05,4.28177396965332e-06,5.28396354300837e-06,7.81651925553719e-06,1.15735835659407e-08,7.18258654779658e-07,2.29947889862806e-07,8.55263516968982e-06,0.00173282206082583,3.40279998051689e-07,4.50105157367232e-07,6.54498318118485e-05,1.44584276723187e-05,1.40872044941658e-05,6.66680937290715e-05,4.04962959780464e-06,0.00260157451455046,5.0450765972106e-07,1.12004699067159e-05,6.39389092549018e-06,3.26172631647609e-05,1.48810494774791e-05,4.78524947697469e-05,8.8988675875325e-07,1.37887804458321e-05,1.40186247716473e-05,3.31351368365201e-07,3.67462715097217e-06,0,4.76721484678491e-06,2.55785399118562e-05,2.30061024921827e-06,9.60323726279984e-05,3.72026236936977e-05,1.11022302462516e-16
0.717180845187664,9.96721301369853e-05,0.160362490177396,0.0047344261815068,0.00349016751761379,0.00157481965616437,0,0.00361809832397257,0.0549791469835611,0.0360414422575339,0.000199344260273971,1.89555522104104e-07,1.29573769178081e-06,3.4187540636986e-05,5.13708188877082e-05,2.25845693534597e-05,1.05996525560877e-07,2.56157374452052e-05,7.12894431569388e-07,0.000220574423993149,7.51263902521239e-05,4.98360650684927e-06,3.97666604718851e-06,1.68550469699523e-06,4.20141887871485e-08,0.0127053075574248,5.15304912808214e-05,4.14626195169097e-06,5.28396354304402e-06,7.41003152458836e-06,1.15735835660188e-08,7.03256655724274e-07,2.29947889864358e-07,3.55829504589038e-05,0.00173282206083752,3.12915870756669e-07,4.50105157370269e-07,6.34911468972596e-05,1.41982025437813e-05,8.67147532191772e-06,6.47868845890405e-05,3.90348851449236e-06,0.00231767604207532,5.04507659724464e-07,8.27278680136978e-06,5.68454213133299e-06,3.26172631649809e-05,1.32563933082191e-05,4.44228215619624e-05,7.52141822094045e-07,8.97049171232868e-06,1.40186247717419e-05,3.10739688151825e-07,0,0,4.76721484681708e-06,3.45862291575339e-05,2.33494720477096e-06,9.00039335136977e-05,0,7.48745321299538e-08
0.714918745176648,5.8e-05,0.131,0.00446,0.00349016751761379,0.00157,0.000128,0.00371,0.0541,0.0368,0.00016,2e-07,2.7e-06,1.28e-05,3.9e-05,2.25845693534597e-05,1.05996525560877e-07,2.29445888657905e-05,6e-07,0.000213,7.59e-05,5.9e-06,3.97666604718851e-06,1.68550469699523e-06,4.20141887871485e-08,0.0127053075574248,5.42796112338192e-05,4.14626195169097e-06,5.28396354304402e-06,7.41003152458836e-06,1.15735835660188e-08,7.03256655724274e-07,2.29947889864358e-07,6.2e-06,0.00181,3.7e-07,7e-07,6.26749457907036e-05,1.41982025437813e-05,1.57e-05,6.65e-05,3.90348851449236e-06,0.0024017301068442,4e-07,6.6e-06,5.68454213133299e-06,1.59e-05,1.42e-05,4.44228215619624e-05,7.52141822094045e-07,1.22e-05,1.49e-05,3.10739688151825e-07,3e-06,1.5e-06,1.7e-05,1.76e-05,2.33494720477096e-06,0.000105,5.33e-05,0.0317241938261515
0.718484253032041,6.36002658285624e-05,0.159497541648192,0.00447189369107079,0.00349016751760721,0.00159000664571406,0.000109312956892842,0.00467064452178505,0.0537620997082066,0.0363714020207091,0.000188813289178545,1.89555522103747e-07,1.59000664571406e-06,1.17262990121412e-05,6.10165050292771e-05,2.20613422092826e-05,4.96877076785644e-08,2.18625913785683e-05,5.96252492142772e-07,0.000173906976874975,7.53265648407036e-05,5.46564784464208e-06,3.67689036821376e-06,1.59000664571406e-06,3.27938870678525e-08,0.0127053075574009,5.29670963853496e-05,3.08063787607099e-06,5.28396354303407e-06,8.54628572071307e-06,9.93754153571287e-09,5.76377409071347e-07,2.0868837224997e-07,6.45940199821337e-06,0.00171919468567833,3.08063787607099e-07,2.98126246071386e-07,5.96252492142772e-05,1.24219269196411e-05,1.40119335653552e-05,5.76377409071347e-05,3.47813953749951e-06,0.00199744584867829,3.18001329142812e-07,7.75128239785604e-06,5.06814618321357e-06,1.98750830714258e-05,9.93754153571288e-06,4.17376744499941e-05,6.75752824428476e-07,1.10306711046413e-05,1.50056877189264e-05,2.7825116299996e-07,3.47813953749951e-06,5.56502325999921e-06,4.17376744499941e-06,1.70925714414261e-05,2.0868837224997e-06,8.54628572071307e-05,4.47189369107079e-05,0
0.719922079124187,9.80045176701141e-05,0.160900345811169,0.00467675711386825,0.00349016751760947,0.00159208752812536,0,0.00407972429082124,0.0515438337230586,0.0357224639123128,0.000298516411523505,1.8955552210387e-07,1.86470681577257e-06,1.79109846914103e-05,5.13708188876447e-05,2.25845693534317e-05,1.05996525560746e-07,2.58714223320371e-05,7.12894431568506e-07,0.00019319397930268,7.5126390252031e-05,5.94644763097842e-06,3.73145514404382e-06,1.55228533992223e-06,4.20141887870966e-08,0.0127053075574091,5.42796112337521e-05,3.57224639123128e-06,5.28396354303749e-06,7.4100315245792e-06,1.15735835660045e-08,5.97032823047011e-07,2.29947889864074e-07,7.73157505845879e-06,0.00173282206083538,3.08466958574289e-07,4.50105157369712e-07,5.27378993691526e-05,1.45277986941439e-05,1.40872044942435e-05,5.96401611292754e-05,4.05982319671967e-06,0.00227569011051419,5.0450765972384e-07,8.70646583609543e-06,5.3732954074231e-06,5.07477899589959e-05,1.37102485840028e-05,5.27378993691526e-05,7.16439387656413e-07,1.89060393964887e-05,1.40186247717246e-05,2.98516411523505e-07,0,0,4.76721484681118e-06,3.28368052675856e-05,2.13936761591846e-06,9.37940661239444e-05,3.78120787929774e-05,0
0.7158,9.80045176702353e-05,0.1592,0.005,0.0045,0.0016,0,0.0038,0.0537,0.035,1e-04,1.89555522104104e-07,9e-06,4.7e-05,5.13708188877082e-05,2.8e-05,1.05996525560877e-07,2e-06,1.1e-05,0.000209,8.5e-05,8e-06,3e-06,2e-06,3e-06,0.014268,5.7e-05,1.8e-05,5.28396354304402e-06,4e-06,1.15735835660188e-08,6e-06,2.29947889864358e-07,2.3e-05,0.001796,3.12915870756669e-07,4.50105157370269e-07,5.7e-05,1.6e-05,1.5e-05,6.8e-05,4e-06,0.002365,5.04507659724464e-07,9e-06,6e-06,5.1e-05,1e-05,6.4e-05,1e-06,2.4e-05,1.40186247717419e-05,3.10739688151825e-07,1e-06,7e-06,1e-06,1.9e-05,4e-06,9.6e-05,3.5e-05,0.00162620673323011
0.72375567206364,9.80045176688345e-05,0.159174805406014,0.00488703255876761,0.0034901675175639,0.00147402399039752,0,0.00431325140814307,0.0525306536175222,0.0322504577764826,0.000208005656374348,1.89555522101395e-07,1.86470681574823e-06,1.38277348489631e-05,5.1370818886974e-05,2.25845693531369e-05,1.05996525559362e-07,2.35942766248193e-05,7.12894431559199e-07,0.00020576979194811,7.51263902510501e-05,5.94644763090078e-06,4.07582472512602e-06,1.65704039188983e-06,4.2014188786548e-08,0.0127053075572432,5.42796112330434e-05,3.94721860515845e-06,5.2839635429685e-06,7.41003152448245e-06,1.15735835658534e-08,6.28191432149277e-07,2.29947889861071e-07,6.80623157982209e-06,0.00173282206081275,3.21515299918922e-07,2.33469571633432e-06,7.01397992746201e-05,1.2217581396919e-05,1.40872044940595e-05,6.73698213060878e-05,3.7988269282728e-06,0.00240691299908534,5.04507659717253e-07,8.70646583598176e-06,5.20360146945701e-06,3.26172631645147e-05,1.3355250919709e-05,4.44228215613275e-05,7.81529498264455e-07,1.89545635275278e-05,1.40186247715416e-05,3.11622521459878e-07,4.976067564899e-06,0,4.76721484674894e-06,3.0766541007626e-05,2.31985654864576e-06,9.37940661227198e-05,4.16485973125741e-05,1.11022302462516e-16
0.719485213295155,0.000138977827470854,0.159874493615752,0.00469925028138859,0.00349016751761379,0.00157974796693489,0.000179971287372329,0.00359942574744658,0.0530915297748371,0.0355943212803051,9.99840485401828e-05,2.0796682096358e-07,1.50975913295676e-06,1.17981177277416e-05,5.93005391891824e-05,2.31962992613224e-05,2.09966501934384e-08,2.21964587759206e-05,3.89937789306713e-07,0.000200268049225986,7.80275514807587e-05,4.99920242700914e-06,2.85354474533682e-06,1.12981974850407e-06,1.99968097080366e-08,0.0127053075574248,5.74908279106051e-05,2.82954857368717e-06,6.09902696095115e-06,9.298516514237e-06,1.15735835660188e-08,4.29931408722786e-07,2.29947889864358e-07,6.54895517938197e-06,0.00188269963401164,2.03967459021973e-07,5.07918966584129e-07,6.00904131726499e-05,1.15881512258072e-05,1.60974318149694e-05,7.08886904149896e-05,3.10250502620187e-06,0.00251259913981479,4.22932525324973e-07,1.02983569996388e-05,4.28331663946143e-06,4.76923911536672e-05,1.35978306014649e-05,4.45928856489215e-05,5.07419046341428e-07,1.60974318149694e-05,1.49976072810274e-05,3.10739688151825e-07,3.39945765036622e-06,3.09950550474567e-06,5.7990748153306e-06,2.48960280865055e-05,1.51475833538377e-06,9.68845430354371e-05,4.2093284435417e-05,4.59939580956803e-05
0.717390225964245,0.0001199983650902,0.15889783510694,0.00479993460360799,0.00469993596603283,0.00157997847368763,0,0.00409994414058183,0.05399926429059,0.0356995136143345,0.000279996185210466,1.89555522104104e-07,1.86470681577488e-06,1.05998555829677e-05,5.99991825450999e-05,2.25845693534597e-05,1.05996525560877e-07,2.96995953598245e-05,7.12894431569388e-07,0.000195997329647326,7.34989986177474e-05,6.99990463026166e-06,4.21994250567203e-06,1.76997588508045e-06,1.99997275150333e-08,0.0129418236749781,6.29991416723549e-05,4.17994305064196e-06,5.28396354304402e-06,7.41003152458836e-06,1.15735835660188e-08,7.19990190541199e-07,2.29947889864358e-07,9.24987397570291e-06,0.00173282206083752,3.69994959028116e-07,4.50105157370269e-07,6.20991539341784e-05,1.51997929114253e-05,1.4999795636275e-05,5.96401611293491e-05,4.55993787342759e-06,0.0024889660892459,5.04507659724464e-07,1.08998514956932e-05,6.34991348602308e-06,3.26172631649809e-05,1.29998228847717e-05,4.92993283245571e-05,7.89989236843816e-07,1.50997942738502e-05,1.40186247717419e-05,3.39995367755566e-07,4.17994305064196e-06,5.99991825450999e-06,4.76721484681708e-06,2.67996348701446e-05,2.67996348701446e-06,9.69986784479116e-05,2.6999632145295e-05,4.75553469503343e-06
0.716,9.80045176702353e-05,0.161,0.004867,0.00349016751761379,0.0016,0.000126,0.0039,0.05343,0.0356,0.000193,1.89555522104104e-07,2.08e-06,1.38277348491607e-05,3.1e-05,1.987e-05,1.05996525560877e-07,2.7e-05,9.7e-07,0.000196,7.633e-05,3.82e-06,4.82e-06,2.09e-06,1.25e-07,0.0127053075574248,5.333e-05,6.8e-06,5.28396354304402e-06,7.88e-06,1.15735835660188e-08,1.05e-06,2.25e-07,8.38e-06,0.00176,3.44e-07,4.50105157370269e-07,5.867e-05,1.48e-05,1.433e-05,6.833e-05,4.17e-06,0.00246,3.43e-07,9.7e-06,6.58e-06,4.87e-05,1.22e-05,5.3e-05,8.8e-07,1.32e-05,1.73e-05,3.10739688151825e-07,3.91e-06,0,5.09e-06,2.31862186797491e-05,2.52e-06,9.207e-05,4.033e-05,0.0018189175197425
0.71,9.80045176702353e-05,0.1629,0.0038,0.0026,0.0016,0,0.004,0.053,0.0337,0.000208005656377321,1.89555522104104e-07,2e-06,1.4e-05,5.16e-05,2.71e-05,1.05996525560877e-07,2.68e-05,7.12894431569388e-07,0.000196,7.75e-05,5.94644763098577e-06,4.22e-06,1.87e-06,4.20141887871485e-08,0.013634,4.8e-05,3.95e-06,8.5e-06,8e-06,1.2e-08,6.8e-07,2.29947889864358e-07,8.3e-06,0.00191,3.5e-07,4.50105157370269e-07,6.7e-05,1.63e-05,1.6e-05,7.5e-05,4.3e-06,0.00221,4e-07,1e-05,5.9e-06,5.1e-05,1.6e-05,4.7e-05,8.5e-07,1.46e-05,1.77e-05,3.4e-07,4.25e-06,0,5e-06,2.33e-05,2.6e-06,9.3e-05,4.3e-05,0.00933989086460629
0.7174,1e-04,0.1595,0.0043,0.00349016751761379,0.0016,1e-04,0.0041,0.0537,0.0353,4e-04,1.94e-07,1.86470681577488e-06,1.07e-05,5.13708188877082e-05,2.23e-05,1.05996525560877e-07,2.36e-05,5e-07,0.000198,7.52e-05,4.8e-06,3.9e-06,1.55e-06,2e-08,0.0127053075574248,5.55e-05,3.66e-06,5.28396354304402e-06,7.3e-06,1.15735835660188e-08,5.74e-07,2.29947889864358e-07,6.73e-06,0.001348,2.88e-07,3.2e-07,6.37e-05,1.37e-05,1.32e-05,6.53e-05,3.96e-06,0.002325,8e-07,9.4e-06,5.48e-06,1.63e-05,1.14e-05,3.93e-05,7.22e-07,1.23e-05,1.48e-05,2.8e-07,3.32e-06,1.83e-06,5.64e-06,2.17e-05,2.14e-06,8.43e-05,3.72e-05,0.00273074991771594
