"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.561480841056603,0.00786841671359219,0.166657504046039,0.0725073975756243,0.0455423693022991,0.00109702501366406,0.0326321713784308,0.0644766365298874,0.0288377328460551,0.015504364028492,0.00128050292750804,1.34765494966913e-07,3.94147571002423e-06,0.000721519691561359,9.70223523468211e-07,9.60617349968525e-08,1.63304949494649e-07,2.83958488650696e-05,0.000197235481793101,1.81652740879048e-05,1.97502927153529e-05,2.84342735590683e-06,1.95389568983598e-05,4.17868547236308e-06,2.64169771241344e-06,9.70223523468211e-07,0.000147276790183884,1.99712347058456e-05,3.93853113487095e-06,1.01855909121839e-06,3.35255455139015e-06,1.11559822742585e-08,9.31798829469469e-07,1.26801490195845e-05,2.37944917587204e-05,3.8424693998741e-07,7.30069185976079e-07,4.47647685085333e-06,1.68204097979489e-05,5.19693986332972e-06,1.3458249073059e-05,3.91931878787158e-06,6.63786588828251e-05,4.64860049153346e-05,1.27762107545814e-06,1.73103246464328e-05,6.37938676224402e-07,4.17868547236308e-06,2.22863225192698e-06,0.000295293773380325,4.70702501484577e-07,6.72432144977968e-07,4.07301756386655e-06,3.44592210432167e-07,3.8424693998741e-07,3.29491751039204e-06,0.000140826503505386,2.78579031490872e-07,2.45918041591942e-05,2.44957424241974e-06,9.1162586512013e-05,0.000116138637611195,1.8052961416215e-05
0.561466050980051,0.0081095432900675,0.166638653137746,0.0735035200333777,0.0455423693022991,0.00115987557694819,0.0313645693204502,0.064770903086272,0.0280670718124322,0.0158931711287611,0.00128449030835584,1.34765494966913e-07,3.94147571002423e-06,0.00079178283186711,8.56623309505399e-07,1.41228899983404e-07,1.73786027037132e-07,2.76639910443274e-05,0.000197235481793101,2.19513642248872e-05,3.20164002231979e-05,2.9444993637196e-06,2.34850839960584e-05,3.93830730274037e-06,2.32464243621154e-06,9.71725293125898e-07,0.000147276790183884,1.82990835886731e-05,3.99421019962734e-06,1.01855909121839e-06,2.92791682989555e-06,1.11559822742585e-08,8.05025910379105e-07,1.22799242797752e-05,2.10771124848369e-05,3.35153575591932e-07,8.91262405902849e-07,3.7384419422297e-06,1.63211556784016e-05,2.68400959954953e-06,1.52413402260134e-05,3.60371249523669e-06,6.13487908468463e-05,4.64860049153346e-05,1.75088022516192e-06,1.92323096974843e-05,6.37938676224402e-07,3.7354422445172e-06,2.88393831755708e-06,0.000299171212864074,4.73324253598666e-07,6.24859752785339e-07,4.12187188502249e-06,3.44592210432167e-07,3.65032084822911e-07,1.38813572765105e-06,0.00015365954957421,6.61264748272496e-07,2.50188037672295e-05,2.18731865948649e-06,9.05853239847965e-05,0.000124998161350449,4.02059929793808e-08
0.557230233630327,0.00771285866781553,0.170635095465746,0.072938885673416,0.0455423693022991,0.00112360163308918,0.031898859922447,0.0655116884377418,0.0284709227367512,0.0157113787677724,0.00119977801499353,1.34765494966913e-07,3.94147571002423e-06,0.000765763079093488,9.23638630590255e-07,1.41228899983404e-07,1.73786027037132e-07,2.77662912041359e-05,0.000197235481793101,1.84727726118051e-05,1.35784400744506e-05,3.1898859922447e-06,1.79871481771649e-05,4.26587738664365e-06,2.52334265058163e-06,9.71248869280475e-07,0.000147276790183884,1.80728466068073e-05,4.20874510021539e-06,1.01855909121839e-06,7.1415358035329e-07,1.11559822742585e-08,8.8555043963808e-07,1.18739935293407e-05,2.47763682143901e-05,3.42793718569579e-07,8.91262405902849e-07,5.38947901973283e-06,1.65112307777681e-05,5.49422154485131e-06,1.27404998735027e-05,3.78977499974146e-06,5.85605935889698e-05,4.64860049153346e-05,1.75088022516192e-06,2.19007097975009e-05,6.37938676224402e-07,4.08495847962082e-06,2.88393831755708e-06,0.000295659582266262,4.09448052735886e-07,6.95109484877202e-07,3.8133043411084e-06,3.44592210432167e-07,3.65032084822911e-07,1.38813572765105e-06,0.00014321159798018,6.61264748272496e-07,2.83280920206805e-05,2.36146783903488e-06,8.66506344161992e-05,1.30452054011201e-05,2.33693435713889e-08
0.574867205355613,0.00886143452302554,0.159603737818029,0.0864601843517299,0.0234999368566423,0.00108687207961971,0.0328999115992992,0.0657019067950292,0.0278082586136934,0.0161562065889416,0.00124353832533066,1.87020330817445e-07,2.63590958408671e-06,0.000647446760337353,6.27644146879489e-07,4.30832175705109e-08,1.17499684283212e-07,2.31601669362567e-05,0.000197235481793101,1.60298944283371e-05,1.12486364420461e-05,2.43811844887664e-06,1.98447175113987e-05,3.30957444064379e-06,1.9965154687789e-06,8.14664477696934e-07,0.000147276790183884,1.67486008305361e-05,3.46526152231905e-06,1.08589291558401e-06,5.4539436788124e-07,1.11559822742585e-08,6.75623184628467e-07,9.88955676050364e-06,1.89370324503109e-05,2.70249273851387e-07,5.91415077558832e-07,4.64613334936533e-06,1.32236103020398e-05,5.707547164057e-06,1.17803225134277e-05,3.07849172822014e-06,6.05896913646737e-05,4.64860049153346e-05,1.19849677968876e-06,1.71559330693846e-05,4.48457128347591e-07,3.2645328950019e-06,1.97595302402934e-06,0.000253603485244598,1.12114282086898e-06,5.14061118739051e-07,3.40161585999898e-06,2.56540977351679e-07,2.85915898422482e-07,1.10645536033358e-06,0.000121230299259204,2.28145220316569e-07,1.75446611915549e-05,1.83789089499657e-06,9.44756211479163e-05,1.12848655113668e-05,7.72855850994514e-06
0.5569,0.007876,0.1657,0.07152,0.0455423693022991,0.00117,0.03179,0.0636,0.0272,0.01552,0.00124,1.34765494966913e-07,3.33e-06,0.000645,8.56623309505399e-07,1.41228899983404e-07,1.41e-07,2.707e-05,0.000197235481793101,1.858e-05,1.84e-05,2.77e-06,1.535e-05,4.192e-06,2.472e-06,1.034e-06,0.000147276790183884,1.865e-05,3.906e-06,1.01855909121839e-06,3.469e-06,1.11559822742585e-08,8.6e-07,1.241e-05,2.21e-05,3.56e-07,8.91262405902849e-07,3.615e-06,1.696e-05,6.6866571124191e-06,1.332e-05,3.802e-06,5.789e-05,4.64860049153346e-05,2.403e-06,2.19e-05,6.37938676224402e-07,4.107e-06,2.88393831755708e-06,0.000295,3.93e-07,6.73e-07,3.487e-06,3.07e-07,3.6e-07,1.357e-06,0.0001544,6.61264748272496e-07,2.345e-05,2.343e-06,8.428e-05,0.0001223,0.00992427202677026
0.566370040362742,0.0079497537397758,0.161011316686039,0.0739480716228904,0.0455423675015197,0.00108493016013849,0.032432690981839,0.0628971458324533,0.0301668191429657,0.0155634671644645,0.00101772209712106,1.11373361571738e-07,1.88086564930203e-06,0.000693971256414246,8.83305971086201e-07,7.96895604349507e-08,9.40912882243997e-08,2.73248781925144e-05,0.000197235473994262,1.91542979599671e-05,1.27695319733114e-05,2.32731921077495e-06,1.84630150260735e-05,4.23698831565587e-06,2.54430524280264e-06,9.64915761893078e-07,0.000147276784360449,1.61011316686039e-05,4.34644144685569e-06,1.0185590509438e-06,3.25479048041546e-06,4.51254137402733e-09,8.62183436995009e-07,1.2414289354505e-05,2.31387759817146e-05,3.39880775830994e-07,6.14473719016487e-07,4.67576095564108e-06,1.70420445508479e-05,5.8567026343759e-06,1.45073404599049e-05,3.68780242928489e-06,5.52066231928875e-05,4.64860030772431e-05,1.62451489464984e-06,1.92323089370243e-05,6.37938650999828e-07,3.74540934044268e-06,2.56350754652191e-06,0.000282273864673199,3.07236859508244e-07,6.39436713851532e-07,4.37812524799247e-06,1.93943267564579e-07,3.58122964364297e-07,1.57362878979379e-06,0.00014190502448537,2.81313749487236e-07,2.24570941996807e-05,2.508780980922e-06,8.68904243296752e-05,0.000105228624381573,0
0.574049528613823,0.00788212681619784,0.169946344037046,0.0674786954264742,0.0455423693022991,0.00105735847534361,0.0226851454710084,0.0644988669959604,0.0276835673544509,0.0158603771301542,0.00124960547086063,1.34765494966913e-07,3.11440132737573e-06,0.000769516661305754,9.80459677136804e-07,1.41228899983404e-07,1.73786027037132e-07,2.27332072198877e-05,0.000197235481793101,1.81481163768067e-05,1.31400821435883e-05,2.48959859194541e-06,2.07050014171831e-05,4.71966373994285e-06,2.64339618835903e-06,1.15348197310212e-06,0.000147276790183884,1.78309088342036e-05,4.258270950702e-06,9.99684376688506e-07,8.26662080723188e-07,1.11559822742585e-08,8.84336179378294e-07,9.91994496867826e-06,1.96668676413912e-05,3.65269291482339e-07,8.91262405902849e-07,6.48833609869944e-06,1.69273479552736e-05,5.55593817044189e-06,1.04486242063501e-05,3.88338930944381e-06,5.98561020542243e-05,4.64860049153346e-05,1.33611661884329e-06,2.09453101615794e-05,6.37938676224402e-07,4.06602395518498e-06,2.62417148880733e-06,0.000293897594396645,9.32397928257549e-07,7.78600331843933e-07,3.91222635877137e-06,3.44592210432167e-07,3.65269291482339e-07,1.16309432287797e-06,0.000143348972207266,6.61264748272496e-07,2.60783049418838e-05,2.32618864575595e-06,8.47040262247992e-05,2.06761643678555e-05,4.76104217236317e-05
0.564507254357631,0.00792361515455965,0.1655466171295,0.0715387610676006,0.0455423693022991,0.00111770327488707,0.0321315727051584,0.0645411333603316,0.028095954534254,0.0158261415680837,0.00122985703403097,8.99147231427165e-08,3.63589067036593e-06,0.000703309513537432,8.66555540735776e-07,7.92744947111158e-08,1.56248399491075e-07,3.11250646102772e-05,0.000197235481793101,1.97467302424303e-05,1.64683895905317e-05,3.01185565153961e-06,1.91619969682612e-05,4.69128630128417e-06,2.81055403256338e-06,1.0736086345399e-06,0.000147276790183884,2.05806940924747e-05,4.77659984456457e-06,1.37843680041819e-06,8.79975648667524e-07,1.11559822742585e-08,9.52252515671371e-07,1.33338358093304e-05,2.26416392391361e-05,3.66656520278135e-07,1.08798732160963e-06,5.66424412633595e-06,1.80692167509617e-05,5.72846892858075e-06,1.47046039766447e-05,3.98193773917745e-06,6.41097727482397e-05,4.64860049153346e-05,1.61999874318967e-06,2.29387987719105e-05,6.37938676224402e-07,4.3049789086774e-06,2.57090924806787e-06,0.000285944156860046,1.01034241143308e-06,7.43282263591284e-07,4.3692037109222e-06,4.67594903507645e-07,4.07396133642372e-07,1.38227111697012e-06,0.000154618814956505,4.05478975366408e-07,2.4942229170293e-05,2.59103940996549e-06,9.96922303501335e-05,1.4848390847342e-05,3.28178720865324e-08
0.565160541436785,0.00782635335207595,0.163962102725991,0.0732742332588111,0.0455423693022991,0.00107612358591044,0.0316967310759076,0.0640782680701218,0.027000919064662,0.0159461949548547,0.00127178241971234,1.34765494966913e-07,3.94147571002423e-06,0.000703393507517826,8.56623309505399e-07,1.41228899983404e-07,1.73786027037132e-07,3.22837075773133e-05,0.000187832480449823,1.66310008731614e-05,1.17395300281139e-05,2.9444993637196e-06,2.25007658872184e-05,3.93830730274037e-06,2.32464243621154e-06,9.71725293125898e-07,0.000300336309885915,1.76092950421709e-05,1.46744125351424e-05,1.95658833801899e-06,2.93488250702848e-06,1.11559822742585e-08,8.05025910379105e-07,1.76092950421709e-05,2.10771124848369e-05,3.35153575591932e-07,8.91262405902849e-07,4.89147084504747e-06,2.34790600562279e-05,1.07612358591044e-05,1.36961183661329e-05,3.60371249523669e-06,6.26108268166076e-05,6.84805918306646e-05,1.75088022516192e-06,2.05441775491994e-05,6.37938676224402e-07,3.7354422445172e-06,2.88393831755708e-06,0.000298379721547896,4.73324253598666e-07,6.24859752785339e-07,9.78294169009494e-07,3.44592210432167e-07,3.65032084822911e-07,1.38813572765105e-06,0.000148700713689443,6.61264748272496e-07,2.54356483942468e-05,2.18731865948649e-06,9.19596518868924e-05,0.000145765831182415,0.000857100960555246
0.559585509570361,0.00798238986890528,0.166907110214786,0.0705761240137537,0.0500445419671535,0.00113218640572077,0.0323862397065001,0.0635832079784195,0.0286852270020851,0.015764982136801,0.00127489897787045,1.44615406445006e-07,2.47273316678007e-06,0.00069964933638094,8.56623309505399e-07,7.70647889608257e-08,6.56477831888515e-08,2.6079295434632e-05,0.000213593149650684,1.7959901496463e-05,4.28137716449032e-06,2.86757128306085e-06,2.62572104412453e-05,4.16530427247525e-06,2.35190318902668e-06,9.40951559040205e-07,0.000203603269600206,1.88057113407368e-05,3.84277385941697e-06,1.44995973304072e-06,3.53832037216433e-06,1.11559822742585e-08,8.54372598602734e-07,1.13504065716377e-05,2.10771124848369e-05,3.244332473536e-07,6.72651923398812e-07,5.12052708873042e-06,1.57155084451225e-05,6.6599200336516e-06,1.2963058636929e-05,3.44032440595489e-06,5.68880855103043e-05,4.95231653702333e-05,1.62311765391566e-06,2.33097201177806e-05,6.37938676224402e-07,3.64773334414575e-06,2.84093160292624e-06,0.000251215989337929,3.56781430374193e-07,6.47915077559535e-07,3.00933243806286e-06,3.44592210432167e-07,3.65032084822911e-07,1.20734836038627e-06,0.000137132510578625,2.70202469936722e-07,2.04944767778413e-05,2.23012179412562e-06,8.54229886030585e-05,0.000125219816472717,2.16608131431428e-09
