"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.492952019963747,0.0124001088613172,0.164826062402739,0.0925238891959819,0.0536905476568594,0.00124001088613172,0.0503635190675036,0.0941454418932311,0.0240371341003994,0.0103016289001712,0.0015261672444698,1.65932726993351e-07,0,0.000385357229228626,8.34186736572935e-07,1.80784207503396e-08,1.73791477660607e-07,3.49301528078027e-05,0.00010362862686434,9.53854527793628e-06,2.31786650253852e-05,4.02842359027004e-07,2.07844901606231e-05,4.19695992229196e-06,2.40371341003994e-06,1.44032033696838e-06,0.000269512447684025,2.12701292133027e-05,4.99819772563861e-06,9.53854527793628e-07,2.9937697200313e-06,1.04326597544707e-08,8.29853439180456e-07,6.18339847220111e-08,1.69762055102367e-05,6.67698169455539e-06,3.05233448893961e-07,5.12235434131376e-07,7.63083622234902e-06,1.94872480028238e-05,8.58469075014265e-05,2.67079267782216e-05,4.53080900701973e-06,2.55288857913402e-05,2.52586485482773e-05,8.85177001792487e-07,2.87110212865882e-05,4.46785638124784e-07,4.35911519201688e-06,1.21889555000943e-06,0.000343480570767411,1.58053695255404e-05,7.15390895845221e-07,2.9842089495203e-07,1.7360152405844e-06,1.34842830448949e-07,3.24310539449834e-07,4.33958131969583e-07,0.000235588728603076,1.00348341046081e-06,2.08512599775687e-05,2.11755705170185e-06,0.000104923998057299,0.000108666365671314,3.14771617215825e-07
0.488064580421473,0.0121376075954825,0.159400924750048,0.10032491278141,0.056989860663164,0.0013275508307559,0.0481711301445712,0.0881873051859276,0.0301543688700269,0.0111893570020854,0.00189650118679414,8.62908039991335e-08,0,0.000394472246853182,9.10320569661188e-07,1.80784207503396e-08,1.04307565273678e-07,3.47059717183328e-05,0.00010362862686434,3.39473712436151e-05,0.000166892104437885,3.22405201755004e-07,0.000107152317053869,4.12489008127726e-06,2.37062648349268e-06,1.46030591383149e-06,0.000269512447684025,1.92494870459605e-05,4.19126762281505e-06,1.52668345536928e-06,2.84475178019121e-06,1.3275508307559e-08,7.9653049845354e-07,6.18339847220111e-08,1.5551309731712e-05,6.58085911817567e-06,3.22405201755004e-07,4.17230261094711e-07,5.80329363159008e-06,1.943913716464e-05,6.44810403510009e-05,5.73691609005228e-06,4.58953287204182e-06,2.72147920304959e-05,2.52586485482773e-05,1.81079281339596e-07,2.87319929799313e-05,4.46785638124784e-07,4.210232634683e-06,1.37496336042575e-06,0.000345163215996534,4.07747755160741e-07,7.20670450981774e-07,2.9842089495203e-07,1.63099102064296e-06,1.34842830448949e-07,3.31887707688975e-07,4.07747755160741e-07,0.000241803901316253,6.73257921311921e-07,2.19994137668121e-05,2.15252884701135e-06,7.21618701575171e-05,0.000104307565273678,2.32893914375865e-07
0.488848515223822,0.0125859184727023,0.166286680427218,0.0986850425700517,0.0536905476568594,0.00136347450120941,0.0480553250775904,0.086861907035089,0.0287950558996673,0.0107743089955709,0.00191649213107057,1.65932726993351e-07,0,0.000360414938081928,9.72548245617901e-07,1.80784207503396e-08,1.73791477660607e-07,4.36597883988664e-05,0.00010362862686434,2.86043601652324e-05,0.000187835298418359,4.02842359027004e-07,8.00922084626507e-05,4.49088454594149e-06,3.01299260407115e-06,1.74486597007918e-06,0.000269512447684025,1.6209137426965e-05,5.09157610941137e-06,1.16324398005278e-06,1.6209137426965e-06,1.04326597544707e-08,8.67823869640614e-07,6.18339847220111e-08,1.90028299364361e-05,9.05804738565693e-06,3.30926460910459e-07,6.86504643965577e-07,5.88082592600679e-06,2.03567696509237e-05,5.81621990026392e-05,2.5934619883144e-06,4.63995890465291e-06,2.00230521156627e-05,2.52586485482773e-05,1.81079281339596e-07,2.7650881493058e-05,4.46785638124784e-07,4.55762805299369e-06,1.47789194187034e-06,0.00033276405658887,4.85561217823949e-07,7.24342091949266e-07,2.9842089495203e-07,1.97484375182892e-06,1.34842830448949e-07,3.42470499018246e-07,5.33948056417671e-07,0.000248857933437522,1.00348341046081e-06,2.63636852856225e-05,2.4409054007665e-06,8.00922084626507e-05,0.000130626578087895,2.66719638597479e-08
0.486631948044011,0.012889015692749,0.161924226777054,0.100725270784075,0.0536905476568594,0.00148939736893988,0.0489782596324461,0.0891537989176963,0.0298834215691143,0.0105785402870858,0.00188084154923818,1.65932726993351e-07,0,0.000366620890815971,8.34186736572935e-07,1.80784207503396e-08,1.73791477660607e-07,3.24612247076641e-05,0.00010362862686434,3.15064828044975e-05,0.000172808284473153,1.90948380633318e-06,0.000102157383638825,4.22191642826686e-06,2.44003094186127e-06,1.43299903161231e-06,0.000269512447684025,1.90948380633318e-05,4.5533720989851e-06,1.07399598667725e-06,2.9937697200313e-06,1.04326597544707e-08,8.67823869640614e-07,6.18339847220111e-08,1.33663866443323e-05,7.57602349308809e-06,3.30926460910459e-07,5.12235434131376e-07,5.88082592600679e-06,2.00495799664984e-05,6.3012965608995e-05,6.22099221648583e-06,4.63995890465291e-06,2.86422570949977e-05,2.52586485482773e-05,1.81079281339596e-07,2.75883060035039e-05,4.46785638124784e-07,3.81896761266636e-06,9.54741903166591e-07,0.000345616568946306,4.85561217823949e-07,7.24342091949266e-07,2.9842089495203e-07,1.97484375182892e-06,1.34842830448949e-07,3.42470499018246e-07,4.33958131969583e-07,0.00025491608814548,1.00348341046081e-06,2.38685475791648e-05,2.08225558066211e-06,8.11530617691602e-05,0.000134618608346489,5.01598558244609e-08
0.486701844172599,0.0127256029032977,0.162790414951106,0.0985423373246365,0.0536905476568594,0.00140229657180267,0.0490136039858647,0.0890696808906225,0.0308982217419649,0.0110371233576577,0.00195558365455474,1.65932726993351e-07,0,0.000371751683014626,1.01117984089172e-06,1.80784207503396e-08,1.73791477660607e-07,3.65360263265593e-05,0.00010362862686434,3.54866887558226e-05,0.000191742592470977,8.39470056589352e-07,0.000105696911670568,4.64570360862516e-06,2.53748903469054e-06,1.44999373410888e-06,0.000269512447684025,2.00328081686095e-05,4.39767836463286e-06,1.07399598667725e-06,3.81577298449706e-06,1.04326597544707e-08,9.34864381201778e-07,6.18339847220111e-08,1.71709784302368e-05,7.57602349308809e-06,3.6249843352722e-07,5.34208217829588e-07,7.41213902238553e-06,2.06051741162841e-05,6.06707904535032e-05,3.94932503895445e-06,4.97958374476866e-06,2.65196222422545e-05,2.52586485482773e-05,1.81079281339596e-07,2.88472437627977e-05,4.46785638124784e-07,4.71247963585386e-06,1.07795586812042e-06,0.000344087328877022,4.86511055523375e-07,7.63154596899411e-07,2.9842089495203e-07,1.69801897810119e-06,1.24012621996154e-07,3.81577298449706e-07,4.19735028294676e-07,0.000250219313458394,1.37367827441894e-06,2.38485811531066e-05,2.40393698023315e-06,6.22924939719144e-05,0.000118479751168634,3.77365314552236e-08
0.489507202388894,0.0132734860225538,0.164022362992986,0.0952846675190468,0.0536905476568594,0.00142215921670219,0.0462675798500446,0.0908285686400466,0.0301497753940865,0.0115668949625112,0.00199102290338307,1.65932726993351e-07,8.15371284242589e-07,0.000369192532655889,8.24852345687271e-07,1.80784207503396e-08,1.73791477660607e-07,3.60090713668995e-05,0.00010362862686434,3.22356089119163e-05,0.00016212615070405,3.10030709241078e-07,8.52062992033506e-05,4.72630913017362e-06,2.5551460593416e-06,1.43448459658028e-06,0.000269512447684025,2.12701292133027e-05,4.79552087871979e-06,1.07399598667725e-06,1.88957554592498e-06,1.04326597544707e-08,9.05441367967062e-07,6.18339847220111e-08,1.61746908246263e-05,6.92117485461733e-06,3.19511770685759e-07,5.12235434131376e-07,5.69716982210898e-06,1.93698085314838e-05,5.59382625236195e-05,5.47246866587003e-06,4.53858411356893e-06,2.39301990863755e-05,2.52586485482773e-05,1.81079281339596e-07,2.56936765150862e-05,4.46785638124784e-07,4.1735632479487e-06,1.21889555000943e-06,0.000332121582407185,3.55539804175548e-07,7.33834155818331e-07,2.9842089495203e-07,1.69616189245348e-06,1.34842830448949e-07,3.47954955019803e-07,3.65020865620229e-07,0.000215220094794265,1.00348341046081e-06,2.1237577636086e-05,2.1654744339652e-06,6.25750055348964e-05,6.26603350878985e-05,2.87059963577363e-08
0.487687584621883,0.012718127206806,0.161606278041369,0.0994500172562272,0.0536905476568594,0.00143437524888789,0.0502031337110762,0.0878793902485315,0.0304087552764233,0.0106143768417704,0.001816875315258,1.65932726993351e-07,0,0.000374850065042703,8.34186736572935e-07,1.80784207503396e-08,1.73791477660607e-07,3.89193817531582e-05,0.00010362862686434,3.61462562719749e-05,0.000170212529534697,4.26487574002667e-06,0.000107100018583629,4.15012572011564e-06,2.49581293306493e-06,1.35787523561387e-06,0.000337556308571617,1.9985628467838e-05,4.77168832796706e-06,1.07399598667725e-06,3.82500066370105e-06,1.04326597544707e-08,8.31937644354978e-07,6.18339847220111e-08,1.87425032521351e-05,7.57602349308809e-06,3.44250059733094e-07,5.12235434131376e-07,5.92875102873662e-06,1.95075033848753e-05,6.98062621125441e-05,6.69375116147683e-06,4.64737580639677e-06,2.69662546790924e-05,0.000191250033185052,1.81079281339596e-07,2.75883060035039e-05,4.46785638124784e-07,4.37006325827845e-06,9.56250165925262e-07,0.00036528756338345,2.86875049777578e-07,7.26750126103199e-07,2.9842089495203e-07,5.6514384806183e-06,1.34842830448949e-07,3.34687558073842e-07,4.97250086281136e-07,0.000244800042476867,1.00348341046081e-06,2.39062541481315e-05,2.1802503783096e-06,8.89312654310493e-05,0.000144393775054715,1.41538643056993e-05
0.497201996611555,0.0137555003562657,0.157750490648659,0.097280766310224,0.0536905476568594,0.0014329456877496,0.0463348289935597,0.0855195216633179,0.0310812048361166,0.0107397966006487,0.00186389948250389,1.65932726993351e-07,0,0.000415680714443587,8.34186736572935e-07,1.80784207503396e-08,1.40473426551963e-07,3.91749645931272e-05,0.00010362862686434,3.74920073359603e-05,0.000189016528940765,3.53907427836595e-07,0.000101852962326805,5.04011650253271e-06,2.84254399158475e-06,1.59929579814008e-06,0.000269512447684025,2.1265575515415e-05,5.23175961216385e-06,1.07399598667725e-06,1.93491444191036e-06,1.04326597544707e-08,9.87399778048774e-07,6.18339847220111e-08,1.81136786869637e-05,7.57602349308809e-06,3.49627074118945e-07,5.12235434131376e-07,6.50808326615399e-06,2.20535497225278e-05,6.88358702411145e-05,6.83494664095634e-06,5.07319196307818e-06,2.71705180304456e-05,2.52586485482773e-05,1.81079281339596e-07,3.18691790432294e-05,4.46785638124784e-07,5.00120419600862e-06,1.33371930611317e-06,0.000358674185385796,5.17630957536702e-07,8.04998341217104e-07,2.9842089495203e-07,1.89113809707075e-06,1.83860648326323e-07,3.83578061561213e-07,3.67818577418957e-07,0.000293009668126395,1.00348341046081e-06,2.36100419834914e-05,2.51081657846688e-06,8.66674347057786e-05,0.000201273905495854,0.000952267131511975
0.477137096615558,0.0128628685718303,0.167913354744204,0.100786153301888,0.0536905476568594,0.00142073196234449,0.0501546988049128,0.0881998030314531,0.0327054404754469,0.0111560831942487,0.00198330367897754,1.65932726993351e-07,0,0.000375057473451024,8.34186736572935e-07,1.80784207503396e-08,1.73791477660607e-07,3.88079133338394e-05,0.00010362862686434,2.76518301395907e-05,0.000108700297790115,4.02842359027004e-07,9.18010943261847e-05,4.54824930227061e-06,2.54587539561059e-06,1.5732937838043e-06,0.000269512447684025,2.12701292133027e-05,4.81523248982528e-06,1.07399598667725e-06,2.9937697200313e-06,1.04326597544707e-08,9.05835814917627e-07,6.18339847220111e-08,1.79260140215278e-05,7.57602349308809e-06,2.95588529078383e-07,5.12235434131376e-07,5.88082592600679e-06,2.0977250450724e-05,5.72106830474291e-05,6.67457968886672e-06,5.05361033585623e-06,2.55288857913402e-05,2.52586485482773e-05,1.81079281339596e-07,3.19426313681479e-05,4.46785638124784e-07,4.63406532684175e-06,1.21889555000943e-06,0.000343480570767411,4.85561217823949e-07,7.43738879616578e-07,2.9842089495203e-07,1.76399606062906e-06,1.34842830448949e-07,3.33728984443336e-07,4.33958131969583e-07,0.000172585560526411,1.00348341046081e-06,2.38377846030954e-05,2.05958458970745e-06,6.57922855045434e-05,0.000108666365671314,4.27114112078186e-07
0.487015295763034,0.0125981717163828,0.162275092696696,0.099569260624202,0.0536905476568594,0.00140613077980743,0.0488345419473662,0.0880731914109115,0.0312579071997733,0.0111160338673966,0.00195718203135359,1.65932726993351e-07,0,0.000429439940860108,8.34186736572935e-07,1.80784207503396e-08,1.73791477660607e-07,3.32530927657163e-05,0.00010362862686434,3.32530927657163e-05,0.000162465110369643,4.02842359027004e-07,8.83582179203319e-05,4.22191642826686e-06,2.44003094186127e-06,1.43299903161231e-06,0.000269512447684025,1.9001767294695e-05,4.5533720989851e-06,1.07399598667725e-06,2.9937697200313e-06,1.04326597544707e-08,8.67823869640614e-07,6.18339847220111e-08,1.33012371062865e-05,7.57602349308809e-06,3.30926460910459e-07,5.12235434131376e-07,6.65061855314326e-06,2.09019440241645e-05,5.89054786135546e-05,6.65061855314326e-06,4.63995890465291e-06,2.85026509420425e-05,2.52586485482773e-05,1.81079281339596e-07,2.75525625773078e-05,4.46785638124784e-07,4.34702995279293e-06,1.21889555000943e-06,0.00036198366696394,4.85561217823949e-07,7.24342091949266e-07,2.9842089495203e-07,1.97484375182892e-06,1.34842830448949e-07,3.42470499018246e-07,4.33958131969583e-07,0.00024987323992524,1.00348341046081e-06,2.37522091183688e-05,4.75044182367376e-06,6.55560971666979e-05,0.000130162105968661,2.86258229342806e-08
0.487950273427183,0.0127070383704996,0.162179460091635,0.0975147537173151,0.0536905476568594,0.00141189315227773,0.0493221341195687,0.088855142383345,0.03106164935011,0.0110127665877663,0.00197665041318882,8.37723270351452e-07,8.47135891366637e-07,0.000399095131043838,7.53009681214789e-07,1.80784207503396e-08,2.35315525379621e-07,6.16809055125064e-05,0.000107303879573107,3.21195439432561e-05,0.000165059722122282,3.85917461622579e-07,9.07659044494276e-05,4.09449014160541e-06,2.30609214872029e-06,1.9295873081129e-06,0.000269512447684025,1.94747128804175e-05,5.05457748515427e-06,1.33659218415625e-06,3.21911638719322e-06,1.04326597544707e-08,8.00072786290713e-07,6.18339847220111e-08,2.69106834824135e-05,7.57602349308809e-06,2.44728146394806e-07,5.12235434131376e-07,5.75111144027795e-06,3.79987510383013e-05,7.16112206835264e-05,5.69463571418684e-06,7.99131524189194e-06,2.5715280613485e-05,0.000112951452182218,1.81079281339596e-07,3.19181978624918e-05,4.46785638124784e-07,4.34702995279293e-06,1.21889555000943e-06,0.000349208239663358,3.01203872485915e-07,7.81247544260343e-07,2.9842089495203e-07,1.20481548994366e-06,1.34842830448949e-07,3.42470499018246e-07,3.85917461622579e-07,0.000227785428567474,1.00348341046081e-06,1.57096644743435e-05,1.84487371897623e-06,8.15885989596223e-05,0.000129122335086306,7.53947804188471e-09
0.447561290302246,0.0100008164425944,0.158428775328229,0.0945621752740366,0.0536905476568594,0.0113870682267164,0.0716890208360235,0.0770359920033513,0.0577274850102234,0.0106939423346554,0.00201319852972623,1.65932726993351e-07,0,0.000459443448451864,8.34186736572935e-07,1.80784207503396e-08,1.73791477660607e-07,3.89140679399962e-05,0.00010362862686434,3.21195439432561e-05,0.000463404167835069,4.02842359027004e-07,0.000123772480725179,4.22191642826686e-06,2.44003094186127e-06,1.43299903161231e-06,0.000269512447684025,1.53477876099222e-05,4.5533720989851e-06,1.07399598667725e-06,2.9937697200313e-06,1.04326597544707e-08,8.67823869640614e-07,6.18339847220111e-08,1.55458235790825e-05,7.57602349308809e-06,3.30926460910459e-07,5.12235434131376e-07,4.45580930610644e-06,2.81211076207606e-05,6.08337313102819e-05,1.81202911781662e-05,4.63995890465291e-06,2.71309277749592e-05,0.000562422152415212,1.81079281339596e-07,0.000129713559799987,4.46785638124784e-07,4.34702995279293e-06,1.21889555000943e-06,0.000383199600325154,4.85561217823949e-07,7.24342091949266e-07,1.386251784122e-06,1.97484375182892e-06,1.34842830448949e-07,3.42470499018246e-07,4.33958131969583e-07,0.000188134170702272,1.00348341046081e-06,2.09918127309903e-05,2.08225558066211e-06,6.90155352523597e-05,0.000134664459028995,0.00201412455280403
0.487287993153212,0.0124095503699593,0.169755070709673,0.0941610157842715,0.0536905476568594,0.00129779267227819,0.0452806494415309,0.0877194171189491,0.0337236636008055,0.0104202331350803,0.00203668193094752,1.65932726993351e-07,0,0.000379864862469747,8.99929225302393e-07,1.80784207503396e-08,1.73791477660607e-07,3.63571407022167e-05,0.000167671024082656,3.04365536936483e-05,0.000167671024082656,4.02842359027004e-07,9.80449208618923e-05,4.31966028145149e-06,2.5198018308467e-06,1.42094088205641e-06,0.000279451706804427,2.12701292133027e-05,4.69857784999986e-06,1.07399598667725e-06,3.41025811693539e-06,1.04326597544707e-08,8.62037468447556e-07,6.18339847220111e-08,1.61513613593745e-05,8.24145711592718e-06,3.41025811693538e-07,5.12235434131376e-07,6.21424812419337e-06,1.92111207254027e-05,6.0210001642337e-05,6.22099221648583e-06,4.49017318729826e-06,2.59747993239912e-05,2.52586485482773e-05,1.81079281339596e-07,2.68652556100799e-05,4.46785638124784e-07,4.37649791673374e-06,1.21889555000943e-06,0.000350498750907248,3.97863446975795e-07,7.19943380241915e-07,2.9842089495203e-07,1.63881848397173e-06,1.34842830448949e-07,3.50498750907248e-07,3.78917568548376e-07,0.000243454537792332,1.00348341046081e-06,2.157935552883e-05,2.25455953286284e-06,7.51961914784252e-05,0.000112727976643142,3.02131182294829e-08
0.486094888909954,0.0125345820152596,0.162094935606425,0.100751450895382,0.0536905476568594,0.00132942536525481,0.0488089026957836,0.0884067867894446,0.0306717423555216,0.0112051566500048,0.00218405595720432,1.65932726993351e-07,0,0.000444407907813749,8.34186736572935e-07,1.80784207503396e-08,1.73791477660607e-07,3.22860445847596e-05,0.00010362862686434,3.21195439432561e-05,0.000169976528843293,4.02842359027004e-07,0.000104454850127163,4.22191642826686e-06,2.44003094186127e-06,1.43299903161231e-06,0.000269512447684025,1.89917909322115e-05,4.5533720989851e-06,1.07399598667725e-06,2.9937697200313e-06,1.04326597544707e-08,8.67823869640614e-07,6.18339847220111e-08,2.08909700254327e-05,7.57602349308809e-06,3.30926460910459e-07,5.12235434131376e-07,5.69753727966345e-06,2.03925033594922e-05,5.98241414364663e-05,9.49589546610576e-06,4.63995890465291e-06,2.94372759449278e-05,2.52586485482773e-05,1.81079281339596e-07,2.56389177584855e-05,4.46785638124784e-07,4.34702995279293e-06,1.21889555000943e-06,0.000366541564991682,4.85561217823949e-07,7.24342091949266e-07,2.9842089495203e-07,1.89917909322115e-06,1.34842830448949e-07,3.42470499018246e-07,1.89917909322115e-06,0.000219355185267043,1.00348341046081e-06,2.4689328211875e-05,2.08225558066211e-06,6.36224996229086e-05,0.000133892126072091,3.70922595971379e-08
