"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.461861661313157,0.0348784865743618,0.112149176245754,0.142296804268806,0.0906341023787076,0.0019851053529025,0.0357133439657693,0.0718904975934318,0.0241181024184416,0.0139142898567933,0.00575123980747454,5.82757654119539e-07,1.69232127131827e-06,7.65322194832737e-06,0.000608518276403758,1.51876994897268e-06,9.42129726375945e-08,2.91752788589837e-07,7.6992403874256e-05,5.33312375998614e-05,4.54533468655246e-05,2.69009603898003e-05,0,0.00017160957490045,7.22716470838177e-06,3.72294265815736e-06,2.9962296946919e-06,0.000816702956103948,2.04076251232968e-05,8.50798802371354e-06,1.26192663454322e-06,6.96932466786465e-06,5.16127030678728e-08,1.35142638482553e-06,2.96838183611589e-05,5.7717247415825e-06,4.52640997610063e-07,1.68836683896711e-06,2.59733410660141e-05,4.53965051225017e-05,1.66971478281519e-05,4.63809661893108e-06,1.04186619203429e-05,3.89600115990211e-05,0.000211502785893082,1.55129270697151e-07,2.51532290571956e-05,4.27775189599014e-07,1.01260300824103e-05,2.51683699488707e-06,0.00044618489474117,0,1.34037544022496e-06,3.98793770866402e-06,1.29175983424183e-07,4.76663913993646e-07,1.66971478281519e-05,0.000383106780723708,8.43585576295807e-07,2.87561990373727e-05,3.2022727333375e-06,0.000128011466682498,0.000217062921765975,0.00128399066736373
0.458540780672475,0.0319785046723701,0.113883563648042,0.139120161352448,0.0957533003152734,0.00207723620094028,0.0351672444545153,0.0766208616224024,0.0240522086424664,0.013666027637765,0.00531152940854466,5.82757654119539e-07,1.69232127131827e-06,7.65322194832737e-06,0.000504374531718273,2.00435072020553e-06,9.42129726375945e-08,2.91752788589837e-07,8.38413900907536e-05,5.33312375998614e-05,3.37095348398203e-05,2.00435072020553e-05,0,0.000148504166997046,7.22716470838177e-06,3.72294265815736e-06,2.9962296946919e-06,0.00103861810047014,2.22492781375223e-05,8.50798802371354e-06,1.26192663454322e-06,6.96932466786465e-06,5.16127030678728e-08,1.35142638482553e-06,3.5761385648646e-05,4.19091514224793e-06,4.52640997610063e-07,1.68836683896711e-06,2.64209867663457e-05,4.53965051225017e-05,1.32104933831728e-05,5.48362401832045e-06,1.04186619203429e-05,2.82431237847143e-05,0.00040998082913295,1.55129270697151e-07,2.55099182571613e-05,4.27775189599014e-07,1.01260300824103e-05,2.51683699488707e-06,0.000429113267825821,0,1.34037544022496e-06,5.01087680051383e-06,1.29175983424183e-07,4.76663913993646e-07,1.04195497924399e-06,0.000359872061127812,8.43585576295807e-07,3.63561384348198e-05,3.2022727333375e-06,0.000133927070850097,0.000287897648902249,3.0807775419639e-07
0.459441445751819,0.0338603051994289,0.113263177230435,0.143016437324811,0.091267669001156,0.00200788871802543,0.0359594615864555,0.0718276555039098,0.0256462149893248,0.0147853623781873,0.00584113081607399,5.82757654119539e-07,1.09521202801387e-05,7.65322194832737e-06,0.000385149563184878,1.51876994897268e-06,9.42129726375945e-08,9.1267669001156e-06,0.000173408571102196,2.46422706303121e-05,2.46422706303121e-05,1.55155037301965e-05,0,0.00014055221026178,3.65070676004624e-06,2.73803007003468e-06,1.82535338002312e-06,0.000682682164128647,2.37295939403006e-05,1.55155037301965e-05,1.26192663454322e-06,1.00394435901272e-05,5.16127030678728e-08,3.65070676004624e-06,1.73408571102196e-05,5.7717247415825e-06,4.52640997610063e-07,1.82535338002312e-06,3.28563608404162e-05,4.83718645706127e-05,1.73408571102196e-05,4.5633834500578e-06,9.1267669001156e-06,3.1031007460393e-05,0.000115909939631468,2.00788871802543e-05,2.55549473203237e-05,4.27775189599014e-07,1.55155037301965e-05,1.82535338002312e-06,0.00044447354803563,0,1.82535338002312e-06,2.73803007003468e-06,1.29175983424183e-07,4.76663913993646e-07,1.04195497924399e-06,0.000324000224954104,8.43585576295807e-07,3.19436841504046e-05,4.5633834500578e-06,9.76564058312369e-05,0.00028658048066363,2.50545051372342e-09
0.463061596382285,0.0350146712064679,0.106080212055522,0.143900113744882,0.0906341023787076,0.00200168747965637,0.0354215664602785,0.0719500568724408,0.0245368142667554,0.0137443057358893,0.00559131049886685,5.82757654119539e-07,1.69232127131827e-06,7.65322194832737e-06,0.000508262581239934,1.5035717013087e-06,9.42129726375945e-08,1.29141127719766e-07,7.95140372103128e-05,5.33312375998614e-05,3.45913734963658e-05,1.01468028922673e-05,3.32999622191681e-07,0.000144822550371451,7.22716470838177e-06,3.72294265815736e-06,2.9962296946919e-06,0.000816702956103948,2.22492781375223e-05,8.50798802371354e-06,1.26192663454322e-06,6.96932466786465e-06,5.16127030678728e-08,1.35142638482553e-06,4.40002270873773e-05,5.77445328232666e-06,4.52640997610063e-07,1.68836683896711e-06,2.58988629921975e-05,4.53965051225017e-05,1.93711691579648e-05,4.84279228949121e-06,1.04186619203429e-05,3.12706016407146e-05,0.000211502785893082,1.55129270697151e-07,2.51532290571956e-05,4.27775189599014e-07,1.01260300824103e-05,2.51683699488707e-06,0.000461218313284877,0,1.34037544022496e-06,3.98793770866402e-06,1.29175983424183e-07,4.76663913993646e-07,7.65622400052895e-07,0.000368974650627901,8.43585576295807e-07,3.49603481469937e-05,3.2022727333375e-06,0.000130063564346335,0.000274661340609955,0.004630245340835
0.459091554550849,0.0351741788063834,0.114110517738111,0.143894367844296,0.0906341023787076,0.0020190892249898,0.035905070833529,0.0719928646738445,0.0239367138890194,0.013886948515767,0.00580145546546844,5.82757654119539e-07,1.69232127131827e-06,7.65322194832737e-06,0.000522587799409125,1.51876994897268e-06,9.42129726375945e-08,2.91752788589837e-07,9.22751184271357e-05,5.33312375998614e-05,4.933521183233e-05,8.22253530538833e-06,0,0.00014800563549699,7.22716470838177e-06,3.72294265815736e-06,2.9962296946919e-06,0.000816702956103948,2.5581220950097e-05,8.50798802371354e-06,1.46178405429126e-06,5.48169020359222e-06,5.16127030678728e-08,1.35142638482553e-06,3.83718314251456e-05,5.7717247415825e-06,4.52640997610063e-07,1.68836683896711e-06,2.4667605916165e-05,4.38535216287378e-05,3.19765261876213e-05,5.48362401832045e-06,8.22253530538833e-06,3.10629111536893e-05,0.000347173712894174,1.55129270697151e-07,2.51532290571956e-05,4.27775189599014e-07,6.39530523752426e-06,6.39530523752426e-06,0.000433967141117718,0,1.34037544022496e-06,3.28901412215533e-06,1.29175983424183e-07,4.76663913993646e-07,1.04195497924399e-06,0.000351741788063834,8.43585576295807e-07,3.38037562554854e-05,3.2022727333375e-06,0.000119683569445097,0.000267689204942087,2.41222597452406e-10
0.447986548135005,0.0336140428653351,0.125601108088714,0.13203862800919,0.0906341023787076,0.00190809942966631,0.038029450311054,0.0719705464490642,0.0305666413490234,0.0156075123251832,0.00720631726349703,5.82757654119539e-07,1.69232127131827e-06,7.65322194832737e-06,0.000514538462708561,1.51876994897268e-06,9.42129726375945e-08,2.91752788589837e-07,5.1407533177903e-05,0.000115782732382664,3.38262097767293e-05,3.05666413490234e-05,0,0.000175063491362589,7.22716470838177e-06,3.72294265815736e-06,2.9962296946919e-06,0.000816702956103948,1.85252371812263e-05,8.50798802371354e-06,1.26192663454322e-06,6.96932466786465e-06,5.16127030678728e-08,1.35142638482553e-06,6.48383301342921e-06,5.7717247415825e-06,4.52640997610063e-07,2.02655783538362e-06,2.57163509477041e-05,4.53965051225017e-05,2.73247248423088e-05,6.927354741204e-06,1.04186619203429e-05,3.21387965871764e-05,0.000407555217986979,1.55129270697151e-07,2.51532290571956e-05,4.27775189599014e-07,1.01260300824103e-05,2.51683699488707e-06,0.000454232375335165,0,1.34037544022496e-06,2.99879925238331e-06,1.29175983424183e-07,4.76663913993646e-07,1.04195497924399e-06,0.000348737589936585,8.43585576295807e-07,3.60079961815101e-05,3.2022727333375e-06,0.000137549886070605,0.000295228482441032,0.00114628795228267
0.473509961937029,0.0364865937780765,0.117728592729058,0.140440014161041,0.0801852226067992,0.00184472361835295,0.0267902073218092,0.0726765485823474,0.0259559102079812,0.0152027474075319,0.00584007979679578,9.44358747830145e-07,2.30548111715592e-06,7.65322194832737e-06,0.000509064977935561,1.1717809568345e-06,2.04203488577327e-08,2.49052983924735e-07,8.69334542789293e-05,5.33312375998614e-05,2.93673019755938e-05,8.86778226149519e-06,3.41782327136335e-07,0.000123870960849866,8.0215514544507e-06,3.81724347810688e-06,3.3074740366061e-06,0.000816702956103948,2.09786952486861e-05,9.59630672373365e-06,1.23071848594569e-06,7.49705458314807e-06,5.16127030678728e-08,1.49848938911755e-06,3.58058038569549e-05,5.50610880813685e-06,4.52935268113238e-07,1.36595410836083e-06,2.71784280167964e-05,4.95606571285897e-05,1.67184444063713e-05,5.30797575805942e-06,1.12454539491647e-05,3.00491954863976e-05,0.000211502785893082,5.74969760946441e-08,1.93607361351127e-05,6.43270421166761e-07,1.04189475481355e-05,2.34684232357074e-06,0.000423791961007755,1.9440835378767e-06,1.35440581406106e-06,3.73936369652463e-06,1.08161058827037e-07,5.26692231457993e-07,8.68908856591914e-07,0.000366769031837941,4.85844349517381e-07,3.05341659096882e-05,3.21595535120634e-06,0.000111228672211669,0.000257755704905494,1.27299507871603e-05
0.441705510296331,0.0358788701665141,0.126840800868638,0.148574501809413,0.0906341023787076,0.00197247033748207,0.03323977790942,0.0738763195843977,0.0246193519900539,0.0141634328399754,0.00505902114335678,9.13180711797253e-07,2.73954213539176e-06,7.65322194832737e-06,0.000463895801593004,1.82636142359451e-06,2.37426985067286e-06,1.36977106769588e-07,8.02685845669785e-05,5.33312375998614e-05,3.23265971976227e-05,2.82172839945351e-05,0,0.000150400863233007,7.46068641538355e-06,3.7896999539586e-06,3.02262815604891e-06,0.000816702956103948,2.37426985067286e-05,9.59752928098912e-06,2.00899756595396e-06,8.12730833499555e-06,5.16127030678728e-08,1.38803468193182e-06,3.63445923295306e-05,6.66621919611994e-06,4.38326741662681e-07,3.01349634893093e-06,2.83999201368945e-05,4.50198090916045e-05,1.73504335241478e-05,6.84885533847939e-06,1.04102601144887e-05,3.34224140517794e-05,0.000211502785893082,1.55129270697151e-07,2.53864237879636e-05,4.27775189599014e-07,9.7710336162306e-06,2.51683699488707e-06,0.000441614192225151,5.11381198606461e-06,1.36977106769588e-06,3.65272284718901e-06,1.00449878297698e-07,4.83985777252544e-07,7.85335412145637e-07,0.000373490911125076,8.43585576295807e-07,3.91754525361021e-05,3.09568261299269e-06,0.000131041432142906,0.000297422957832365,0
0.461530268585307,0.0353426987713854,0.112668686897506,0.138677666682294,0.0906341023787076,0.00199217717500502,0.0364955790809948,0.0735260946256483,0.0252803594291147,0.0138899019701739,0.00573673242061631,5.82757654119539e-07,1.69232127131827e-06,7.65322194832737e-06,0.000512801161714256,1.51876994897268e-06,9.42129726375945e-08,2.2891591427604e-07,8.68164988348253e-05,5.33312375998614e-05,3.54625983235848e-05,1.32350659543158e-05,3.44203945236979e-07,0.000150058901098758,7.70585198942915e-06,3.69290620774079e-06,3.07680697028553e-06,0.000816702956103948,2.30022679373265e-05,9.3706111565051e-06,1.26192663454322e-06,7.18936161072414e-06,5.16127030678728e-08,1.43602771364945e-06,3.83494106188467e-05,6.20526297844157e-06,4.49438859898124e-07,1.41297010745727e-06,2.74477744111803e-05,4.72865387789387e-05,2.02999164916021e-05,4.96015224406343e-06,1.11137661846345e-05,3.25481169008922e-05,0.000211502785893082,6.68393888299139e-08,2.64701319086315e-05,4.27775189599014e-07,1.00900084697014e-05,2.34265278912628e-06,0.000455987220056705,1.74961115786321e-06,1.37976715454052e-06,3.48077623077266e-06,1.10676509722501e-07,5.02748045414462e-07,7.26499055903452e-07,0.000364955790809948,4.37264443828649e-07,3.80081580472023e-05,3.15428052709128e-06,0.000138253406728358,0.000289511303349109,0.000749190743707828
0.464172898463127,0.0352917311798094,0.112623483222389,0.140437379888647,0.0906341023787076,0.00200624828412353,0.0351093449721618,0.0724073244360948,0.0237102069941872,0.0140437379888647,0.0060187448523706,5.82757654119539e-07,1.69232127131827e-06,7.65322194832737e-06,0.000497914346877931,1.36789655735695e-06,9.42129726375945e-08,2.73579311471391e-07,8.75453796708451e-05,5.33312375998614e-05,3.37414484148049e-05,1.64147586882835e-05,4.55965519118985e-07,0.000148644759232789,7.84260692884654e-06,3.92130346442327e-06,3.1005655300091e-06,0.000816702956103948,2.09744138794733e-05,9.57527590149868e-06,1.18551034970936e-06,7.29544830590376e-06,5.16127030678728e-08,1.45908966118075e-06,4.01249656824707e-05,5.47158622942782e-06,4.65084829501364e-07,1.36789655735695e-06,2.64460001089011e-05,4.65084829501364e-05,1.55028276500455e-05,5.47158622942782e-06,1.09431724588556e-05,3.19175863383289e-05,0.000337414484148049,9.1193103823797e-08,2.46221380324252e-05,4.27775189599014e-07,1.00312414206177e-05,2.55340690706631e-06,0.000427695656933608,1.64147586882835e-06,1.40437379888647e-06,3.48357656606904e-06,1.00312414206177e-07,5.28920002178023e-07,7.29544830590376e-07,0.000371155932562854,5.47158622942782e-07,3.46533794530428e-05,3.1005655300091e-06,0.000128582276391554,0.000289994070159674,0
