"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.436792636581017,0.0130293124345998,0.186675026203526,0.113884098642597,0.0627709350132697,0.00146862192181905,0.0423358511693608,0.119626786926633,0.0173316215260826,0.00165690678359073,0.000423640938986266,3.05644504914186e-07,2.7043175186814e-06,7.5144488333075e-05,2.33378783629003e-07,9.53628790267506e-08,2.26257210278294e-07,4.91329346793183e-06,0.000146322436335428,3.38912751189013e-05,4.98954883694935e-05,8.09436620756425e-07,9.50838551946952e-05,1.75858060894743e-06,1.04498098283279e-06,5.34164152846238e-07,0.000189280084823775,1.88284861771674e-05,1.57123717148462e-06,7.95149929554318e-07,6.69917538183615e-07,1.03655410462737e-08,3.56329100902893e-07,1.94498262210139e-06,6.66614080218429e-06,1.39048370418381e-07,4.50566458273382e-07,7.73003500003607e-07,3.73745450616772e-06,1.03556673974421e-05,9.63077067962111e-06,7.32051542568267e-07,4.93965334857986e-06,0.00211329577903931,1.9319606603944e-06,3.43919544375629e-05,4.77191465131059e-07,1.20125741810328e-06,1.55208647857001e-06,0.000368096904763622,6.93923858059504e-08,2.59738966814024e-07,5.35105577155097e-07,4.34818554668332e-08,1.46203195165705e-07,1.74728351724113e-07,0.000546967523446712,4.8913449379475e-07,8.86256844359268e-06,9.53662824873527e-07,8.19039148706781e-05,1.6531410863553e-05,0.000162833989389211
0.430428358679877,0.0131754111113197,0.188436815030961,0.123507630777335,0.0627709350132697,0.00151659408475623,0.0432229314155525,0.112227962271961,0.0183887032776693,0.00151659408475623,0.000284361390891793,3.05644504914186e-07,3.79148521189057e-06,7.58297042378114e-05,2.33378783629003e-07,9.53628790267506e-08,2.26257210278294e-07,2.84361390891793e-06,0.000146322436335428,3.50712382099878e-05,6.6350991208085e-06,9.3939870265925e-07,7.9621189449702e-05,1.47549592231854e-06,9.12370187213255e-07,5.08550144534151e-07,0.000189280084823775,1.89574260594529e-05,1.35816239475994e-06,7.95149929554318e-07,1.89574260594529e-06,1.03655410462737e-08,3.10864413191901e-07,4.36020799367416e-05,6.66614080218429e-06,1.25005124214321e-07,4.50566458273382e-07,1.15905476716455e-06,1.89574260594529e-06,1.04265843326991e-05,2.08531686653981e-05,7.19715962587952e-07,6.6350991208085e-06,0.00211329577903931,3.79148521189057e-06,3.31754956040425e-05,4.77191465131059e-07,5.68722781783586e-06,1.55208647857001e-06,0.000370617679462303,1.35932356841974e-07,2.29458115756574e-07,1.89574260594529e-06,4.34818554668332e-08,1.28981683503712e-07,2.84361390891793e-06,0.000571566395692504,3.03318816951246e-05,9.47871302972643e-06,8.18530157380537e-07,8.43605459645652e-05,2.27489112713434e-05,0.000610571549880645
0.432718808895303,0.0141226765305256,0.184065550781183,0.122773134638702,0.0627709350132697,0.00150641882992273,0.0426504831221872,0.11590009872718,0.0176062700747219,0.0016005700067929,0.000188302353740341,1.41226765305256e-06,2.25962824488409e-06,8.81255015504795e-05,2.33378783629003e-07,9.53628790267506e-08,2.26257210278294e-07,1.29928624080835e-05,0.000146322436335428,3.28587607276895e-05,7.43794297274346e-06,9.3939870265925e-07,8.37003962375815e-05,1.47549592231854e-06,9.12370187213255e-07,5.08550144534151e-07,0.000189280084823775,1.84536306665534e-05,1.35816239475994e-06,2.25962824488409e-06,3.10698883671562e-06,1.03655410462737e-08,3.10864413191901e-07,4.80171002037869e-06,6.66614080218429e-06,1.25005124214321e-07,2.82453530610511e-07,5.64907061221022e-07,5.0841635509892e-06,1.05449318094591e-05,0.000140944311774645,7.19715962587952e-07,3.01283765984545e-06,0.00211329577903931,1.78887236053324e-06,3.60599007412753e-05,2.82453530610511e-07,1.10396100341806e-06,1.55208647857001e-06,0.000345252365582915,1.88302353740341e-06,2.29458115756574e-07,6.4104161334226e-07,8.47360591831534e-07,1.28981683503712e-07,7.53209414961363e-07,0.000543628895248364,2.35377942175426e-06,8.47360591831534e-06,8.18530157380537e-07,7.6827360326059e-05,2.46676083399846e-05,0.000168759636482108
0.431170937728517,0.0130969692518968,0.186257612718047,0.123579259869684,0.0627709350132697,0.00141260168359744,0.0420974011668112,0.116750125902623,0.0170260600274659,0.00159034626630176,0.000411619033631043,3.05644504914186e-07,5.42588726150011e-06,9.16787847632777e-05,2.33378783629003e-07,9.53628790267506e-08,2.26257210278294e-07,1.1225973644483e-05,0.000146322436335428,3.2742423129742e-05,6.45493484557772e-06,9.3939870265925e-07,8.60657979410362e-05,1.47549592231854e-06,9.12370187213255e-07,5.08550144534151e-07,0.000189280084823775,1.87099560741383e-05,1.35816239475994e-06,7.95149929554318e-07,8.17682718276718e-07,1.03655410462737e-08,3.10864413191901e-07,2.76947771486627e-06,6.66614080218429e-06,1.25005124214321e-07,4.50566458273382e-07,1.15905476716455e-06,3.76197731563268e-06,9.07432869595708e-06,1.1225973644483e-05,7.19715962587952e-07,5.14523792038804e-06,0.00211329577903931,1.9319606603944e-06,4.30328989705181e-05,2.2451947288966e-06,1.10396100341806e-06,1.55208647857001e-06,0.000354553667604921,1.35932356841974e-07,2.29458115756574e-07,3.55489165408628e-06,4.34818554668332e-08,1.28981683503712e-07,2.35534599171735e-07,0.000561298682224149,4.8913449379475e-07,8.77518273933406e-06,8.18530157380537e-07,8.23238067262086e-05,2.33874450926729e-05,2.287414813118e-09
0.431507329590314,0.0126874904330573,0.186569594194846,0.121947723579871,0.0627709350132697,0.00151605561560058,0.0413125155251157,0.11758906368502,0.0177189000073317,0.0015634323535881,0.000379013903900144,3.05644504914186e-07,2.7043175186814e-06,7.91286277867526e-05,2.32146016138838e-07,9.53628790267506e-08,2.26257210278294e-07,4.68082171316678e-06,0.000146322436335428,3.76171299620893e-05,6.17792663357235e-06,9.01105556522593e-07,8.47948856500598e-05,1.74346395794066e-06,1.0517635833229e-06,5.40094813057706e-07,0.000189280084823775,1.95665927888449e-05,1.51605561560058e-06,7.95149929554318e-07,6.06422246240231e-07,1.03655410462737e-08,3.69538556302641e-07,2.13195320943831e-06,7.40024647365032e-06,1.37392540163802e-07,4.50566458273382e-07,9.85436150140375e-07,3.89436786257398e-06,1.16546775449294e-05,8.42358401418071e-06,7.76978502995296e-07,4.7376737987518e-06,0.00211329577903931,1.9319606603944e-06,3.56273069666136e-05,4.77191465131059e-07,1.21284449248046e-06,1.55208647857001e-06,0.000388963018877523,6.63274331825253e-08,2.70994941288603e-07,4.92718075070188e-07,4.34818554668332e-08,1.28981683503712e-07,1.61080909157561e-07,0.00057894373820747,4.8913449379475e-07,9.12475973639598e-06,9.38059412152857e-07,8.1298482386581e-05,1.65818582956313e-05,0.000587087222497895
0.427978106172118,0.0129226160775599,0.187823540575569,0.12403669066974,0.0627709350132697,0.001476074681273,0.0429175676196547,0.117204043088501,0.0172487217472028,0.00157819305544912,0.000278504656843963,3.05644504914186e-07,2.7043175186814e-06,8.16946993408958e-05,2.33378783629003e-07,9.53628790267506e-08,2.26257210278294e-07,6.21993733618184e-06,0.000146322436335428,3.32348890500462e-05,7.33395596355769e-06,1.29968839860516e-06,8.25302133114277e-05,1.47549592231854e-06,9.12370187213255e-07,5.08550144534151e-07,0.000189280084823775,1.84741422373162e-05,1.35816239475994e-06,7.95149929554318e-07,9.28348856146543e-07,1.03655410462737e-08,3.10864413191901e-07,2.13520236913705e-06,6.66614080218429e-06,1.25005124214321e-07,4.50566458273382e-07,1.15905476716455e-06,6.03426756495253e-06,7.42679084917234e-06,1.0211837417612e-05,7.19715962587952e-07,4.82741405196202e-06,0.00211329577903931,1.67102794106378e-06,3.42560727918074e-05,4.77191465131059e-07,1.10396100341806e-06,1.76386282667843e-06,0.000359456677099941,1.35932356841974e-07,2.29458115756574e-07,6.4104161334226e-07,4.34818554668332e-08,1.28981683503712e-07,2.35534599171735e-07,0.00052098937806944,4.8913449379475e-07,8.7264792477775e-06,8.18530157380537e-07,8.03950109422906e-05,2.41370702598101e-05,1.72680825194504e-09
0.430691189201948,0.012867816086094,0.186982551207744,0.123014836320884,0.0627709350132697,0.0015411670059824,0.0420571478138569,0.116423097921803,0.0179504401114032,0.00153188286739214,0.000315660712068683,3.05644504914186e-07,2.32103464756385e-06,7.58514122823866e-05,2.33378783629003e-07,9.53628790267506e-08,2.26257210278294e-07,4.46567066191284e-06,0.000146322436335428,2.50671741936896e-05,1.25335870968448e-05,1.38333664994805e-06,0.000108624421505988,1.38333664994805e-06,7.66869847555096e-07,4.25213547433697e-07,0.000189280084823775,1.82897530228031e-05,1.2904952640455e-06,7.95149929554318e-07,7.55728881246789e-07,1.03655410462737e-08,2.72025260694483e-07,1.90324841100236e-06,5.8490073118609e-06,1.25335870968448e-07,9.19129720435284e-07,7.45516328797508e-07,3.20302781363811e-06,1.68971322342648e-05,1.14194904660141e-05,6.16466802392958e-07,5.32352506765244e-06,0.00211329577903931,2.25604567743206e-06,5.52406246120196e-05,4.77191465131059e-07,1.08624421505988e-06,1.55208647857001e-06,0.000337014230826271,2.63669535963253e-07,2.12606773716849e-07,4.31712444446876e-07,3.24944850658939e-08,1.2904952640455e-07,1.52259872880188e-07,0.000586757558904141,5.80258661890962e-07,9.06131926408926e-06,1.0398235221086e-07,8.11433712788321e-05,2.57170638950074e-05,6.75686997464453e-08
0.426800900914869,0.0129038583403279,0.183521540840219,0.12617105932765,0.0627709350132697,0.00152934617366849,0.040527673602215,0.113745121666594,0.0174918968613334,0.00143376203781421,0.000315427648319126,3.05644504914186e-07,2.7043175186814e-06,7.28351115209619e-05,2.33378783629003e-07,9.53628790267506e-08,2.26257210278294e-07,4.47333755798033e-06,0.000146322436335428,3.96674163795265e-05,5.34315319425429e-06,7.93348327590529e-07,8.69815636273954e-05,1.58669665518106e-06,9.84516599299091e-07,5.35271160783972e-07,0.000189280084823775,1.89589613094703e-05,1.35816239475994e-06,7.95149929554318e-07,8.17682718276718e-07,1.03655410462737e-08,3.34544475489982e-07,1.90212430350019e-06,6.41369551582223e-06,1.24259376610565e-07,4.50566458273382e-07,1.15905476716455e-06,3.76197731563268e-06,1.0896591487388e-05,9.24298593710894e-06,7.19715962587952e-07,4.55936328024919e-06,0.00211329577903931,1.9319606603944e-06,3.32632792772897e-05,4.77191465131059e-07,1.13745121666594e-06,1.55208647857001e-06,0.000341235364999782,1.35932356841974e-07,2.29401926050274e-07,4.20570197758835e-07,4.34818554668332e-08,1.43376203781421e-07,1.52934617366849e-07,0.000603135897240511,4.8913449379475e-07,8.5834553997144e-06,8.50698809103098e-07,7.40777052870675e-05,2.57928862139293e-05,0.00896765588812964
0.427983217587065,0.0129521236901349,0.187148801725572,0.126142422025661,0.0627709350132697,0.00150169550030549,0.0419536180397847,0.116287545304907,0.0174572101910513,0.00159555146907459,0.000364189037726929,3.05644504914186e-07,2.7043175186814e-06,8.91631703306386e-05,2.33378783629003e-07,9.53628790267506e-08,2.26257210278294e-07,5.31138623736859e-06,0.000146322436335428,3.75423875076373e-05,4.1296626258401e-05,9.3939870265925e-07,9.29174090814023e-05,1.47549592231854e-06,9.12370187213255e-07,5.08550144534151e-07,0.000189280084823775,1.78326340661277e-05,1.35816239475994e-06,7.95149929554318e-07,8.17682718276718e-07,1.03655410462737e-08,3.10864413191901e-07,2.76947771486627e-06,6.66614080218429e-06,1.25005124214321e-07,4.50566458273382e-07,1.15905476716455e-06,3.76197731563268e-06,1.12627162522912e-05,1.22012759399821e-05,7.19715962587952e-07,4.69279843845466e-06,0.00211329577903931,1.9319606603944e-06,3.84809471953282e-05,4.77191465131059e-07,1.10396100341806e-06,1.55208647857001e-06,0.000359468360385627,1.35932356841974e-07,2.29458115756574e-07,6.4104161334226e-07,4.34818554668332e-08,1.28981683503712e-07,2.35534599171735e-07,0.000530286223545377,4.8913449379475e-07,9.38559687690932e-06,8.18530157380537e-07,8.44703718921839e-05,2.53411115676552e-05,6.86619583412096e-09
0.439276428246827,0.0126775303967338,0.182556437712967,0.122066506962837,0.0627709350132697,0.00134019607051186,0.0413830813664811,0.11717660238124,0.0162091281501097,0.000552378110143402,0.000364189037726929,3.05644504914186e-07,2.03746024233222e-06,7.0631955067517e-05,2.33378783629003e-07,9.53628790267506e-08,1.26775303967338e-07,4.01153283268077e-06,0.000146322436335428,3.28710252429598e-05,4.43713563885684e-06,7.15374929529979e-07,8.32275668864183e-05,1.51224826875325e-06,9.14593264335797e-07,4.79935079304923e-07,0.000189280084823775,1.60551867095779e-05,1.3764175859311e-06,8.69316370061747e-07,6.15765762127071e-07,1.03655410462737e-08,3.16938259918345e-07,1.68882815642204e-06,6.66614080218429e-06,1.26775303967338e-07,3.62215154192395e-07,1.15905476716455e-06,3.34143479742484e-06,1.03231318944832e-05,1.22247614539933e-05,6.62853732172082e-07,3.95720055955191e-06,0.00211329577903931,1.9319606603944e-06,3.31426866086041e-05,4.77191465131059e-07,1.05947932601275e-06,1.55208647857001e-06,0.000326899176658636,1.35932356841974e-07,2.26384471370247e-07,3.89381290756824e-07,2.71661365644296e-08,1.35830682822148e-07,1.62996819386578e-07,0.00044009141234376,4.8913449379475e-07,8.77518273933406e-06,8.78371748916557e-07,7.41635528208928e-05,2.57928862139293e-05,1.06186481829695e-09
