"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","Ga","Gd","Ge","Hf","Hg","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.407837966663709,2.05884242005544e-05,0.0036497661082801,0.0843189554759068,0.0673337249938722,0.00113236333103049,0.42487020850235,0.00458560357194166,0.000368396032149158,0.000132257978564162,5.61419257853508e-05,3.98338513791157e-08,3.57538114387749e-07,2.52676115188622e-07,7.52690731132549e-08,1.08854813313131e-07,6.55086224563094e-07,6.90602039756136e-05,0.000109492983248403,0.00289360943764155,2.33790123554735e-08,5.25004817114137e-06,2.43317740552006e-09,5.52144103560322e-07,1.87167492732313e-10,4.77277106467397e-07,5.70860852833553e-09,7.70496618431741e-07,1.68450743459081e-08,7.80124275835624e-09,9.35837463661563e-10,4.11768484011088e-08,1.80616630486682e-06,3.18184737644931e-09,1.77809118095697e-07,5.05352230377244e-09,1.96525867368928e-07,0.00220389722692298,0.000228344341133421,2.98532150908039e-06,2.80751239098469e-08,6.8615994018427e-05,1.88194873313269e-06,8.32895342658791e-06,1.12300495639388e-09,6.55086224563094e-08,1.31017244912619e-07,3.47461096005984e-08,3.74334985464625e-10,2.24600991278775e-09,1.56439368415514e-08,1.21658870276003e-09,1.31017244912619e-09,3.31286462136193e-05,6.59765411881402e-06,2.80751239098469e-08,1.21658870276003e-08,5.62438315660599e-05,6.92519723109557e-07,1.11022302462516e-16
0.40146468015778,7.58265841212108e-05,0.00325260736238942,0.0828950219214675,0.0673337249909104,0.00120811130603036,0.433990753781674,0.00427485539056895,0.000368396032132953,0.000132257978558345,5.61419257828813e-05,3.98338513773636e-08,6.50521472477884e-07,3.34553900131483e-06,7.52690731099441e-08,1.08854813308343e-07,8.36384750328708e-07,6.90602039725759e-05,0.000114305915878257,0.00229541148145768,1.48690622280659e-07,1.11517966710494e-05,1.83011850223177e-08,2.97381244561318e-07,7.36223694660058e-09,7.06280455833131e-07,5.93872366190983e-08,7.7049661839785e-07,7.21715329989614e-08,7.80124275801309e-09,3.80480025693895e-09,1.48690622280659e-06,2.05807909353824e-06,4.83777691724078e-09,4.23927139812876e-07,1.34129624420856e-07,2.78794916776236e-07,0.00206029443497638,0.000188651227018586,2.11884136749939e-06,3.71726555701648e-07,6.86159940154088e-05,1.88194873304991e-06,8.94113409092768e-06,2.36300454100241e-08,3.82603520141282e-07,9.2931638925412e-07,3.47461095990701e-08,4.92034338937934e-09,7.46547652356614e-08,1.56439368408633e-08,3.60251956051843e-09,2.40444300088863e-08,4.08899211271813e-05,6.50521472477884e-06,2.34539711820919e-07,2.80132591022603e-08,6.41228308585343e-05,2.00942719427378e-06,0
0.40936468923202,7.58265841250328e-05,0.00374704521036174,0.0825286707582173,0.0673337249943043,0.00111474595008262,0.425289631376057,0.00412174973139791,0.000368396032151522,0.000132257978565011,0.000177984647492183,3.98338513793714e-08,3.57538114390043e-07,2.45015232064022e-06,2.24822712621704e-07,1.08854813313829e-07,2.55548483346671e-05,6.90602039760568e-05,0.000118031924126395,0.00284494407596715,2.33790123556235e-08,6.86889190622977e-06,1.40514195388565e-07,6.18262459709687e-07,7.36223694697167e-09,5.15218716424739e-07,7.58776655098252e-07,2.24822712621704e-07,7.21715330025991e-08,7.8012427584063e-09,3.80480025713073e-09,1.10725185966189e-05,3.99060314903525e-06,4.83777691748463e-09,8.26223468884763e-06,1.34129624427617e-07,1.37703911480794e-06,0.00225572121663777,0.00019390958963622,2.19794023756292e-06,2.62293164725322e-07,6.86159940188673e-05,1.52692092322241e-06,1.20186475122353e-05,6.55732911813304e-08,1.7236407967664e-06,5.29193886363965e-07,3.47461096008214e-08,4.92034338962734e-09,7.46547652394242e-08,1.56439368416518e-08,3.60251956070001e-09,1.40514195388565e-07,3.18498842880748e-05,6.21081971557195e-06,1.81731692702544e-06,4.9648349037293e-07,7.1193858996873e-05,2.00942719437506e-06,1.11022302462516e-16
0.407164136934596,2.8164454941291e-05,0.00206539336236134,0.087309810318002,0.068533507023808,0.00107024928776906,0.421809653504068,0.00563289098825819,0.00122045971412261,0.00046940758235485,9.38815164709699e-05,2.62868246118716e-07,3.57538114390943e-07,1.78374881294843e-05,7.52690731139273e-08,1.31434123059358e-07,1.21107156247551e-06,6.90602039762305e-05,0.000102330852953357,0.00177248303097191,2.33790123556824e-08,4.94755591802011e-06,1.83011850232862e-08,2.64022091838425e-07,2.25315639530328e-08,5.71918512332725e-07,1.40822274706455e-07,7.70496618438624e-07,7.21715330027806e-08,7.80124275842592e-09,3.8048002571403e-09,7.22887676826468e-07,2.05807909364715e-06,4.83777691749679e-09,4.2392713983531e-07,1.34129624427954e-07,2.51602464142199e-06,0.00217429592146766,0.000227193269859747,3.4360635028375e-06,2.24580489076644e-07,4.50631279060656e-05,2.8164454941291e-06,8.00809335497373e-06,1.31434123059358e-07,3.82603520161529e-07,4.78795734001947e-05,3.47461096009088e-08,4.92034338963972e-09,7.4654765239612e-08,1.56439368416911e-08,3.60251956070907e-09,2.40444300101587e-08,1.61476208330068e-05,6.21081971558757e-06,1.2486241690639e-06,2.80132591037427e-08,6.8533507023808e-05,2.34703791177425e-05,7.51093823136983e-07
0.401544068885852,9.386256869702e-05,0.00366064017918378,0.0836315487090448,0.0673337249944737,0.00122021339306126,0.429515114357564,0.00488085357224504,0.00197111394263742,0.000132257978565344,9.386256869702e-05,3.98338513794716e-08,3.57538114390943e-07,1.97111394263742e-05,3.09746476700166e-07,1.08854813314103e-07,5.25630384703312e-07,6.90602039762305e-05,3.7545027478808e-06,0.00276894577656209,2.33790123556824e-08,1.4079385304553e-05,7.5090054957616e-08,3.37905247309272e-07,2.8158770609106e-08,3.7545027478808e-06,1.68952623654636e-07,7.9783183392467e-07,1.97111394263742e-07,7.80124275842592e-09,1.8772513739404e-08,2.8158770609106e-07,2.05807909364715e-06,1.8772513739404e-08,5.72561669051822e-07,1.34129624427954e-07,4.97471614094206e-07,0.00231277369269457,0.000436460944441143,1.35162098923709e-06,2.8158770609106e-06,6.86159940190399e-05,1.8819487331495e-06,6.5703798087914e-06,3.94222788527484e-07,4.50540329745696e-07,5.29193886365297e-07,9.386256869702e-08,2.8158770609106e-08,1.31407596175828e-05,1.56439368416911e-08,1.8772513739404e-08,8.4476311827318e-08,3.94222788527484e-05,1.52995986976143e-06,6.5703798087914e-06,7.5090054957616e-08,6.1010669653063e-05,2.00942719438011e-06,8.10302367547644e-05
0.400108742483429,7.58265841252235e-05,0.00376661560351545,0.0830538740575158,0.0707182079560027,0.00119590045411616,0.430335832701641,0.00433160794404277,0.000368396032152449,0.000132257978565344,5.61419257858523e-05,3.98338513794716e-08,3.67245021342757e-07,2.45015232064638e-06,7.52690731139273e-08,8.47488510790977e-08,6.14899997273898e-07,6.59157730615205e-05,0.000111115160303706,0.00293042693953502,2.33790123556824e-08,1.95864011382804e-05,1.83011850232862e-08,4.03969523477032e-07,7.36223694699019e-09,4.89660028457009e-07,8.19238893764611e-08,7.6273965971188e-07,7.21715330027806e-08,3.76661560351545e-09,9.41653900878864e-10,1.8507431778537e-07,1.69497702158195e-06,2.82496170263659e-09,4.2392713983531e-07,1.34129624427954e-07,2.33530167417958e-07,0.00227786078622597,0.000230705205715322,3.13570748992662e-06,1.50664624140618e-07,6.86159940190399e-05,1.3277320002392e-06,8.57846703700645e-06,2.36300454112746e-08,3.82603520161529e-07,5.29193886365297e-07,3.47461096009088e-08,4.92034338963972e-09,7.4654765239612e-08,1.56439368416911e-08,1.12998468105464e-09,2.40444300101587e-08,3.03212556082994e-05,7.11890349064421e-06,2.82496170263659e-08,1.22415007114252e-08,8.25830471070763e-05,2.00942719438011e-06,2.14592263270141e-06
0.401226838454085,7.58265841252235e-05,0.00291767112176322,0.0839536335681547,0.0640946462555082,0.0012235395026749,0.435956536645395,0.00432944747100349,0.000368396032152449,0.000132257978565344,5.61419257858523e-05,3.98338513794716e-08,3.57538114390943e-07,9.41184232826846e-07,7.52690731139273e-08,1.08854813314103e-07,5.64710539696108e-06,6.90602039762305e-05,0.000102589081378126,0.0027416696702246,2.33790123556824e-08,6.86889190624705e-06,1.83011850232862e-08,2.64022091838425e-07,7.36223694699019e-09,5.71918512332725e-07,5.9387236622241e-08,7.70496618438624e-07,7.21715330027806e-08,7.80124275842592e-09,3.8048002571403e-09,7.52947386261477e-06,2.05807909364715e-06,4.83777691749679e-09,1.88236846565369e-06,7.15300016948403e-05,9.41184232826846e-07,0.0022437832110592,0.000213648820851694,2.19794023756845e-06,2.24580489076644e-07,6.86159940190399e-05,1.8819487331495e-06,8.94113409140083e-06,2.36300454112746e-08,2.82355269848054e-06,9.41184232826846e-07,3.47461096009088e-08,4.92034338963972e-09,1.88236846565369e-06,1.56439368416911e-08,3.60251956070907e-09,1.88236846565369e-06,3.38826323817665e-05,6.21081971558757e-06,1.88236846565369e-06,2.80132591037427e-08,5.64710539696108e-05,3.76473693130739e-06,2.81696720216829e-06
0.415728222856496,2.26246651894692e-05,0.00135747991136815,0.0886321258797454,0.0581642434245936,0.00164028822623651,0.424306741740836,0.00469084724928327,0.000169684988921019,0.000116894103478924,0.000197965820407855,2.63954427210474e-09,1.15951409096029e-07,0.000100868298969717,6.8816689951302e-08,8.95559663749821e-08,4.1855630600518e-07,6.90602039762305e-05,9.89829102039276e-05,0.00235296517970479,1.13123325947346e-08,4.97742634168322e-06,4.52493303789383e-09,1.79111932749964e-07,1.22550269776291e-09,5.40163881398576e-07,1.8853887657891e-08,7.76780171505108e-07,1.43289546199971e-07,7.80124275842592e-09,1.31977213605237e-09,3.86504696986765e-08,2.01736597939433e-06,2.82808314868365e-09,2.83751009251259e-07,6.50459124197239e-08,1.64971517006546e-07,0.00197400203778118,0.00018853887657891,2.4905985596074e-06,8.67278832262985e-08,6.86159940190399e-05,1.01151107284585e-06,7.11734259085384e-06,9.42694382894549e-09,8.86132719920876e-07,3.37484589076248e-07,7.54155506315639e-09,1.69684988921019e-09,1.3480529675392e-08,1.60258045092073e-08,1.69684988921019e-09,1.2443565854208e-08,3.05432980057834e-05,6.23120987093297e-06,6.03324405052511e-08,1.31977213605237e-08,5.17539216209107e-05,6.81568038832759e-06,2.4510957453705e-06
0.403324439733018,2.52031102406765e-05,0.00347242852204876,0.084557368305997,0.0675723389008359,0.00120601549744274,0.428949468708094,0.00476805507812502,0.000368396032152449,0.000132257978565344,5.61419257858523e-05,3.98338513794716e-08,3.57538114390943e-07,2.45015232064638e-06,3.73379410972985e-08,8.02765733591917e-08,5.41400145910828e-07,6.90602039762305e-05,0.000111407081749064,0.00272529632069182,2.33790123556824e-08,6.34744998654074e-06,1.83011850232862e-08,3.04677599353956e-07,7.36223694699019e-09,4.48988741695014e-07,5.9387236622241e-08,7.70496618438624e-07,7.21715330027806e-08,7.80124275842592e-09,3.8048002571403e-09,1.8507431778537e-07,9.33448527432462e-07,3.45375955150011e-09,1.68020734937843e-07,1.34129624427954e-07,2.05358676035142e-07,0.00226596496931285,0.000225801198785913,2.24027646583791e-06,2.24580489076644e-07,4.38720807893257e-05,1.24335343854004e-06,5.22731175362179e-06,2.36300454112746e-08,3.82603520161529e-07,5.29193886365297e-07,3.47461096009088e-08,4.92034338963972e-09,7.4654765239612e-08,1.86689705486492e-09,2.05358676035142e-09,2.40444300101587e-08,3.289472610672e-05,6.19623132509668e-06,2.3453971183333e-07,1.68020734937843e-08,6.17009476632857e-05,2.00942719438011e-06,2.14397284703516e-07
0.402316269747031,9.37363163436699e-05,0.00346824370471579,0.0825816946987731,0.0673337249944737,0.00112483579612404,0.42987474675207,0.00524923371524551,0.0018747263268734,0.000132257978565344,9.37363163436699e-05,3.98338513794716e-08,3.57538114390943e-07,1.96846264321707e-05,2.41839696166668e-07,1.08854813314103e-07,3.6960229534309e-06,6.90602039762305e-05,0.000134980295534885,0.00270148063702456,2.33790123556824e-08,1.40604474515505e-05,1.09671490122094e-07,3.41200191490958e-07,1.96846264321707e-08,5.71918512332725e-07,2.18405617080751e-07,6.80525656655043e-07,2.32466064532301e-07,7.80124275842592e-09,1.96846264321707e-08,1.44541399801939e-06,2.05807909364715e-06,1.21857211246771e-08,4.2392713983531e-07,1.34129624427954e-07,1.46228653496125e-06,0.00225435840806526,0.000435873870998065,2.53837944658658e-06,2.24580489076644e-07,6.86159940190399e-05,1.8819487331495e-06,5.62417898062019e-06,2.15593527590441e-07,4.30249692017445e-07,5.29193886365297e-07,8.81121373630496e-08,2.43714422493542e-08,1.31230842881138e-05,1.56439368416911e-08,1.03109947978037e-08,5.53044266427652e-08,4.49934318449615e-05,6.21081971558757e-06,7.49890530749359e-06,7.21769635846258e-08,6.09286056233854e-05,2.00942719438011e-06,2.7272628599917e-12
