"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.723286864811443,0.00186921251787506,0.127991867671339,0.0269560120998824,0.0200523209337533,0.000491898031019752,0.00127893488065136,0.0106249974700266,0.0350231398086063,0.0500752195578108,0.000295138818611851,3.21503621259719e-07,1.20548103293641e-06,2.2923467883837e-05,0.000538529964360425,4.32870267297382e-06,1.27893488065136e-06,1.54985969160201e-07,0.000125138859091425,6.75781779756297e-05,2.95138818611851e-06,4.62384149158567e-06,4.08396332360461e-06,3.24652700473036e-06,9.66087732922793e-06,5.32233669563372e-06,1.49537001430005e-06,0.000183493344663043,2.33159666703363e-05,9.95601614783978e-06,2.60934491700243e-06,8.94270620393909e-06,1.88888843911585e-06,5.52007970410366e-05,2.86284654053496e-05,6.68981322186863e-07,2.07560993169434e-06,4.85011458585476e-05,5.29282281377253e-05,3.34490661093431e-06,2.07580969090335e-05,1.39895800022017e-05,0.000144027743482583,8.03343214081512e-06,1.36747652623491e-06,3.64004542954617e-06,1.09791640523609e-05,2.09548561214414e-05,8.01793790562196e-05,8.24224340776697e-05,1.60358758112439e-06,2.07384209877927e-05,5.80439676603307e-07,7.37847046529628e-07,2.74479101309022e-06,5.50925794742122e-06,3.04976779232246e-06,4.83043866461397e-05,4.68286925530804e-06,5.87326249037584e-05,0.000261788132108712,4.5170283340501e-05
0.719015165221337,0.0019,0.109,0.0293,0.0200523209337533,0.00048,8e-04,0.0108,0.0378,0.0545,0.000294939570548009,3.21503621259719e-07,1.3e-06,2.2923467883837e-05,0.0005424,4.4e-06,2e-07,4e-08,0.0001298,6.75781779756297e-05,1.7e-06,4e-06,4.3e-06,3.3e-06,9.24248423919933e-06,5.33767890031044e-06,1.61728007978255e-06,0.000183493344663043,2.3792545299743e-05,1.02343341834728e-05,2.60934491700243e-06,7.63085291673083e-06,1.93372855755189e-06,6.4e-05,2.82e-05,7.19635440058792e-07,2e-06,4.87168881441599e-05,5.50127863959781e-05,5.4e-06,2.26e-05,1.46888690135287e-05,0.0001623,8.03343214081512e-06,1.9e-06,4.4e-06,1.1520775186058e-05,1.62e-05,0.0001017,9.64597974835483e-05,1.57011142093677e-06,2.4e-05,7e-07,6.92185678092967e-07,3.2e-06,3.1e-06,1.6627831798772e-06,6.3e-05,4.81164264240146e-06,6.31e-05,0.000269237876003055,0.0139504927483954
0.722038291699134,0.00197818710054557,0.130560348636008,0.0304640813484018,0.0200523209337533,0.000395637420109115,0.00267055258573652,0.00969311679267331,0.0346182742595475,0.04470702847233,0.000395637420109115,3.21503621259719e-07,9.89093550272787e-06,7.9127484021823e-06,0.000579608820459853,3.95637420109115e-06,3.95637420109115e-06,1.48364032540918e-06,0.00012943800227123,6.75781779756297e-05,6.92365485190951e-06,1.48364032540918e-05,4.08396332360461e-06,1.97818710054557e-06,9.24248423919933e-06,5.33767890031044e-06,1.61728007978255e-06,0.000183493344663043,2.3792545299743e-05,1.02343341834728e-05,1.28582161535462e-05,7.63085291673083e-06,1.93372855755189e-06,6.33384276694359e-05,3.65964613600931e-05,7.19635440058792e-07,7.9127484021823e-06,4.05528355611843e-05,5.50127863959781e-05,2.57164323070925e-05,7.9127484021823e-05,1.46888690135287e-05,0.000152829258075983,8.03343214081512e-06,5.14328646141849e-05,5.23832866740276e-06,1.1520775186058e-05,8.90184195245508e-06,8.01165775720957e-05,9.64597974835483e-05,1.57011142093677e-06,2.26606847774523e-05,8.32464746863499e-07,6.92185678092967e-07,3.16628181027525e-06,1.97818710054557e-05,5.93456130163672e-06,4.84655839633666e-05,4.81164264240146e-06,6.42910807677312e-05,0.000269237876003055,0.000158771181186235
0.7216943022129,0.00201371079289022,0.125341218133069,0.0280937213056879,0.0200523209337533,0.00054026387126323,0.00162079161378969,0.0108052774252646,0.0371308624250001,0.0503918847196431,0.000196459589550265,3.21503621259719e-07,1.20548103293641e-06,2.2923467883837e-05,0.000539281573315478,4.51537343138896e-06,5.43875038353393e-07,1.54985969160201e-07,0.000129663329103175,6.75781779756297e-05,2.21017038244049e-06,8.44776235066141e-06,3.83096199623017e-06,5.6973280969577e-06,1.02532259786283e-05,5.79064640199407e-06,1.87225988841403e-06,0.000183493344663043,2.31822315669313e-05,1.15911157834657e-05,2.60934491700243e-06,8.02537423312834e-06,2.18070144400795e-06,6.41931708855492e-05,3.12799765131767e-05,7.20024395701723e-07,1.66990651117726e-06,4.71503014920637e-05,6.25036184154169e-05,8.74245173498681e-06,2.28875421826059e-05,1.64338446658797e-05,0.000152256181901456,8.03343214081512e-06,1.93406500616158e-06,5.23832866740276e-06,1.41450904476191e-05,1.75525349750023e-05,8.84068152976194e-05,8.41829341222887e-05,1.85654312125001e-06,2.22490485165676e-05,8.32464746863499e-07,8.70315981707675e-07,3.06476959698414e-06,1.36539414737434e-05,9.23360070886247e-07,5.59909830218256e-05,5.16197571543322e-06,7.26900481335982e-05,0.000265220445892858,1.39706264878914e-05
0.721351119811962,0.00184961825592811,0.129079742115834,0.0292200330856728,0.0204638615549493,0.000452566169003686,0.00118060739740092,0.0107238505263917,0.0341392305748432,0.0490935909419216,0.00039353579913364,3.21503621259719e-07,8.85455548050689e-07,2.2923467883837e-05,0.000501758143895391,4.03374194111981e-06,2.9515184935023e-07,1.54985969160201e-07,0.000133802171705438,6.75781779756297e-05,9.83839497834099e-07,6.8868764848387e-06,4.82081353938709e-06,3.9353579913364e-06,9.83839497834099e-06,5.31273328830414e-06,1.67252714631797e-06,0.000183493344663043,2.26283084501843e-05,1.13141542250921e-05,2.60934491700243e-06,8.06748388223961e-06,1.86929504588479e-06,7.28041228397234e-05,2.75475059393548e-05,7.57556413332257e-07,1.37737529696774e-06,4.26002502562165e-05,6.19818883635483e-05,5.9030369870046e-06,1.9676789956682e-05,1.67252714631797e-05,0.000152495122164285,8.03343214081512e-06,2.9515184935023e-07,4.9191974891705e-06,1.18060739740092e-05,2.20380047514838e-05,8.65778758094007e-05,9.83839497834099e-05,1.77091109610138e-06,2.26283084501843e-05,8.32464746863499e-07,6.8868764848387e-07,3.16628181027525e-06,6.05882513231465e-06,1.6627831798772e-06,5.11596538873732e-05,4.9191974891705e-06,6.69010858527188e-05,0.000262685145921705,6.6254176778191e-07
0.72422821307376,0.00188213071074935,0.126259601846102,0.0279378777376856,0.0223503021901485,0.000480335441805823,0.00132337315599564,0.00996941110850045,0.0348978402618108,0.0483276271041369,0.000313688451791558,3.92110564739448e-08,4.9013820592431e-07,8.43037714189812e-06,0.000505234462666778,4.58769360745154e-06,2.94082923554586e-07,1.54985969160201e-07,0.000128416209952169,6.75781779756297e-05,1.47041461777293e-06,6.79331553411093e-06,4.08396332360461e-06,5.39152026516741e-06,9.24248423919933e-06,5.33767890031044e-06,1.61728007978255e-06,0.000183493344663043,2.3792545299743e-05,1.02343341834728e-05,2.60934491700243e-06,7.63085291673083e-06,1.93372855755189e-06,6.33384276694359e-05,3.38195362087774e-05,7.19635440058792e-07,2.07560993169434e-06,4.87168881441599e-05,5.50127863959781e-05,3.92110564739448e-06,1.76449754132751e-05,1.46888690135287e-05,0.000152829258075983,8.03343214081512e-06,9.80276411848619e-07,5.23832866740276e-06,1.1520775186058e-05,1.75525349750023e-05,8.2343218595284e-05,9.64597974835483e-05,1.57011142093677e-06,2.26606847774523e-05,8.32464746863499e-07,6.92185678092967e-07,3.16628181027525e-06,5.13664839808676e-06,1.6627831798772e-06,5.36230901467327e-05,4.81164264240146e-06,7.2442426835613e-05,0.000269237876003055,1.01392008122758e-08
0.722698291090452,0.00196920515283502,0.127998334934276,0.0273719516244068,0.0200523209337533,0.000443071159387879,0.00127998334934276,0.0107321680829509,0.0346580106898964,0.0496239698514425,0.000295380772925253,3.21503621259719e-07,1.20548103293641e-06,2.2923467883837e-05,0.00052183936550128,4.52917185152055e-06,2.95380772925253e-07,1.77228463755152e-07,0.000130952142663529,5.90761545850506e-05,1.67382437990977e-06,8.86142318775759e-06,4.08396332360461e-06,5.31685391265456e-06,1.12244693711596e-05,6.39991674671382e-06,2.06766541047677e-06,0.000758143983841483,2.4122763122229e-05,1.02343341834728e-05,2.60934491700243e-06,7.63085291673083e-06,2.06766541047677e-06,6.49837700435557e-05,3.74148979038654e-05,7.58143983841483e-07,1.67382437990977e-06,4.8245526244458e-05,5.80915520086331e-05,5.31685391265456e-06,2.26458592576027e-05,1.57536412226802e-05,0.000150644194191879,0.000187074489519327,1.47690386462627e-06,4.13533082095354e-06,1.22090719475771e-05,1.27998334934276e-05,7.38451932313132e-05,9.64597974835483e-05,1.57011142093677e-06,1.87074489519327e-05,7.48297958077308e-07,7.87682061134008e-07,2.75688721396903e-06,6.05882513231465e-06,1.6627831798772e-06,4.92301288208755e-05,5.0214731397293e-06,6.49837700435557e-05,0.000285534747161078,6.09643626375833e-05
0.7238,0.002,0.1288,0.0278,0.0200523209337533,0.000538993320990799,0.0012,0.0107,0.0341,0.0467,0.000294939570548009,3.21503621259719e-07,1.20548103293641e-06,2.2923467883837e-05,0.000553,4.51537343138896e-06,5.43875038353393e-07,1.54985969160201e-07,0.000132,6.75781779756297e-05,2.01393126861804e-06,8.44275511750846e-06,4e-06,5e-06,1.06e-05,5.6e-06,1.6e-06,0.000183493344663043,2.6e-05,1.09e-05,2.60934491700243e-06,8e-06,2e-06,6.35e-05,3.12799765131767e-05,7e-07,2.07560993169434e-06,5e-05,5.75e-05,7.20247144240132e-06,1.1e-05,1.56e-05,0.0001525,8.03343214081512e-06,1.93406500616158e-06,5.23832866740276e-06,1.08e-05,2.2e-05,8.93e-05,9.64597974835483e-05,1.8e-06,2.26606847774523e-05,8.32464746863499e-07,8e-07,3e-06,6.05882513231465e-06,1.6627831798772e-06,5.35e-05,5.2e-06,6.2e-05,0.000277,0.00190160549476748
0.714420434726682,0.00195196840089257,0.127853930258464,0.0274251560325407,0.0200523209333685,0.00468472416214218,0.00156157472071406,0.0109310230449984,0.0395273601180746,0.0492872021225375,0.000312314944142812,4.0991336418744e-06,8.78385780401658e-07,2.29234678833971e-05,0.000529959420842334,3.70873996169589e-06,5.43875038342956e-07,7.8078736035703e-08,0.000123949993456678,6.75781779743328e-05,1.65917314075869e-06,9.95503884455212e-06,2.83035418129423e-06,4.97751942227606e-06,2.53755892116035e-06,4.39192890200829e-06,8.29586570379344e-07,0.000183493344659522,2.0495668209372e-05,1.75677156080332e-06,2.60934491695236e-06,7.61267676348104e-06,1.56157472071406e-06,6.78309019310169e-05,2.64491718320944e-05,6.44149572294549e-07,4.19673206191903e-06,4.93848005425821e-05,1.47373614267389e-05,5.66070836258846e-06,2.18620460899968e-05,1.76653140280778e-05,0.000148349598467836,8.03343214066095e-06,1.85436998084795e-06,5.66070836258846e-06,9.2523302202308e-06,1.43469677465604e-05,8.39346412383807e-05,8.86681646105452e-05,4.97751942227606e-07,2.87915339131655e-05,8.19826728374881e-07,2.24476366102646e-07,4.48952732205292e-06,6.05882513219837e-06,1.3663778806248e-06,5.17271626236532e-05,4.00153522182977e-06,6.63669256303475e-05,0.000260587781519159,0
0.715841311482449,0.0019676781514086,0.1280958476567,0.0282361814727134,0.0200523209337533,0.00049191953785215,0.00049191953785215,0.0108222298327473,0.0394519469357424,0.0521434710123279,0.00029515172271129,3.21503621259719e-07,8.75616777376827e-07,2.2923467883837e-05,0.000496937117138242,4.51537343138896e-06,5.43875038353393e-07,1.54985969160201e-07,0.00012943800227123,6.75781779756297e-05,2.01393126861804e-06,2.80394136575726e-06,4.08396332360461e-06,8.12651076531752e-06,9.24248423919933e-06,5.33767890031044e-06,1.61728007978255e-06,0.000183493344663043,2.02080546149663e-05,1.02343341834728e-05,2.60934491700243e-06,7.63085291673083e-06,1.93372855755189e-06,6.33384276694359e-05,3.12799765131767e-05,7.19635440058792e-07,2.07560993169434e-06,5.00577321718348e-05,5.50127863959781e-05,1.06451387991205e-05,2.36318145984173e-05,1.46888690135287e-05,0.000159972233709519,8.03343214081512e-06,1.93406500616158e-06,5.23832866740276e-06,1.1520775186058e-05,1.75525349750023e-05,8.52201407375065e-05,9.64597974835483e-05,1.57011142093677e-06,2.91413134223614e-05,8.32464746863499e-07,6.92185678092967e-07,2.15460757579242e-06,3.14828504225376e-06,1.6627831798772e-06,5.68757369664656e-05,4.81164264240146e-06,7.24794247071358e-05,0.000271244433171676,4.54038668481482e-05
0.720827091826094,0.00205363843825098,0.132997536953397,0.0269906766170129,0.0200523209334943,0.0004889615329169,0.00107571537241718,0.0102681921912549,0.0353030226766002,0.0475270609995227,0.00029337691975014,3.21503621255568e-07,1.20548103292084e-06,2.2923467883541e-05,0.000535901840076922,5.28078455550252e-06,5.4387503834637e-07,1.54985969158199e-07,0.000131041690821729,6.75781779747571e-05,1.76026151850084e-06,7.53000760692026e-06,4.20506918308534e-06,5.41669280539932e-06,9.48585373858786e-06,4.889615329169e-06,1.5451184440174e-06,0.000183493344660674,2.37925452994358e-05,9.97481527150476e-06,2.60934491696874e-06,8.70351528592082e-06,1.91672920903425e-06,6.16091531475294e-05,3.12799765127728e-05,6.16091531475294e-07,2.07560993166754e-06,5.18299224891914e-05,5.57416147525266e-05,6.25870762133632e-06,2.08297613022599e-05,1.40820921480067e-05,0.000152555998270073,8.03343214071139e-06,1.9340650061366e-06,4.889615329169e-06,1.14416998702555e-05,1.75525349747757e-05,8.8013075925042e-05,9.58364604517124e-05,1.65268998125912e-06,2.00474228495929e-05,8.32464746852749e-07,7.13883838058674e-07,2.4448076645845e-06,4.30286148966872e-06,1.66278317985573e-06,5.47636916866928e-05,4.30286148966872e-06,6.48700827139756e-05,0.000311957458000982,0
0.728925391359143,0.00187157857583043,0.125762158270087,0.025845608904325,0.0200523209337533,0.000485224075215297,0.00114869372908111,0.010694734719031,0.0347578878368508,0.0479282555926946,0.000309949256208955,3.21503621259719e-07,2.36670518319298e-06,2.2923467883837e-05,0.0005169121780865,4.60467744847169e-06,5.43875038353393e-07,3.46588625153783e-07,0.000125762158270087,6.75781779756297e-05,1.48537982208764e-06,8.3379320679853e-06,4.08396332360461e-06,5.94151928835057e-06,1.01996081116685e-05,5.2285369737485e-06,1.5150874185294e-06,0.000183493344663043,2.46573050466549e-05,1.11898613263936e-05,2.60934491700243e-06,7.2486535317877e-06,1.83196844724143e-06,5.97122688479233e-05,3.12799765131767e-05,6.63469653865814e-07,2.07560993169434e-06,4.77302049497496e-05,5.41668508454627e-05,3.62432676589385e-06,2.20826466883696e-05,1.50518488638215e-05,0.00015150874185294,8.03343214081512e-06,1.09918106834486e-06,4.34721161264317e-06,1.08927853619761e-05,1.75525349750023e-05,8.37754219657431e-05,9.64597974835483e-05,1.77255325435792e-06,2.03001909018645e-05,8.32464746863499e-07,7.32787378896571e-07,2.96085711202804e-06,5.44639268098803e-06,1.6627831798772e-06,5.58502813104954e-05,4.74331289853321e-06,7.03079782454818e-05,0.00025449507618435,0.000179853923294337
0.715268150554918,0.0017807505822944,0.130588376034923,0.0281952175529947,0.0200523209337533,0.000593583527431467,0.00118716705486293,0.0110802258453874,0.0359118034096038,0.0519385586502534,0.000296791763715734,3.21503621259719e-07,9.89305879052446e-07,0.000523342810018744,0.000544118233478845,7.61765526870383e-06,5.43875038353393e-07,1.54985969160201e-07,0.00012943800227123,6.75781779756297e-05,2.01393126861804e-06,2.07754234601014e-05,4.08396332360461e-06,9.89305879052446e-05,9.24248423919933e-06,5.33767890031044e-06,1.61728007978255e-06,0.000183493344663043,2.3792545299743e-05,1.02343341834728e-05,2.60934491700243e-06,7.63085291673083e-06,1.93372855755189e-06,5.63904351059894e-05,3.12799765131767e-05,7.19635440058792e-07,2.07560993169434e-06,3.95722351620978e-05,5.50127863959781e-05,0.00017807505822944,2.37976739544466e-05,1.46888690135287e-05,0.000152353105374077,6.42059515505037e-05,1.93406500616158e-06,5.23832866740276e-06,1.1520775186058e-05,1.75525349750023e-05,8.40909997194579e-05,9.64597974835483e-05,1.57011142093677e-06,2.26606847774523e-05,8.32464746863499e-07,6.92185678092967e-07,3.16628181027525e-06,6.05882513231465e-06,1.6627831798772e-06,5.5401129226937e-05,4.81164264240146e-06,7.91444703241957e-05,0.000288877316683314,0.000161408307295052
0.724337927221349,0.00196884459695936,0.12836866772175,0.0275638243574311,0.0200523209337533,0.000472522703270247,0.00118130675817562,0.0108286452832765,0.0348485493661807,0.0479413659359605,0.000344547804467888,3.21503621259719e-07,1.20548103293641e-06,2.2923467883837e-05,0.000516821706701833,4.51537343138896e-06,5.43875038353393e-07,1.54985969160201e-07,0.00012943800227123,6.75781779756297e-05,2.01393126861804e-06,5.90653379087809e-06,4.08396332360461e-06,4.92211149239841e-06,9.24248423919933e-06,5.33767890031044e-06,1.61728007978255e-06,0.000183493344663043,2.26417128650327e-05,1.02343341834728e-05,2.60934491700243e-06,7.63085291673083e-06,1.93372855755189e-06,6.33384276694359e-05,3.12799765131767e-05,7.19635440058792e-07,2.07560993169434e-06,4.3314581133106e-05,5.50127863959781e-05,6.89095608935777e-06,2.1657290566553e-05,1.46888690135287e-05,0.000151797918425567,8.03343214081512e-06,1.93406500616158e-06,5.23832866740276e-06,1.1520775186058e-05,1.75525349750023e-05,8.6629162266212e-05,9.64597974835483e-05,1.57011142093677e-06,2.36261351635124e-05,8.32464746863499e-07,6.92185678092967e-07,2.95326689543904e-06,6.05882513231465e-06,1.6627831798772e-06,5.11899595209434e-05,4.81164264240146e-06,6.39874494011793e-05,0.000252996530709278,5.778194090722e-05
0.723944355759553,0.00196457084330951,0.127304190646456,0.0274057632641676,0.0200523209337533,0.000392914168661901,0.00127697104815118,0.0110015967225332,0.0349693610109092,0.0495071852513995,9.82285421654753e-05,3.21503621259719e-07,1.20548103293641e-06,2.2923467883837e-05,0.000500965565043924,4.51537343138896e-06,5.43875038353393e-07,1.54985969160201e-07,0.000163059379994689,6.75781779756297e-05,2.01393126861804e-06,8.44275511750846e-06,4.08396332360461e-06,5.41669280546926e-06,9.82285421654753e-06,5.00965565043924e-06,1.66006236259653e-06,0.000183493344663043,2.3792545299743e-05,1.08051396382023e-05,2.60934491700243e-06,3.61481035168949e-06,2.03333082282534e-06,6.58131232508684e-05,3.12799765131767e-05,6.48308378292137e-07,2.07560993169434e-06,4.91142710827376e-05,5.92318109257816e-05,7.20247144240132e-06,2.37976739544466e-05,1.66006236259653e-05,0.000147342813248213,8.03343214081512e-06,1.93406500616158e-06,5.23832866740276e-06,1.18856536020225e-05,1.75525349750023e-05,8.93879733705825e-05,9.62639713221658e-05,1.57011142093677e-06,2.14138221920736e-05,8.32464746863499e-07,7.07245503591422e-07,2.66199349268438e-06,5.89371252992852e-06,1.6627831798772e-06,5.30434127693567e-05,4.53815864804496e-06,6.87599795158327e-05,0.000250482782521962,1.35064605528701e-05
0.719015165221337,0.00195487856839841,0.12827100857446,0.0272498224685839,0.0200523209337533,0.000483783080058193,0.00127226411574267,0.0105642427686177,0.0348252240509798,0.0500567390998987,0.000286320598401788,3.21503621259719e-07,1.20548103293641e-06,2.2923467883837e-05,0.000542034512146832,4.51537343138896e-06,5.43875038353393e-07,1.54985969160201e-07,0.000126375988260099,5.23275576389474e-05,2.01393126861804e-06,7.89849926625621e-06,4.08396332360461e-06,1.57969985325124e-05,9.24248423919933e-06,5.33767890031044e-06,1.61728007978255e-06,0.000861923732430209,2.46828102070507e-05,1.02343341834728e-05,2.60934491700243e-06,7.63085291673083e-06,1.93372855755189e-06,6.22006817217676e-05,3.12799765131767e-05,7.19635440058792e-07,2.07560993169434e-06,4.34417459644092e-05,5.62768072720755e-05,7.20247144240132e-06,4.04798087395631e-05,1.46888690135287e-05,0.000150071486058868,8.03343214081512e-06,1.93406500616158e-06,4.93656204141013e-06,1.1520775186058e-05,1.75525349750023e-05,8.58961795205363e-05,9.64597974835483e-05,1.57011142093677e-06,2.36954977987686e-05,8.32464746863499e-07,6.92185678092967e-07,2.07335605739226e-05,7.89849926625621e-06,1.6627831798772e-06,6.22006817217676e-05,4.81164264240146e-06,6.02260569052036e-05,0.000310016096200556,0.00313371211733715
0.723622716261502,0.0017577879747243,0.127927902604935,0.0273433684957113,0.023437172996324,0.000390619549938733,0.00126951353730088,0.00976548874846831,0.0322261128699454,0.0488274437423416,0.000294939570548009,3.21503621259719e-07,1.20548103293641e-06,2.2923467883837e-05,0.000541984625539992,4.51537343138896e-06,5.43875038353393e-07,1.54985969160201e-07,0.00012943800227123,6.75781779756297e-05,2.01393126861804e-06,8.44275511750846e-06,6.83584212392782e-06,5.41669280546926e-06,9.24248423919933e-06,5.33767890031044e-06,1.61728007978255e-06,0.00107420376233151,2.44137218711708e-05,1.02343341834728e-05,2.60934491700243e-06,7.63085291673083e-06,1.93372855755189e-06,6.33384276694359e-05,3.12799765131767e-05,7.19635440058792e-07,2.07560993169434e-06,6.44522257398909e-05,5.50127863959781e-05,7.20247144240132e-06,2.37976739544466e-05,1.46888690135287e-05,0.000181638090721511,8.03343214081512e-06,1.93406500616158e-06,1.26951353730088e-05,1.1520775186058e-05,1.95309774969366e-05,0.000119138962731313,8.49597521116743e-05,1.57011142093677e-06,2.24606241214771e-05,8.32464746863499e-07,6.92185678092967e-07,3.16628181027525e-06,7.81239099877465e-06,1.6627831798772e-06,6.9334970114125e-05,4.81164264240146e-06,6.48700827148133e-05,0.000329096970823382,6.37106534195908e-09
0.720559086308908,0.00201678222526678,0.128251685199004,0.0278041821347459,0.0200523209333757,0.000538993320980651,0.00127226411571872,0.010974819779243,0.0359300522656752,0.050174800507244,0.000294939570542456,3.21503621253666e-07,1.20548103291371e-06,2.29234678834054e-05,0.00053031771179195,4.51537343130394e-06,5.43875038343154e-07,1.54985969157283e-07,0.000134615318434069,6.75781779743574e-05,2.01393126858013e-06,8.44275511734951e-06,3.91608199080929e-06,5.41669280536728e-06,1.12587357235767e-05,4.40559223966045e-06,1.43916013162241e-06,0.000183493344659588,2.37925452992951e-05,1.02797152258744e-05,2.60934491695331e-06,7.63085291658716e-06,1.72307607595609e-06,9.42307229038484e-05,3.1622362075785e-05,8.2237721806995e-07,2.07560993165526e-06,4.87168881432427e-05,5.90838870363351e-05,7.20247144226572e-06,2.37976739539986e-05,1.41468461917985e-05,0.000146853074655348,8.03343214066387e-06,1.93406500612516e-06,5.23832866730414e-06,1.13076867484618e-05,1.75525349746719e-05,0.000107692254747255,9.64597974817322e-05,1.65454464111692e-06,2.29090796462343e-05,8.32464746847825e-07,6.55943733460555e-07,3.27971866730278e-06,6.05882513220058e-06,1.6627831798459e-06,5.36230901457232e-05,4.97342412832779e-06,5.98181524096118e-05,0.000269237875997986,0
0.726798238222236,0.00206476772222226,0.12496760833069,0.0281201699312175,0.0200523209337533,0.000491611362433872,0.00167147863227516,0.0102255163386245,0.0357893071851859,0.047489657611112,0.000294966817460323,3.21503621259719e-07,1.20548103293641e-06,2.2923467883837e-05,0.000497510698783078,4.51537343138896e-06,5.43875038353393e-07,1.54985969160201e-07,0.000113070613359791,6.75781779756297e-05,4.91611362433872e-06,1.57315635978839e-05,4.08396332360461e-06,6.8825590740742e-06,9.24248423919933e-06,5.33767890031044e-06,1.61728007978255e-06,0.000183493344663043,2.45805681216936e-05,1.02343341834728e-05,2.60934491700243e-06,7.63085291673083e-06,1.93372855755189e-06,6.19430316666678e-05,3.12799765131767e-05,7.19635440058792e-07,2.07560993169434e-06,4.52282453439162e-05,5.30940271428582e-05,8.84900452380969e-06,2.06476772222226e-05,1.46888690135287e-05,0.000150433076904765,8.03343214081512e-06,1.93406500616158e-06,2.94966817460323e-06,1.1520775186058e-05,1.75525349750023e-05,7.96410407142872e-05,9.64597974835483e-05,1.57011142093677e-06,2.26141226719581e-05,8.32464746863499e-07,6.92185678092967e-07,3.4412795370371e-06,1.08154499735452e-05,1.6627831798772e-06,5.50604725925936e-05,4.81164264240146e-06,5.99765862169324e-05,0.000246788903941804,3.2922449509587e-05
