"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.566866536574487,0.0105468126262337,0.190631174010617,0.0444543223778636,0.0277723561592517,0.00147852513451874,0.0105468126262337,0.0352874665438474,0.0643134981594256,0.0375545384167761,0.0058690238150427,1.89619259211093e-07,7.88546738409997e-06,8.91163039628532e-06,0.0012816880943599,3.88359268666924e-06,2.58438433250296e-08,1.22071551707394e-07,0.000181699338454526,3.55722211872747e-05,4.72142359622986e-06,0.000131095895260662,2.52334956291199e-06,7.9741788921711e-06,4.90870344660223e-06,2.50363589445174e-06,2.92747976634712e-06,0.000134405961792708,2.38338251684422e-05,7.4221961752841e-06,1.4836791147243e-06,1.07889301427938e-05,2.16145118144101e-08,1.08236939635337e-06,4.05604209035826e-08,4.18521181411106e-05,1.44994031525138e-05,4.33700706125499e-07,5.00253385229845e-06,9.65969754552247e-05,3.56915967472825e-05,5.07626962851436e-06,5.59442372672035e-06,1.09115154927483e-05,6.40694224958123e-05,6.74607054646639e-05,4.12436281475514e-07,4.63271208815874e-06,9.12901709797088e-07,7.20534582222135e-06,2.34568451862838e-06,0.000951184503207059,5.61692920728971e-06,9.65969754552247e-07,1.9312505082694e-07,7.70804436795772e-06,2.23377567046854e-08,3.74559700744749e-07,3.89344952089936e-06,3.30893925105295e-05,2.83867322781842e-06,2.05120720328901e-05,2.39521071792037e-06,7.19548898799123e-05,0.000488898977814198,0.000870875993404963
0.573453244740927,0.0106158639753206,0.186563979862578,0.0407924402755373,0.0277723561592517,0.00108124540489376,0.00815848805510746,0.0341083777725577,0.0697894761340518,0.0365657536927708,0.00599599724531994,1.89619259211093e-07,1.95832016221974e-06,8.91163039628532e-06,0.0013318977487555,3.49322115907532e-06,2.58438433250296e-08,1.22071551707394e-07,0.000181699338454526,3.55722211872747e-05,4.91475184042618e-06,0.000118936994538314,8.50466291426753e-07,4.91475184042618e-06,5.52349925128651e-06,3.12568132955072e-06,4.51844290488662e-06,0.000861064522442667,2.35908088340457e-05,8.02744892189765e-06,1.4836791147243e-06,1.07889301427938e-05,2.16145118144101e-08,1.08236939635337e-06,4.05604209035826e-08,9.29673040262933e-05,1.67013619498343e-05,5.14036153473683e-07,7.86360294468189e-06,0.00010517568938512,6.53897724835529e-05,6.88065257659665e-06,6.88065257659665e-06,1.88971532273049e-05,6.09429228212847e-05,0.00022902743576386,4.12436281475514e-07,7.86360294468189e-06,9.12901709797088e-07,1.0557091632365e-05,1.96590073617047e-06,0.00104094443980227,5.61692920728971e-06,1.09265687111976e-06,1.9312505082694e-07,1.47442555212785e-05,2.23377567046854e-08,4.41178287139054e-07,8.84655331276713e-06,2.85055606744719e-05,6.88065257659665e-06,2.65396599383014e-05,2.82626157515904e-06,5.89770220851142e-05,0.000464935524104317,0.000196503471157072
0.5638088627826,0.0108143742472557,0.189884823494606,0.0462777276346527,0.0287409045309948,0.00131526173277434,0.0111066546323166,0.0364376213376002,0.065470806253656,0.0364376213376002,0.00555332731615832,1.89619259211093e-07,1.95832016221974e-06,8.91163039628532e-06,0.00141073999189425,3.50736462073157e-06,2.58438433250296e-08,5.55332731615832e-07,0.000173419695136172,3.55722211872747e-05,5.84560770121928e-06,0.000115937886074182,8.50466291426753e-07,7.47891139823487e-06,7.41417910104646e-06,4.00424127533521e-06,5.40718712362784e-06,0.000134405961792708,2.39669915749991e-05,1.15937886074182e-05,1.4836791147243e-06,1.07889301427938e-05,2.16145118144101e-08,1.18860689924792e-06,4.05604209035826e-08,0.00011204081427337,1.74393963086375e-05,4.77391295599575e-07,5.00253385229845e-06,0.000111066546323166,7.30700962652411e-05,3.86304824613948e-06,5.59442372672035e-06,2.1531321699491e-05,6.52759526636153e-05,6.74607054646639e-05,4.12436281475514e-07,6.54492058009769e-06,9.12901709797088e-07,1.20809225825199e-05,2.34568451862838e-06,0.00106390060162191,5.61692920728971e-06,1.49062996381092e-06,1.9312505082694e-07,1.12363505865204e-05,2.23377567046854e-08,4.67648616097543e-07,3.29379040243945e-06,2.71820758106697e-05,2.83867322781842e-06,2.94228920961371e-05,3.2443122741767e-06,6.10866004777415e-05,0.000471545687898356,4.53177421144701e-08
0.561903734835742,0.0104901647990078,0.191154114115253,0.0462344300400714,0.0277723561592517,0.00135983617764916,0.0108786894211933,0.0364241833298882,0.0664377103937161,0.0375897571964446,0.00582786933278211,1.45696733319553e-06,1.95832016221974e-06,8.91163039628532e-06,0.0012491066603263,3.49322115907532e-06,2.58438433250296e-08,1.22071551707394e-07,0.000173864768428,3.55722211872747e-05,4.85655777731843e-06,0.00011850000976657,1.94262311092737e-06,6.7991808882458e-06,5.52349925128651e-06,3.12568132955072e-06,4.51844290488662e-06,0.000134405961792708,2.23401657756648e-05,8.02744892189765e-06,1.94262311092737e-06,9.71311555463685e-06,2.16145118144101e-08,1.08236939635337e-06,4.05604209035826e-08,9.81024671018322e-05,1.67013619498343e-05,5.14036153473683e-07,2.91393466639106e-06,9.42172208799775e-05,6.41065626606032e-05,1.94262311092737e-06,6.7991808882458e-06,1.88971532273049e-05,6.50778742160669e-05,6.74607054646639e-05,4.12436281475514e-07,6.7991808882458e-06,9.12901709797088e-07,8.74180399917317e-06,1.35983617764916e-06,0.00105678697234449,4.85655777731843e-06,1.09265687111976e-06,1.9312505082694e-07,1.35983617764916e-05,2.23377567046854e-08,4.41178287139054e-07,3.88524622185474e-06,2.62254119975195e-05,3.88524622185474e-06,2.71967235529832e-05,1.94262311092737e-06,6.11926279942122e-05,0.000472057415955351,9.90847159876296e-09
0.558782287974281,0.0103517690122555,0.188910091806049,0.0455070744499436,0.0358628701735445,0.00139574413648389,0.0109914850748107,0.0364832009008706,0.0655321257414417,0.0364928935684851,0.005776829898225,8.09337745808369e-07,1.95832016221974e-06,8.91163039628532e-06,0.00128718625920181,3.23541244971058e-06,2.58438433250296e-08,1.22071551707394e-07,0.000166035396235897,3.55722211872747e-05,5.20496250897119e-06,0.000118250544896552,6.78486733013004e-07,8.60224250784344e-06,4.69609745921143e-06,2.53947891499153e-06,3.92068405005371e-06,0.000134405961792708,2.40281230162748e-05,6.31961928463541e-06,1.31820279556812e-06,9.61512627355571e-06,2.16145118144101e-08,8.67493751495198e-07,4.05604209035826e-08,8.35507948367442e-05,1.70106316633974e-05,4.45862710265688e-07,4.79302413535615e-06,0.000109003739992346,6.00460758716508e-05,3.10165363663087e-06,6.46500929885248e-06,1.75001113779283e-05,6.89148667388922e-05,6.74607054646639e-05,4.12436281475514e-07,5.81560056868289e-06,9.12901709797088e-07,8.81063486155458e-06,2.66548359397966e-06,0.00109139437338949,5.71867389253817e-06,8.82032752916905e-07,1.9312505082694e-07,9.68782128066424e-06,2.23377567046854e-08,3.68321369349916e-07,2.88356861530527e-06,2.25354522036462e-05,2.6848689292086e-06,2.83025894342567e-05,2.39893523458169e-06,8.5295475007349e-05,0.000379952570487282,3.18937714016698e-08
0.564504157766069,0.0108029441927205,0.173526035184364,0.0443899167105685,0.0277723561592517,0.00134787196489581,0.0109626919811526,0.0402863953952191,0.0659858208592324,0.0376405726493125,0.00617025832818969,6.8591706658031e-08,8.40173524785052e-07,8.91163039628532e-06,0.00123505008931564,3.5134529218284e-06,1.4976355165509e-09,3.15501882153389e-08,0.000187903336143252,3.55722211872747e-05,5.36253357292991e-06,0.000126500279964666,6.21219212265311e-07,6.13631192314787e-06,5.56721042685853e-06,3.20094631070811e-06,4.50488763378509e-06,0.000134405961792708,2.09469287581585e-05,7.33442033638859e-06,1.4836791147243e-06,8.73321190884712e-06,2.16145118144101e-08,1.03836062480862e-06,4.05604209035826e-08,0.000102837638803161,1.72427769138893e-05,3.99668998183549e-07,5.65806698152928e-06,0.000106332121675114,6.90509815497733e-05,2.74167141896584e-06,5.8527595986809e-06,1.94592774783846e-05,6.61755213579956e-05,0.000151760399010491,2.177562041065e-07,6.54492058009769e-06,3.70415184426921e-08,1.04035747216402e-05,2.14361563602318e-06,0.00103935904848632,6.0174995055015e-06,9.99422101378298e-07,1.9312505082694e-07,1.1651604318766e-05,1.8470838037461e-08,4.66164015118409e-07,3.22490847897293e-06,2.6757754562376e-05,2.65081486429508e-06,2.87546019177772e-05,2.76163989251985e-06,8.50257603929828e-05,0.000315501882153389,0.0127229476504677
0.561189486096375,0.0103887679927027,0.18984003397986,0.0473374994384473,0.029132653639914,0.0012740941877843,0.0109768114639878,0.0368507242005304,0.0653708325578558,0.0367527169553162,0.00597844195806477,1.89619259211093e-07,9.89873176663183e-07,8.08853794752599e-06,0.00124763223157647,3.56746372579603e-06,2.58438433250296e-08,6.86050716499236e-08,0.00017739311383766,0.000181504517774394,5.11597820018002e-06,0.000123489128969862,6.07644920327895e-07,8.33061584320501e-06,5.86083326380776e-06,2.9402173564253e-06,4.67494559671622e-06,0.000774257237191995,2.6069927226971e-05,7.40934773819175e-06,1.74452896481234e-06,1.13688404448445e-05,6.11565210136462e-10,1.12708331996303e-06,3.92028980856706e-08,9.30088757082536e-05,1.64407153846781e-05,4.34172096298802e-07,4.75335139288756e-06,9.7713223478534e-05,6.71349629717109e-05,3.03822460163947e-06,5.97844195806477e-06,1.92094200619786e-05,6.47827890865707e-05,0.000155831519890541,3.92028980856706e-07,6.39987311248573e-06,9.12901709797088e-07,1.03887679927027e-05,2.4991847529615e-06,0.0010653387554781,6.71349629717109e-06,1.02907607474885e-06,1.9312505082694e-07,1.19568839161295e-05,2.23377567046854e-08,4.36132241203086e-07,3.18523546946074e-06,2.54818837556859e-05,2.6069927226971e-06,2.88141300929679e-05,2.90101445833963e-06,8.46782598650486e-05,0.000533159413965121,6.38912445172224e-09
0.560659395441647,0.0107702796688286,0.19345529513847,0.0455590634541934,0.0277723561592517,0.00134628495860357,0.0102434725111141,0.0362911597536615,0.0677044754544116,0.0362911597536615,0.00588267992781126,2.39014358592663e-06,1.95832016221974e-06,8.91163039628532e-06,0.0013394559769295,4.03885487581072e-06,2.58438433250296e-08,1.22071551707394e-07,0.000164871128988409,3.55722211872747e-05,6.82898167407609e-06,0.000148286459208509,7.12165231725078e-07,1.6311510512936e-05,5.8143901110705e-06,3.06328606522842e-06,4.93637818154643e-06,0.000134405961792708,2.45206433684548e-05,7.56065828201282e-06,1.4836791147243e-06,1.07889301427938e-05,2.16145118144101e-08,1.09263706785218e-06,4.05604209035826e-08,0.000116092688459294,1.99016037358789e-05,4.09738900444566e-07,5.9412140564462e-06,9.26790370053184e-05,6.84849305028774e-05,3.21937707492159e-06,6.67289066438293e-06,1.99016037358789e-05,7.1704307577799e-05,6.74607054646639e-05,2.82914955068867e-07,6.04852662561025e-06,9.12901709797088e-07,1.04678533375481e-05,2.53647890751398e-06,0.000966788691287059,5.61692920728971e-06,1.03410293921724e-06,1.9312505082694e-07,1.13068425146488e-05,2.23377567046854e-08,4.09738900444566e-07,3.47302496567298e-06,3.41449083703805e-05,2.83867322781842e-06,2.9267064317469e-05,2.75110404584208e-06,7.15814114881209e-05,0.000479004285995909,1.47183578658172e-08
0.55442,0.01059,0.19533,0.05508,0.0277723561592517,0.00132,0.01038,0.03717,0.05255,0.03953,0.00646,1.89619259211093e-07,1.95832016221974e-06,8.91163039628532e-06,0.001361,3.49322115907532e-06,2.58438433250296e-08,1.22071551707394e-07,0.000655,3.55722211872747e-05,1.2e-05,0.000132,8.50466291426753e-07,1.5e-05,1e-06,3.12568132955072e-06,4.51844290488662e-06,0.000724,2.6e-05,1.1e-05,1.4836791147243e-06,1.4e-05,2.16145118144101e-08,1.08236939635337e-06,4.05604209035826e-08,6.5e-05,1.8e-05,5.14036153473683e-07,5e-06,7.7e-05,0.000112,2.2e-05,4e-06,2.4e-05,6.24318438045799e-05,6.74607054646639e-05,4.12436281475514e-07,6.54492058009769e-06,9.12901709797088e-07,3.7e-05,2.34568451862838e-06,0.001099,5.61692920728971e-06,1.09265687111976e-06,1.9312505082694e-07,1.12363505865204e-05,2.23377567046854e-08,4.41178287139054e-07,3.29379040243945e-06,5.2e-05,2.83867322781842e-06,5.2e-05,2.82626157515904e-06,7.8e-05,0.00064,0.00393206426774173
0.561828748436278,0.0106235108801952,0.191320973210105,0.0471775793805263,0.0277723561592517,0.0013796386426098,0.01080439900839,0.0366762902085708,0.0652468367266844,0.0374291759313274,0.005746375834598,6.35552882846469e-08,1.1303063578008e-06,8.91163039628532e-06,0.00129134568057743,3.49322115907532e-06,9.77773665917644e-09,6.35552882846469e-08,0.000179558356009116,1.59377107544576e-08,5.45071190504563e-06,0.000127403908669069,6.22841825189539e-07,7.10841455122127e-06,5.57037657473282e-06,2.92256548742784e-06,4.61118060846761e-06,4.49775886322116e-07,2.41998982314617e-05,7.46921303394489e-06,1.7511926356585e-06,1.137444105562e-05,2.16145118144101e-08,1.04035118053637e-06,4.05604209035826e-08,9.38085832818047e-05,1.67013619498343e-05,4.04798297689905e-07,4.91429044490208e-06,0.000103076899861038,6.6712519451895e-05,4.95144584420695e-06,5.8021089335553e-06,1.92484523872547e-05,6.33890667614409e-05,6.74607054646639e-05,3.20220875588028e-06,6.44939510039278e-06,9.12901709797088e-07,1.02206681298371e-05,2.74167735923307e-06,0.00108092878767196,5.92824173645868e-06,1.07848435350716e-06,1.9312505082694e-07,1.13216412776604e-05,2.15110206501882e-08,4.36087054999269e-07,2.97927636005106e-06,2.7876327215312e-05,2.83867322781842e-06,2.88756119018799e-05,2.77687721120611e-06,0.000104328450153413,0.000522815579166165,4.65725371830983e-05
