"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.698,0.0031,0.145,0.03,0.025184487401787,8e-04,0.01,0.012,0.043,0.029,0.0017,2.00790902961928e-07,6e-07,2.32602804831986e-05,0.000362,1.4905906957054e-06,9.70620743226599e-07,2.40363161722974e-06,4e-06,4.5e-05,0.000221675926589344,7e-06,3.52556914224473e-05,4.05172345145459e-06,1.4e-05,2.62556018256128e-06,1.49331851514417e-06,7.33980568851159e-07,0.000490639696524777,1.6e-05,1e-05,2.13320000909633e-06,5e-06,7e-07,5.43152134862063e-07,1.8e-05,5.05605810840142e-05,2.13478088355203e-07,2e-06,1.2e-05,1.5e-05,2e-05,1.1e-05,4.53508104601453e-06,0.000152,0,7.64137531770901e-07,6.19075150774434e-06,3.82174947445523e-07,3.46365219731712e-06,3.89503733156214e-06,9.6e-05,1.566721521765e-06,4.89845747763297e-07,7e-06,7.76833353465752e-07,2.04970806505737e-07,4e-06,3.8e-05,6e-06,1.8e-05,1.44101133161168e-06,4.3e-05,0.000136,0.000311250157876919
0.693,0.0031,0.1446,0.0298,0.025184487401787,8e-04,0.0102,0.0133,0.0449,0.0297,0.0017,2.00790902961928e-07,3e-06,2.32602804831986e-05,0.000335,1.4905906957054e-06,9.70620743226599e-07,2.40363161722974e-06,4.24700925314222e-07,3.75e-05,0.000221675926589344,5.7e-06,3e-05,3.1e-06,1.7e-05,2.62556018256128e-06,1.49331851514417e-06,6.8e-07,0.000490639696524777,1.6e-05,3.62503897665539e-06,2.13320000909633e-06,3.1e-06,3.28924425721173e-08,7e-07,1.88e-05,5.05605810840142e-05,2.1e-07,1.06796367200135e-06,1.05e-05,1.56e-05,1.5e-05,8e-06,4.53508104601453e-06,0.000141,0,6e-07,5.6e-06,3.82174947445523e-07,3.1e-06,4e-06,8.6e-05,1.3e-06,5.4e-07,7e-06,7.76833353465752e-07,2.04970806505737e-07,2.9e-06,3.4e-05,2.5e-06,1.4e-05,1.46e-06,4.1e-05,0.000128,0.00191411874469583
0.678930165554817,0.00309506446015638,0.154158018303943,0.0335298649850275,0.0251844874016432,0.00079360627183497,0.00972167682997838,0.0147809168129263,0.046227565334387,0.0302562391137082,0.00140865113250707,2.00790902960782e-07,2.92559876607908e-06,2.32602804830659e-05,0.000377954986961404,1.4905906956969e-06,9.7062074322106e-07,2.40363161721602e-06,4.24700925311798e-07,4.15507196319028e-05,0.000221675926588079,1.09120862377308e-05,3.37282665529862e-05,4.05172345143146e-06,2.57922038346365e-05,9.92007839793713e-07,9.92007839793713e-07,7.3398056884697e-07,0.000490639696521977,1.78561411162868e-05,2.97602351938114e-06,2.13320000908416e-06,2.97602351938114e-06,3.28924425719296e-08,5.43152134858963e-07,1.09120862377308e-05,5.05605810837257e-05,2.13478088353984e-07,1.06796367199526e-06,1.68641332764931e-05,7.9360627183497e-06,1.68641332764931e-05,8.92807055814341e-06,2.97602351938114e-06,0.000155745230847613,0,7.6413753176654e-07,6.19075150770901e-06,3.82174947443341e-07,1.98401567958743e-06,3.89503733153991e-06,9.72167682997838e-05,1.98401567958743e-06,4.89845747760501e-07,4.96003919896856e-06,9.92007839793713e-07,2.04970806504567e-07,2.97602351938114e-06,5.05923998294793e-05,2.97602351938114e-06,5.95204703876228e-06,1.44101133160345e-06,4.16643292713359e-05,0.000149793183808851,1.11022302462516e-16
0.697339819377688,0.00285230673652369,0.146942974633324,0.0346211024571151,0.0251844873991329,0.000786843237661708,0.0125894918025873,0.0144582444920339,0.0333424821959149,0.0289164889840678,0.000983554047077134,2.00790902940768e-07,2.92559876578747e-06,2.32602804807474e-05,0.000365882105512694,1.49059069554832e-06,9.70620743124312e-07,2.40363161697644e-06,4.24700925269466e-07,2.9506621412314e-05,0.000221675926565983,9.83554047077135e-06,4.13092699772397e-05,4.0517234510276e-06,1.57368647532342e-05,2.62556018228459e-06,1.4933185149868e-06,7.3398056877381e-07,0.000490639696473072,1.77039728473884e-05,3.62503897627338e-06,2.13320000887153e-06,3.31372704548646e-06,3.2892442568651e-08,5.43152134804824e-07,2.28275790411146e-05,5.0560581078686e-05,2.13478088332706e-07,1.06796367188881e-06,1.67204188003113e-05,1.6071877523867e-05,2.26217430827741e-05,1.4753310706157e-05,4.53508104553661e-06,0.000172121958238499,0,7.64137531690374e-07,6.88487832953994e-06,3.82174947405248e-07,3.46365219695212e-06,5.90132428246281e-06,0.000122944255884642,1.56672152159989e-06,4.89845747711675e-07,1.08190945178485e-05,7.76833353383887e-07,2.04970806484136e-07,7.86843237661708e-06,5.01612564009339e-05,2.89467124832009e-06,1.96710809415427e-05,1.44101133145982e-06,3.6391499741854e-05,0.000145565998967416,0
0.691496118361641,0.0030719862174439,0.146418044389859,0.0300216834886563,0.025184487401787,0.00074804859191004,0.0105724200989952,0.0132055511425186,0.0455810942003851,0.0298222038641469,0.00165568088342756,2.00790902961928e-07,6.98178685782704e-06,2.32602804831986e-05,0.000472766710087145,1.4905906957054e-06,9.70620743226599e-07,2.40363161722974e-06,4.24700925314222e-07,4.15507196321399e-05,0.000221675926589344,6.44636081464721e-06,6.28360817204434e-05,4.05172345145459e-06,4.08933230244155e-05,2.62556018256128e-06,1.49331851514417e-06,7.33980568851159e-07,0.000490639696524777,1.72549875200583e-05,3.62503897665539e-06,2.13320000909633e-06,3.31372704583567e-06,3.28924425721173e-08,5.43152134862063e-07,2.28275790435202e-05,5.05605810840142e-05,2.13478088355203e-07,6.98178685782704e-06,1.3365134842126e-05,1.60718775255607e-05,2.39375549411213e-05,4.9869906127336e-06,4.53508104601453e-06,0.000155693846929543,0,7.64137531770901e-07,6.19075150774434e-06,3.82174947445523e-07,3.46365219731712e-06,3.89503733156214e-06,9.04640097149875e-05,1.566721521765e-06,4.89845747763297e-07,1.29661755931074e-05,7.76833353465752e-07,2.04970806505737e-07,1.89505643283877e-06,4.88725080047893e-05,2.89467124862513e-06,2.19427586960278e-05,1.44101133161168e-06,4.9869906127336e-05,0.000140134436217814,0.000126943988481232
0.694369840812739,0.00307393438598217,0.143716412851115,0.0300606830213581,0.0258689543132006,0.000758503290047549,0.01010007012537,0.013373610640312,0.0457896459833968,0.0294419040215825,0.00163677025747103,2.00790902961928e-07,2.39527354751857e-06,2.32602804831986e-05,0.000347614073583633,1.97610067670282e-06,9.70620743226599e-07,2.40363161722974e-06,4.24700925314222e-07,3.82245736958173e-05,0.000221675926589344,9.0820788676746e-06,2.92422978926226e-05,4.05172345145459e-06,1.29743983823923e-05,2.58489937003046e-06,1.3473413704792e-06,6.98621451359584e-07,0.000490639696524777,1.63677025747103e-05,2.98411162795022e-06,2.13320000909633e-06,3.09389499887816e-06,3.28924425721173e-08,4.7007243370052e-07,1.95614006380684e-05,5.38936548191679e-05,1.95614006380684e-07,2.29547048303863e-06,1.12777462862333e-05,1.54694749943908e-05,1.30742014468722e-05,5.78857773983656e-06,4.18174840170951e-06,0.000139824093336397,0,7.64137531770901e-07,8.88247273871471e-06,8.88247273871471e-09,3.30348143428603e-06,5.68877467535662e-06,7.97426485194725e-05,1.29743983823923e-06,4.56100004673329e-07,5.78857773983656e-06,7.76833353465752e-07,1.91621883801486e-07,2.89428886991828e-06,3.75259522444577e-05,2.59487967647846e-06,1.22757769310327e-05,1.32738075758321e-06,3.43322541810996e-05,0.000127248907211924,4.15900104644429e-06
0.685698952108509,0.00322160283533739,0.149553305934011,0.0312308287095399,0.0251844873996874,0.000788159715067252,0.0105514881854628,0.0140193909317587,0.0478807026903355,0.0286496056426946,0.00140883549068271,2.00790902945189e-07,1.77335935890132e-06,2.32602804812595e-05,0.000350928113133694,1.49059069558114e-06,9.70620743145683e-07,2.40363161702936e-06,4.24700925278817e-07,4.1550719628676e-05,0.000166498739807957,7.48751729313889e-06,3.81272262163783e-05,4.05172345111681e-06,2.03936326273651e-05,2.6255601823424e-06,1.49331851501968e-06,7.3398056878997e-07,0.000490639696483875,1.58617142657284e-05,3.62503897635319e-06,2.1332000089185e-06,3.31372704555942e-06,3.28924425693752e-08,5.43152134816783e-07,2.28275790416172e-05,5.05605810797992e-05,2.13478088337406e-07,1.06796367191232e-06,1.36942750492935e-05,1.60718775242209e-05,1.56646743369616e-05,7.98011711505592e-06,4.53508104563647e-06,0.00014777994657511,0,7.64137531707199e-07,7.5860372575223e-06,3.82174947413663e-07,3.46365219702838e-06,4.92599821917033e-06,8.77812882656152e-05,1.56672152163439e-06,4.89845747722461e-07,4.92599821917033e-06,7.76833353400991e-07,2.04970806488649e-07,0,3.80287062519949e-05,2.89467124838382e-06,1.63543140876455e-05,1.44101133149155e-06,4.25606246136316e-05,0.000137533870279235,0
0.690695664574887,0.0031048004207351,0.149265483949536,0.0307345858683493,0.025184487397937,0.000773751524410324,0.0117531877125619,0.013623903423478,0.0421155893033467,0.0292164657888101,0.00172380086450908,2.00790902931234e-07,1.17531877125619e-06,2.32602804796428e-05,0.000353575063686237,1.49059069547754e-06,9.70620743078221e-07,2.4036316168623e-06,4.24700925249298e-07,4.50538862314872e-05,0.000221675926555456,7.24779908941316e-06,2.54652400438841e-05,4.0517234508352e-06,1.37120523313222e-05,2.62556018215991e-06,1.49331851491589e-06,7.33980568738955e-07,0.000490639696449773,1.2732620021942e-05,3.62503897610124e-06,2.13320000877023e-06,3.3137270453291e-06,3.2892442567089e-08,5.43152134779032e-07,1.2732620021942e-05,5.05605810762851e-05,2.13478088322568e-07,1.06796367183809e-06,1.2732620021942e-05,1.76297815688428e-05,1.8609213878223e-05,8.03134493691729e-06,4.53508104532126e-06,0.000140058820241362,0,2.25269431157436e-06,6.19075150679796e-06,3.821749473871e-07,3.46365219678764e-06,2.35063754251238e-06,8.42311786066935e-05,1.56672152152549e-06,4.89845747688414e-07,6.95396939659911e-06,7.76833353346997e-07,2.04970806474403e-07,3.42801308283055e-06,2.93829692814047e-05,1.17531877125619e-06,1.56709169500825e-05,1.44101133139139e-06,4.21155893033467e-05,0.000121449606363139,1.11022302462516e-16
0.70031507149632,0.00308901203378002,0.138811919743635,0.0294007220572891,0.025184487401787,0.00074867086900358,0.0102073428824361,0.0137521107900525,0.0461713466958441,0.0286163056295533,0.00183990334252471,2.00790902961928e-07,2.92559876609578e-06,2.32602804831986e-05,0.000349512129826605,1.4905906957054e-06,9.70620743226599e-07,2.40363161722974e-06,4.24700925314222e-07,4.12066857608071e-05,0.000221675926589344,7.74487105865772e-06,4.66678127893478e-05,4.05172345145459e-06,1.54897421173154e-05,2.76035147988057e-06,1.51918624612132e-06,6.75193887165032e-07,0.000490639696524777,2.38303724881776e-05,3.5149799420062e-06,2.13320000909633e-06,3.66391977005731e-06,3.28924425721173e-08,5.56042024724144e-07,2.2142387770265e-05,5.05605810840142e-05,2.18445081141628e-07,1.06796367200135e-06,1.06243744009792e-05,1.68798471791258e-05,1.58869149921184e-05,9.27004034077422e-06,4.66678127893478e-06,0.000136031709620014,0,7.64137531770901e-07,6.54342311237877e-06,3.82174947445523e-07,3.4752626545259e-06,3.89503733156214e-06,8.54914613013372e-05,1.12201337131836e-06,5.06395415373774e-07,6.75193887165032e-06,7.76833353465752e-07,2.18445081141628e-07,3.22702960777405e-06,3.09794842346309e-05,2.89467124862513e-06,1.65819675230236e-05,1.45961031490088e-06,4.26960840413182e-05,0.000131067048684977,9.57405318702254e-06
0.693872931624502,0.00309497278854095,0.142768099600437,0.0305503765578558,0.025184487401787,0.000798702655107341,0.0111818371715028,0.013378269473048,0.0453263756773416,0.0294521604070832,0.0016972431421031,2.00790902961928e-07,2.92559876609578e-06,2.32602804831986e-05,0.000326469710275126,1.6972431421031e-06,9.70620743226599e-07,2.40363161722974e-06,4.24700925314222e-07,4.19318893931354e-05,0.000209659446965677,6.68913473652398e-06,2.49594579721044e-05,4.05172345145459e-06,1.577437743837e-05,2.79545929287569e-06,1.49756747832626e-06,7.98702655107341e-07,0.00119805398266101,1.70722692529194e-05,3.62503897665539e-06,2.13320000909633e-06,3.31372704583567e-06,3.28924425721173e-08,5.19156725819772e-07,2.21639986792287e-05,5.29140509008613e-05,2.19643230154519e-07,1.06796367200135e-06,1.29789181454943e-05,1.78709719080267e-05,1.59740531021468e-05,7.18832389596607e-06,4.89205376253246e-06,0.000146761612875974,0,7.64137531770901e-07,6.19075150774434e-06,3.82174947445523e-07,3.69399977987145e-06,3.59416194798303e-06,0.000101834588526186,1.566721521765e-06,4.89845747763297e-07,7.88718871918499e-06,7.76833353465752e-07,1.99675663776835e-07,0,3.81380517813755e-05,2.89467124862513e-06,2.39610796532202e-05,1.39772964643785e-06,3.79383761175987e-05,0.000141769721281553,0.000147771598189905
