"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.676522669652798,0.00500671677050616,0.149943220107182,0.0260766498463862,0.0134406503779659,0.000437094321234664,0.011026697649329,0.0170367445663057,0.0393980926821972,0.0554414410638787,0.00196692444555599,4.05305643326689e-07,1.7583112467849e-06,1.24363802283474e-05,0.000649124802880862,1.0738612755788e-05,6.08951861174657e-06,6.45707520005754e-08,9.40696517029921e-05,0.000140622166433028,1.24472541933417e-05,0.000240232999327679,1.46823956087462e-05,5.60573466983457e-05,2.99906308138057e-06,1.36989333859682e-06,1.71857539939993e-06,1.5000282387826e-07,3.42721683695362e-05,5.63851674392717e-06,1.63932060747103e-06,2.72091214968578e-06,5.17559412189228e-07,2.68216969848544e-08,4.75916244129779e-05,9.39156752943754e-05,2.15566972063459e-07,5.51334882466452e-06,1.53777729379832e-05,4.5780663168408e-05,1.91725463632478e-05,3.40138853615339e-05,1.19207542154908e-05,0.000386480785628059,0.00109273580308666,5.861037489283e-07,6.73522613175233e-06,3.05247947880243e-07,7.21602988511046e-06,6.25839596313269e-06,0.000408981209209798,2.45368857602187e-06,5.68222617605063e-07,3.37754702772241e-07,3.24939891990588e-05,1.56360559459855e-06,2.19540556801956e-07,9.20878263146668e-06,3.95272341861984e-05,2.67819611374694e-05,1.09472259545591e-05,1.04207259767082e-06,3.01793760888843e-05,7.50312138246686e-05,1.61060134340474e-07
0.680635026192469,0.00477982461904622,0.151324447615118,0.0265290265990159,0.0153986418842105,0.00056997908637162,0.0114295806267151,0.0153394371665626,0.0374086274055479,0.0510681262122783,0.00181993322315149,2.6318905872106e-07,2.24127441251664e-06,1.24363802283474e-05,0.000726973325951172,8.01478938020648e-06,4.57986417170303e-06,8.5502054594699e-08,9.959634561862e-05,0.000140622166433028,1.21995523749715e-05,0.000432984112980547,9.66964520212907e-06,5.37980260470056e-05,2.26758953707403e-06,1.02608076421949e-06,1.34337669769838e-06,0.000258685408892196,2.19991928073257e-05,4.0277578701172e-06,1.63932060747103e-06,4.60867956843307e-06,3.81102642847451e-07,2.59780623410651e-08,4.77982461904622e-05,9.74935927221186e-05,1.36083825094886e-07,4.23313787839967e-06,9.62964666975211e-06,3.63986644630298e-05,1.83993248933997e-05,4.53983342478448e-05,1.0303425009025e-05,0.000265990240306756,0.000375898518741804,2.91833879086487e-07,4.97046539064962e-06,3.05247947880243e-07,5.93467653929862e-06,3.68986461177417e-06,0.000465982902191535,1.01510242933395e-06,4.82205100465086e-07,2.62635022421679e-07,2.94989176280049e-05,1.29309630526479e-06,1.42343165229757e-07,7.43972702211378e-06,3.90040633155244e-05,2.03570761453552e-05,1.10204155309191e-05,9.11197261643985e-07,3.09988625921408e-05,0.000202992551813051,0.000159608309311055
0.674646408445637,0.00474754839545383,0.152712806720432,0.0267049597244278,0.0153986418842105,0.000425301210426072,0.0118688709886346,0.0177043992247133,0.0380792944218693,0.0524208468664694,0.00214628750377809,2.6318905872106e-07,1.68142339005657e-06,1.24363802283474e-05,0.000636863835798484,8.01478938020648e-06,4.05519758778348e-06,8.5502054594699e-08,7.5268423519591e-05,0.000140622166433028,6.03334275255591e-06,0.000409970585399086,1.05830766315325e-05,4.64864113721521e-05,2.26758953707403e-06,1.02608076421949e-06,1.34337669769838e-06,0.000258685408892196,2.20563185872126e-05,4.0277578701172e-06,1.63932060747103e-06,4.1541048460221e-06,3.81102642847451e-07,2.59780623410651e-08,4.49038952403342e-05,9.74935927221186e-05,1.36083825094886e-07,3.36284678011313e-06,1.04841693732939e-05,2.51224435926099e-05,1.45393669610774e-05,3.45186331252789e-05,1.0303425009025e-05,0.000248850661728372,0.000296721774715864,3.06612500539727e-06,3.16503226363589e-06,3.05247947880243e-07,5.5388064613628e-06,5.63771371960143e-06,0.000421443827354766,1.08797984062484e-06,4.82205100465086e-07,1.58251613181794e-06,2.10672460048264e-05,1.29309630526479e-06,1.42343165229757e-07,8.60493146676007e-06,2.99688992463023e-05,1.68142339005657e-05,9.09946775795318e-06,9.11197261643985e-07,2.96721774715864e-05,0.000150339032522705,4.27983348760819e-09
0.680255849889542,0.00471276619914669,0.153164901472267,0.0273580071730125,0.0153986418842105,0.000468281217669448,0.0117120227788116,0.0171037468202082,0.0365638767399898,0.0475270489574962,0.00207681222335278,2.6318905872106e-07,2.24127441251664e-06,1.24363802283474e-05,0.000689940983815754,9.85487338677496e-06,4.57986417170303e-06,8.5502054594699e-08,9.6352105554588e-05,0.000140622166433028,5.79111100742601e-06,0.00048325822889555,9.6352105554588e-05,5.24195392913562e-05,2.30645972881967e-06,1.00845208922419e-06,1.53763981921311e-06,0.000258685408892196,2.34503960280883e-05,4.84256696310624e-06,1.63932060747103e-06,4.50308804198126e-06,3.9938696602938e-07,2.59780623410651e-08,4.70278152499595e-05,9.74935927221186e-05,1.49770112261018e-07,4.49310336783053e-06,1.47074250240319e-05,3.92397694123866e-05,1.87711874033809e-05,4.5729807610364e-05,1.09731568916572e-05,0.000253610723428656,0.000375898518741804,2.91833879086487e-07,4.39325662632318e-06,3.05247947880243e-07,6.00078916459144e-06,4.20185547334928e-06,0.000385408422218352,1.23610265986093e-06,5.49157078290398e-07,2.62635022421679e-07,2.32243520746085e-05,1.29309630526479e-06,1.49770112261018e-07,8.16746345530083e-06,3.93196468055925e-05,2.25054555357556e-05,1.03341377460102e-05,1.01843676337492e-06,3.24002676191335e-05,0.000182220303250905,0.000134071523526846
0.6788,0.0048,0.1518,0.0262,0.0153986418842105,0.000455314747577242,0.0112,0.0164,0.0379,0.0495,0.002,2.6318905872106e-07,1.476429763e-06,1.24363802283474e-05,0.0008492079688,6.64062068e-06,3.589903364e-06,6.6061202e-08,0.000110750297,0.000140622166433028,4.12535366e-06,0.0004371436915,7.157957966e-05,4.223004469e-05,2.662128458e-06,1.250258266e-06,1.561575811e-06,0.000258685408892196,2.515490573e-05,4.299962961e-06,1.63932060747103e-06,3.42652572e-06,4.68982983e-07,2.59780623410651e-08,5.432565342e-05,0.0002175525132,1.67692048e-07,3.478751838e-06,1.1950773199521e-05,4.267398657e-05,1.293692917e-05,4.010952852e-05,1.242541023e-05,0.0008084059479,0.000375898518741804,1.92687745e-07,8.119675754e-06,3.05247947880243e-07,6.773487636e-06,4.747170529e-06,0.0004506013613,9.23900557e-07,5.6181356e-07,2.62635022421679e-07,4.125302005e-05,1.709214782e-06,1.7739547e-07,7.597530013e-06,3.320565222e-05,2.366204421e-05,1.746308443e-05,1.207282184e-06,2.458504876e-05,0.0001149004035,0.00124856227417458
0.680370448030938,0.004827220399054,0.150070055116381,0.0272584314114959,0.0153986418842105,0.00045595921633775,0.0112007372709056,0.0168506666907429,0.0376661961322489,0.0502546353659215,0.00206172863039678,2.6318905872106e-07,2.24127441251664e-06,1.24363802283474e-05,0.000712684079449656,8.01478938020648e-06,4.57986417170303e-06,8.5502054594699e-08,9.7723954649432e-05,0.000140622166433028,5.8593584330687e-06,0.000510476079160741,1.38175466864092e-05,5.25344314476103e-05,2.51768784673453e-06,1.07051294270602e-06,1.46699921778232e-06,0.000258685408892196,2.27979608168875e-05,3.84591686824015e-06,1.63932060747103e-06,4.98581490908452e-06,4.36134902583934e-07,2.59780623410651e-08,4.91147373250772e-05,9.74935927221186e-05,1.38770196276706e-07,4.23313787839967e-06,1.2013534134812e-05,3.78743514266639e-05,1.68506666907429e-05,4.0976856529136e-05,1.09132847214753e-05,0.000265645804301124,0.000375898518741804,2.91833879086487e-07,4.75783530091565e-06,3.05247947880243e-07,6.14553726368271e-06,4.20185547334928e-06,0.000463888941839276,9.61479217060037e-07,5.05520000722288e-07,2.62635022421679e-07,2.45127639565925e-05,1.29309630526479e-06,1.48682353153614e-07,7.91981334464917e-06,4.16310588830119e-05,2.03570761453552e-05,1.14981019772128e-05,9.31742746429314e-07,3.07276863184136e-05,0.000180401255159718,1.45740829334828e-05
0.677065130097957,0.00496309287566308,0.153161046142963,0.025808082953448,0.0153986418842105,0.000496309287566308,0.0117128991865649,0.0164774683472014,0.0397047430053047,0.0499287143291706,0.00188597529275197,2.6318905872106e-07,2.87859386788459e-06,1.24363802283474e-05,0.000653639331724828,8.01478938020648e-06,4.57986417170303e-06,8.5502054594699e-08,8.25858654510337e-05,0.000140622166433028,6.45202073836201e-06,0.000420373966568663,1.30033033342373e-05,4.5164145168534e-05,2.26758953707403e-06,1.02608076421949e-06,1.34337669769838e-06,0.000258685408892196,2.1639084937891e-05,4.0277578701172e-06,1.63932060747103e-06,4.60867956843307e-06,3.81102642847451e-07,2.59780623410651e-08,5.63807350675326e-05,9.74935927221186e-05,1.36083825094886e-07,3.07711758291111e-06,1.08195424689455e-05,2.73962726736602e-05,1.58818972021219e-05,5.41969742022409e-05,1.0303425009025e-05,0.000263440969840196,0.000375898518741804,2.91833879086487e-07,8.13947231608745e-06,3.05247947880243e-07,3.17637944042437e-06,4.20185547334928e-06,0.000441814527791528,1.01510242933395e-06,4.82205100465086e-07,2.62635022421679e-07,2.06464663627584e-05,1.29309630526479e-06,1.42343165229757e-07,8.5365197461405e-06,3.8315077000119e-05,2.312801280059e-05,1.18121610440781e-05,9.11197261643985e-07,3.23593655493233e-05,0.000162590922606723,3.7703548859902e-05
0.677654105862991,0.00482688592620424,0.154545102885769,0.0270742979494395,0.0153986388491475,0.00042393918497343,0.011754677401536,0.0155123201774369,0.0378654772033086,0.0494274549753113,0.00207115906881095,2.63189006846656e-07,2.24127397076282e-06,1.24363777771444e-05,0.000691117221321458,8.01478780049636e-06,4.57986326901458e-06,8.5502037742296e-08,9.06459057325007e-05,0.000140622138716484,5.11617516411117e-06,0.000504680329747915,1.32191945859897e-05,4.88686260496645e-05,2.07152101748381e-06,8.99907269920872e-07,1.20437268458361e-06,0.000258685357905459,2.31143205625286e-05,4.03705723872426e-06,1.63932028436193e-06,4.64406107175439e-06,3.69019790556417e-07,2.59780572208048e-08,4.49953634960436e-05,9.74935735061907e-05,1.3296274437803e-07,3.89253251657422e-06,1.21978865494628e-05,3.55145417230014e-05,1.99251416937512e-05,4.20374241827063e-05,1.02901602170823e-05,0.000252629214318258,0.000375898444652434,2.91833821566206e-07,5.04873029377449e-06,3.05247887716058e-07,5.45339951579458e-06,4.20185464516612e-06,0.000418447245531729,1.01167305505023e-06,5.12581014558784e-07,2.62634970656476e-07,2.23049821184884e-05,1.2930960503963e-06,1.42597725854699e-07,7.1780612001183e-06,3.67863592779217e-05,2.03570721329879e-05,1.06562895131958e-05,8.79673808819867e-07,2.99551574109635e-05,0.000167263278434971,0
0.68553448713523,0.00459085549690211,0.155091074830128,0.0209582533554227,0.00998012064543936,0.000499006032271968,0.0132735604584344,0.0170660063037013,0.0384234644849415,0.0501002056401056,0.00209582533554227,1.99602412908787e-07,1.79642171617909e-06,8.38330134216906e-06,0.00047405573065837,3.79244584526696e-06,3.29343981299499e-06,1.89622292263348e-08,5.68866876790044e-05,0.000140622166433028,3.99204825817575e-06,0.000409184946463014,8.98210858089543e-06,3.69264463881256e-05,1.4970180968159e-06,6.78648203889877e-07,8.98210858089543e-07,0.000258685408892196,2.09582533554227e-05,2.49503016135984e-06,1.5968193032703e-06,2.39522895490545e-06,2.59483136781423e-07,2.59780623410651e-08,2.69463257426863e-05,5.28946394208286e-05,8.98210858089542e-08,4.89025911626529e-06,1.19761447745272e-05,2.39522895490545e-05,1.39721689036151e-05,1.4970180968159e-05,6.58687962598998e-06,0.000212576569747858,9.98012064543936e-08,1.4970180968159e-07,4.29145187753893e-06,1.77646147488821e-07,3.79244584526696e-06,2.99403619363181e-06,0.000339324101944938,8.98210858089543e-07,2.59483136781423e-07,8.98210858089542e-08,9.08190978734982e-06,7.98409651635149e-07,8.98210858089542e-08,5.18966273562847e-06,3.29343981299499e-05,2.09582533554227e-05,6.98608445180755e-06,5.98807238726362e-07,1.99602412908787e-05,0.000129741568390712,2.24475987864459e-06
0.679154601881175,0.00474308375807703,0.153290967833504,0.0264159323172406,0.0153986418842105,0.000392801967542612,0.0117840590262784,0.0168904846043323,0.0364323824895772,0.050082250861683,0.00194436973933593,2.6318905872106e-07,2.28807146093571e-06,1.24363802283474e-05,0.000690408378251271,8.14180278223948e-06,5.25569032572014e-06,1.95418978852449e-07,9.03739126823664e-05,0.000140622166433028,5.25961834539557e-06,0.000466300125694429,1.31097656667347e-05,5.53565992808614e-05,2.18790695921235e-06,9.79058904099959e-07,1.34829275359001e-06,0.000258685408892196,2.3312796773654e-05,3.59708401777147e-06,1.63932060747103e-06,4.94832278611805e-06,3.64323824895772e-07,2.59780623410651e-08,4.57810693170914e-05,9.74935927221186e-05,1.30606654207918e-07,3.78071893759764e-06,1.14698174522443e-05,3.5872639685829e-05,2.77563690314798e-05,4.03329060272754e-05,9.99681007395947e-06,0.000259455519611084,0.000375898518741804,2.91833879086487e-07,4.97046539064962e-06,3.05247947880243e-07,5.58760798829365e-06,4.46812238079721e-06,0.000443777842880454,7.40431708817823e-07,4.68416346294564e-07,2.62635022421679e-07,2.26322673648864e-05,1.1656398386827e-06,1.35516678802201e-07,7.50840960957702e-06,3.6755462107881e-05,1.96891986230734e-05,1.06969795811042e-05,8.78894402376594e-07,4.32082164296873e-05,0.000171811580603138,6.87233936425002e-10
