"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.5138,0.0035,0.223,0.0266,0.00945465629583842,0.0014,0.0026,0.0225,0.0667,0.0911,4e-04,2.6e-07,2.7e-05,6.07883658571231e-05,0.000434,9.35e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000295,0.00167123773202981,1.4e-06,5.07e-05,1.34782795392636e-05,3.43e-06,4.39e-06,2.26e-06,2.68e-06,0.00398067833222638,2.14823662766633e-05,8.23e-06,1.3089644353539e-06,9.76486277427146e-06,6.05884556459638e-07,7.9e-07,2.22590196833945e-08,0.000169,4.51e-05,3.3e-07,4.15e-06,3.77642075454809e-05,9.55e-05,2.66e-06,0.000110607557918454,3.02e-05,0.00019858416754829,0.000546960422178146,2.66e-06,1.37148695570758e-06,6.05e-06,1.2e-05,2.06405971588609e-06,0.00149674509547605,2.02037998773811e-06,8.9e-07,4.76904932672297e-07,7.12e-05,2.21e-06,3.2e-07,1.44e-05,2.81785398688409e-05,7.03793773397355e-06,2.50456321676318e-05,2.12e-06,7.32e-05,0.000552885676193206,0.0287997589013517
0.527754603405609,0.00327059190842912,0.229238760127169,0.0265611706502729,0.00945465629583842,0.00128841499422965,0.00327059190842912,0.0275522591073726,0.0790888588765588,0.0817647977107281,0.000396435382839894,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000476713547864972,8.55309338477071e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000293600044531225,0.00167123773202981,4.95544228549867e-06,2.87415652558923e-05,1.34782795392636e-05,1.09019730280971e-05,4.03373002039592e-06,2.30923610504238e-06,3.27059190842912e-06,0.00398067833222638,2.37861229703936e-05,9.04863761332057e-06,8.12692534821782e-07,1.14569825640729e-05,6.59073823971323e-07,7.8295988110879e-07,2.22590196833945e-08,0.000178633783507656,5.46009871509126e-05,3.17148306271915e-07,3.75622525240799e-06,2.57682998845931e-05,9.17946128965774e-05,5.94653074259841e-06,0.000119921703309068,2.82955754501974e-05,0.000169476126164055,0.000546960422178146,3.31974704415508e-06,4.95544228549867e-06,6.6684449715962e-07,1.1278586641795e-05,1.40734560908162e-06,0.00164223357341426,1.70467214621154e-06,1.04064287995472e-06,4.76904932672297e-07,6.24385727972833e-05,2.13064679858618e-06,3.27059190842912e-07,1.17741308703448e-05,2.27950345132939e-05,6.45198585571927e-06,2.47772114274934e-05,2.19030549019041e-06,8.62246957676769e-05,0.000613483754944736,3.86986176437176e-09
0.519,0.0035,0.2261,0.0269,0.00945465629583842,0.0015,0.0013,0.0222,0.0733,0.0939,2e-04,2.60810053327138e-07,2.1e-05,0.000124,0.000499,1.63e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.00028,0.00167123773202981,2.21495443888573e-06,3.7e-05,1.34782795392636e-05,5e-06,3.99e-06,2.17e-06,2.41e-06,0.00398067833222638,2.14823662766633e-05,9.52e-06,6e-06,9.76486277427146e-06,6.05884556459638e-07,7e-07,2.22590196833945e-08,0.0001591,4e-05,2.9e-07,4e-06,5.6e-05,8.4e-05,2.1e-05,0.000110607557918454,2.412e-05,0.00019858416754829,0.0014,3.31974704415508e-06,3e-07,6.6684449715962e-07,1.06e-05,1e-05,0.000675,2.02037998773811e-06,9e-07,4.76904932672297e-07,6.79e-05,2.13064679858618e-06,3e-07,1.22949343380155e-05,1.1e-05,3.9e-05,1.9e-05,1.96e-06,2.84e-05,0.000552885676193206,0.0124123256761157
0.5193,0.0032,0.2253,0.0255,0.011,0.0013,0.0026,0.023,0.0686,0.0915,4e-04,2.60810053327138e-07,1.98e-05,6.07883658571231e-05,0.0004247,7.1e-06,9e-07,3.53250422115441e-06,2.5e-07,0.000296,0.001892,1.5e-06,4.2e-05,1.31e-05,4.38e-06,4e-06,2.17e-06,2.71e-06,0.00398067833222638,2e-05,6.4e-06,1e-06,1.1e-05,6.1e-07,8.1e-07,2.22590196833945e-08,0.000172,5.6e-05,3.2e-07,5e-06,4.3e-05,9.24e-05,8e-06,0.0001042,3.12e-05,0.000194,0.00154,2.7e-06,1.37148695570758e-06,6.6684449715962e-07,1.162e-05,4e-06,0.001737,1.9e-06,8.9e-07,4.76904932672297e-07,6.35e-05,2.2e-06,3.3e-07,1.38e-05,3.1e-05,7e-06,2.48e-05,2.07e-06,8.84e-05,0.000579,0.0166854424922368
0.5201,0.00346,0.2262,0.0266,0.00945465629583842,0.00143,0.0027,0.02299,0.0668,0.08718,0.00032,2.60810053327138e-07,2.23e-05,6.07883658571231e-05,0.000415,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000288,0.00167123773202981,2.21495443888573e-06,4.25e-05,1.2e-05,2.2e-05,4.15530768680767e-06,2.13289340950825e-06,2.62123308036634e-06,0.00398067833222638,2.28e-05,7.75749266762371e-06,1.3089644353539e-06,9.76486277427146e-06,5.02e-07,7.56086875100028e-07,2.22590196833945e-08,0.00016,5.46009871509126e-05,3.09069672701858e-07,4.203306130714e-06,4.08e-05,8.4e-05,4.42562150940095e-06,0.000115,2.74896573145683e-05,0.000182,0.000546960422178146,2.1e-06,1.37148695570758e-06,6.6684449715962e-07,1.67e-05,9.8e-07,0.001684,2.02037998773811e-06,9.00111131564421e-07,4.76904932672297e-07,6.8e-05,2.13064679858618e-06,3.19296451559375e-07,1.5e-05,3.23e-05,7.03793773397355e-06,2.75e-05,2.00476709557621e-06,9.73e-05,0.00061,0.0223928437422884
0.5219,0.0037,0.2232,0.02745,0.00945465629583842,0.00125,0.00265,0.024,0.07145,0.0944,0.00028,2.60810053327138e-07,2.22e-05,6.07883658571231e-05,0.0004085,8.10553990510511e-06,1.1e-06,2.5e-06,9e-07,0.0002827,0.00167123773202981,1.9e-06,4.48e-05,3.21e-05,6.3e-06,4.15530768680767e-06,2.13289340950825e-06,2.62123308036634e-06,0.00398067833222638,1.99e-05,7.75749266762371e-06,1.3089644353539e-06,9e-06,6.8e-07,7.56086875100028e-07,2.22590196833945e-08,0.0001596,5.46009871509126e-05,3.09069672701858e-07,3.8e-06,3.76e-05,7.66e-05,1.8e-06,0.0001047,2.74896573145683e-05,0.0001884,0.00017,5.3e-06,1.37148695570758e-06,6.6684449715962e-07,1.07e-05,2.9e-06,0.0016782,2.3e-06,9.00111131564421e-07,6e-07,5.72e-05,2.13064679858618e-06,3.19296451559375e-07,1.82e-05,1.75e-05,6.1e-06,2.52e-05,1.2e-06,7.85e-05,0.0005654,0.0103933505869426
0.5227,0.0029,0.2211,0.025,0.00945465629583842,0.0012,0.0025,0.0234,0.0739,0.0908,3e-04,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000438,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,3e-04,0.00167123773202981,2.21495443888573e-06,4.2e-05,1.34782795392636e-05,1e-05,3.7e-06,2.3e-06,2.4e-06,0.00398067833222638,2.1e-05,7e-06,1.3089644353539e-06,9.76486277427146e-06,6.05884556459638e-07,9e-07,2.22590196833945e-08,0.000173,5.7e-05,3e-07,4.203306130714e-06,5.1e-05,8.9e-05,4.3e-05,0.000110607557918454,2.7e-05,0.000196,0.000546960422178146,3.31974704415508e-06,1.37148695570758e-06,6.6684449715962e-07,1.4e-05,2.06405971588609e-06,0.001738,2.02037998773811e-06,8e-07,4.76904932672297e-07,5.1e-05,2.13064679858618e-06,1e-06,1.2e-05,3e-05,7.03793773397355e-06,2.6e-05,2e-06,9.4e-05,0.000594,0.0162620027072171
0.5178652,0.00342948,0.2258891,0.02615679,0.00945465629583842,0.00138433,0.00307789,0.02283345,0.07022911,0.09087157,0.00035003,2.60810053327138e-07,2.09205e-05,6.07883658571231e-05,0.0004074849,9.703535e-06,8.73039e-07,3.53250422115441e-06,6.0673e-08,0.0002944317,0.00167123773202981,1.570771e-06,4.352043e-05,1.226921e-05,3.651211e-06,4.229625e-06,2.089858e-06,2.721723e-06,0.00398067833222638,2.174664e-05,6.56747e-06,1.3089644353539e-06,9.874503e-06,6.05884556459638e-07,7.71495e-07,2.22590196833945e-08,0.0001670654,5.362119e-05,3.2653e-07,4.593838e-06,4.631197e-05,8.931016e-05,1.911003e-06,0.0001143073,2.989433e-05,0.0002169494,1.68525e-07,2.662088e-06,1.37148695570758e-06,6.6684449715962e-07,1.159286e-05,1.359687e-06,0.001934925,1.987549e-06,8.17916e-07,4.145e-08,6.215016e-05,1.789299e-06,3.2118e-07,1.345573e-05,2.735286e-05,6.500078e-06,2.626502e-05,2.116064e-06,9.474631e-05,0.0006506621,0.0183322282403094
0.5127,0.0035,0.2275,0.0276,0.00945465629583842,0.0014,0.0022,0.022,0.0713,0.0902,2e-04,2.60810053327138e-07,2.08e-05,6.07883658571231e-05,0.000405,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,4e-06,0.000278,0.00167123773202981,2e-06,4e-05,2.2e-05,5e-06,4.15530768680767e-06,2.13289340950825e-06,2.62123308036634e-06,0.00398067833222638,2.1e-05,7.75749266762371e-06,1.3089644353539e-06,6e-06,6.05884556459638e-07,7.56086875100028e-07,2.22590196833945e-08,0.000163,5.46009871509126e-05,3.09069672701858e-07,4e-06,3.8e-05,8.1e-05,3e-06,0.000118,2.74896573145683e-05,2e-04,0.000546960422178146,7e-06,5e-06,6.6684449715962e-07,9e-06,1.1e-05,0.001737,3e-06,9.00111131564421e-07,5e-06,6.1e-05,2.13064679858618e-06,3.19296451559375e-07,1.57e-05,2.6e-05,1.2e-05,2.6e-05,2.00476709557621e-06,8.5e-05,0.000589,0.0215624266317603
0.524,0.00327,0.221,0.0259,0.00945465629583842,0.00134,0.00235,0.0228,0.0678,0.0897,0.00027,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000432,8.83e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.00029,0.00167123773202981,9.9e-07,2.04e-05,1.21e-05,3.6e-06,4.38e-06,2.17e-06,2.76e-06,0.00398067833222638,2.14823662766633e-05,7.89e-06,1.32e-06,1.07e-05,6.05884556459638e-07,8.8e-07,2.22590196833945e-08,0.000166,5.46009871509126e-05,4.4e-07,5.39e-06,3.98e-05,9.17e-05,2e-06,0.000152,2.8e-05,0.000721,0.0017,3.31974704415508e-06,8e-07,6.6684449715962e-07,1.16e-05,2.06405971588609e-06,0.00173,2.02037998773811e-06,1.11e-06,4.76904932672297e-07,5.71e-05,1.09e-06,4.4e-07,1.19e-05,2.6e-05,5e-06,2.38e-05,2.29e-06,9.36e-05,0.000567,0.020053423312598
0.5236,0.0036,0.2264,0.0267,0.0102,0.0014,0.0022,0.0232,0.0698,0.0916,4e-04,1e-07,2.02e-05,4.8e-05,0.000428,8.4e-06,1.16e-06,3.53250422115441e-06,9.8e-08,3e-04,0.00167123773202981,1.58e-06,4.13e-05,1.29e-05,5.77e-06,4.76e-06,2.34e-06,2.55e-06,0.00398067833222638,2.16e-05,8.3e-06,1e-06,1.05e-05,6.5e-07,8.8e-07,2.22590196833945e-08,0.00017,5.09e-05,3.3e-07,4.76e-06,4.09e-05,9.12e-05,3.66e-06,0.000115,3.18e-05,0.000212,0.000546960422178146,2.18e-06,3.2e-07,6.6684449715962e-07,1.18e-05,1.28e-06,0.00152,1.87e-06,1.07e-06,4.76904932672297e-07,6.14e-05,2e-06,3.4e-07,1.19e-05,3.05e-05,4.85e-06,2.49e-05,2.06e-06,9.75e-05,0.000693,0.010588817000895
0.5157,0.0035,0.2202,0.0265,0.013,0.0014,0.0022,0.0228,0.0706,0.0907,3e-04,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000412,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000277,0.00167123773202981,3e-06,6.5e-05,1.7e-05,4e-06,4.15530768680767e-06,2.13289340950825e-06,2.62123308036634e-06,0.00398067833222638,2.3e-05,7.75749266762371e-06,1.3089644353539e-06,1.6e-05,6.05884556459638e-07,7.56086875100028e-07,2.22590196833945e-08,0.000161,5.46009871509126e-05,3.09069672701858e-07,2e-06,4.4e-05,8e-05,7e-06,0.000124,2.74896573145683e-05,0.000191,0.000546960422178146,3.31974704415508e-06,3e-06,6.6684449715962e-07,1.15208418052215e-05,4e-06,0.001716,1e-06,9.00111131564421e-07,4.76904932672297e-07,5.2e-05,2.13064679858618e-06,3.19296451559375e-07,1e-05,3.1e-05,1e-06,1.5e-05,2.00476709557621e-06,8.9e-05,0.000596,0.0227372540839089
0.507,0.00255,0.223,0.0219,0.00945465629583842,0.0013,0.00201882644469575,0.0224,0.0699475424536109,0.0866,0.000874,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.00037,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,2.7e-06,0.000249,0.00167123773202981,0.000194,0.000196,1.34782795392636e-05,5.52e-05,4.15530768680767e-06,2.13289340950825e-06,6.5e-06,0.00398067833222638,1.41e-05,3.05e-05,1.3089644353539e-06,9.76486277427146e-06,6.05884556459638e-07,7.56086875100028e-07,2.22590196833945e-08,0.000136,5.46009871509126e-05,3.09069672701858e-07,4.203306130714e-06,3e-05,7.11e-05,4.42562150940095e-06,0.000147,1.25e-05,0.000186,0.000546960422178146,3.31974704415508e-06,1.37148695570758e-06,6.6684449715962e-07,1.15208418052215e-05,2.06405971588609e-06,0.00167,2.02037998773811e-06,9.00111131564421e-07,4.76904932672297e-07,5.15e-05,2.13064679858618e-06,3.19296451559375e-07,1.66e-05,2.81785398688409e-05,7.03793773397355e-06,2.21e-05,2.00476709557621e-06,8.7e-05,0.000569,0.0423827441181757
0.5181,0.0035,0.2251,0.0267,0.00945465629583842,0.0015,0.0027,0.0228,0.0696,0.0905,0.00041,1.4e-07,2.47e-05,8.5e-05,0.000427,9e-06,1.05e-06,3.53250422115441e-06,1.9e-07,0.000286,0.00167123773202981,1.7e-06,2.7e-05,1.31e-05,4e-06,4.3e-06,2.1e-06,2.8e-06,0.00398067833222638,2.3e-05,6.2e-06,8e-07,9.9e-06,7e-07,8e-07,2e-08,0.0001756,5.62e-05,3e-07,4.6e-06,4.4e-05,0.0001014,2.7e-06,0.0001225,3.08e-05,0.000198,0.0017,2.91e-06,1.37148695570758e-06,6.6684449715962e-07,1.23e-05,1.6e-06,0.001792,1.8e-06,9e-07,4.76904932672297e-07,6.2e-05,2.1e-06,3e-07,1.34e-05,2.65e-05,7e-06,2.5e-05,2.1e-06,9.4e-05,0.000636,0.0179318648992987
0.51,0.0033,0.2235,0.02522,0.00945465629583842,0.0014,0.0026,0.0222,0.0704,0.0946,4e-04,2.60810053327138e-07,2.29e-05,6.07883658571231e-05,0.0003542,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.0002623,0.00167123773202981,2.21495443888573e-06,3.6e-05,1.9e-05,6.7e-06,4.15530768680767e-06,2.13289340950825e-06,2.62123308036634e-06,0.00398067833222638,2.13e-05,7.75749266762371e-06,1.3089644353539e-06,9.76486277427146e-06,6.05884556459638e-07,7.56086875100028e-07,2.22590196833945e-08,0.0001533,5.46009871509126e-05,3.09069672701858e-07,4.203306130714e-06,3.76e-05,8.8772742137406e-05,4.42562150940095e-06,0.0001102,2.74896573145683e-05,0.0001831,0.000546960422178146,4.2e-06,1.37148695570758e-06,6.6684449715962e-07,1.15208418052215e-05,2.06405971588609e-06,0.0016909,2.02037998773811e-06,9.00111131564421e-07,4.76904932672297e-07,6.34e-05,2.13064679858618e-06,3.19296451559375e-07,1.89e-05,2.1e-05,7.03793773397355e-06,2.2e-05,2.00476709557621e-06,7.91e-05,0.000536,0.0267685622140734
0.524514511098793,0.00347827598749803,0.238685795269654,0.0241161788996518,0.0116371705162591,0.00129246872542282,0.00374865450247154,0.0224027912406622,0.0684067546857885,0.0907402181020985,0.00038012064556714,1.71338765898964e-07,2.27197184377007e-05,6.07883658571231e-05,0.000346044883266462,9.33053476031292e-06,9.33944833772963e-07,3.53250422115441e-06,1.50540418593309e-07,0.000243637782723382,0.00167123773202981,1.3400078049786e-06,3.55552699177618e-05,1.1330147294128e-05,3.213839857469e-06,3.37032266100678e-06,1.68367573426727e-06,2.0808251280562e-06,0.00398067833222638,2.41359868494667e-05,9.52960465595276e-06,1.6450502321282e-06,7.56762722678601e-06,6.05884556459638e-07,6.03152071863982e-07,1.70348368408218e-08,0.00014380571565624,4.89949638671776e-05,2.65426527519782e-07,4.16660224356612e-06,3.72290416771216e-05,8.27378063768752e-05,1.8302545628976e-06,0.000119323089685012,2.54631194870656e-05,0.000153016412320173,0.00119342897634827,2.74637224183714e-06,4.4340095660674e-06,1.59553035759093e-06,9.15820559692321e-06,1.31524786770996e-06,0.00158671581992329,1.83817774282356e-06,8.01231570013072e-07,8.31933892226181e-08,5.17086529918202e-05,1.85006251271251e-06,2.64436130029036e-07,1.21818891361691e-05,2.43043544228934e-05,5.28872260058072e-06,2.19075924952894e-05,1.72824362135082e-06,8.56792869243892e-05,0.000531288829935492,1.11022302462516e-16
0.529475890742451,0.00345653685216525,0.228479072443555,0.0267782280271193,0.00945465629583842,0.0014203585340794,0.00217523439834537,0.0238878480731535,0.0703027811483496,0.0929987199621358,0.000357572777810199,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000435245531212303,8.54201635879919e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000290488151662141,0.00167123773202981,1.47002141988637e-06,3.9511791948027e-05,1.19687554794803e-05,5.7170236853051e-06,3.92336797875079e-06,2.11563893537701e-06,2.46327913602581e-06,0.00398067833222638,2.30038487057894e-05,7.36003967659325e-06,1.3089644353539e-06,9.52534149777724e-06,6.05884556459638e-07,7.25078132781792e-07,2.22590196833945e-08,0.000159149683857023,5.46009871509126e-05,2.97977314841832e-07,4.17168240778565e-06,3.59459967470863e-05,8.72378252085271e-05,4.42562150940095e-06,0.000111433583173684,2.81091933667462e-05,0.0001797895791984,0.00129888311539555,3.31974704415508e-06,1.37148695570758e-06,6.6684449715962e-07,1.08165765287585e-05,1.30116760814267e-06,0.00178677130556324,1.73820100324402e-06,8.54201635879919e-07,4.76904932672297e-07,5.74599588786666e-05,6.25752361167848e-07,2.88044737680438e-07,1.25746426863253e-05,3.71478385836151e-05,7.03793773397355e-06,2.26860062366248e-05,2.00638058660167e-06,9.9425097385558e-05,0.000617905625210346,3.82727394221405e-09
0.5261,0.0035,0.2293,0.024,0.00945465629583842,0.0014,0.002,0.0238,0.0682,0.0906,2e-04,2.60810053327138e-07,2.26200303427732e-05,4.03e-05,0.000438,8.43e-06,1.07186408662396e-06,3.53250422115441e-06,1.2e-07,0.000306,0.00167123773202981,1.75e-06,6.46e-05,1.41e-05,3.41e-06,4.27e-06,2.26e-06,2.59e-06,0.00398067833222638,2.33e-05,1.01e-05,1.25e-06,1.11e-05,6.05884556459638e-07,7.5e-07,2.22590196833945e-08,0.000172,5.81e-05,3.1e-07,3.52e-06,4.9e-05,0.000105,3.4e-06,0.00013,3.28e-05,0.000201,0.000546960422178146,3.31974704415508e-06,1e-06,6.6684449715962e-07,1.19e-05,2.06405971588609e-06,0.001783,2.43e-06,1.02e-06,4.76904932672297e-07,6.88e-05,2.13064679858618e-06,3.2e-07,1.45e-05,3.02e-05,7.03793773397355e-06,2.66e-05,2.1e-06,9.05e-05,0.000636,0.0108468277247248
0.51677,0.00348,0.22433,0.02637,0.00945465629583842,0.0014,0.00217,0.02303,0.0689,0.09077,4e-04,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.0003914,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.0002758,0.001639,2.126e-06,3.742e-05,1.34782795392636e-05,5.7170236853051e-06,3.817e-06,1.942e-06,2.325e-06,0.003809,2.2e-05,6.467e-06,1.3089644353539e-06,9.007e-06,6.05884556459638e-07,7e-07,2.22590196833945e-08,0.0001561,5.313e-05,2.88e-07,4.203306130714e-06,4.184e-05,8.448e-05,4.42562150940095e-06,0.000141,2.685e-05,0.00019,0.001692,3.31974704415508e-06,5.678e-06,6.6684449715962e-07,1.06e-05,2.06405971588609e-06,0.001608,1.808e-06,7.403e-07,4.76904932672297e-07,5.529e-05,2.13064679858618e-06,2.735e-07,1.082e-05,2.619e-05,7.03793773397355e-06,2.35e-05,1.923e-06,8.35e-05,0.000554,0.0218141009905319
0.5256,0.003395,0.23018,0.02585,0.00945465629583842,0.00142,0.00232,0.02353,0.07047,0.09384,0.000477,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.00041605,7.77e-06,1.09e-06,3.53250422115441e-06,3.91319565003037e-07,0.00021775,0.00167123773202981,1.04e-06,4.38e-05,1.22e-05,6.2e-06,4.09e-06,2.2e-06,2.43e-06,0.00398067833222638,2.71e-05,7.04e-06,1.3089644353539e-06,1.118e-05,6.05884556459638e-07,7e-07,2.22590196833945e-08,0.00014911,5.179e-05,3e-07,3.67e-06,3.55e-05,8.229e-05,1.55e-06,0.00011557,2.515e-05,0.0001932,0.000546960422178146,2.73e-06,1.37148695570758e-06,6.6684449715962e-07,1.006e-05,1.65e-06,0.0016931,1.83e-06,9.1e-07,4.76904932672297e-07,4.89e-05,2.13064679858618e-06,2.9e-07,1.32e-05,3.705e-05,6.86e-06,2.368e-05,2.08e-06,8.16e-05,0.00060408,0.00322350119649217
0.5208,0.0034,0.2232,0.0267,0.00945465629583842,0.00141,1e-04,0.0236,0.0713,0.0942,0.00034,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.005198,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000399,0.00167123773202981,1.7e-05,0.000233,2e-05,0.000109,4.15530768680767e-06,2.13289340950825e-06,2.62123308036634e-06,0.00398067833222638,2.3e-05,7.75749266762371e-06,1.3089644353539e-06,3.1e-05,6.05884556459638e-07,7.56086875100028e-07,2.22590196833945e-08,0.000237,5.46009871509126e-05,3.09069672701858e-07,2.9e-05,2.2e-05,0.000191,0.000158,0.000231,2.74896573145683e-05,0.000652,0.000546960422178146,3.31974704415508e-06,1.37148695570758e-06,6.6684449715962e-07,4e-05,2.06405971588609e-06,0.00076,2.02037998773811e-06,9.00111131564421e-07,4.76904932672297e-07,0.000123,2.13064679858618e-06,3.19296451559375e-07,1.2e-05,0.000168,7.03793773397355e-06,4.9e-05,2.00476709557621e-06,0.000103,0.000889,0.00938162476548243
0.52324654349938,0.0033343654569582,0.227134984262048,0.0280683898167824,0.00945465629583842,0.00136360617195007,0.00258786572778845,0.0223850385453701,0.078034105022544,0.0929840062653835,0.000268739902501108,1.85131932834097e-07,2.32708848906515e-05,5.26531142307727e-05,5.38276071379998e-05,8.04029974964427e-06,1.08093160783779e-06,3.53250422115441e-06,2.5480524088994e-07,0.000287681088962575,0.00167123773202981,1.53281277722854e-06,3.83203194307136e-05,8.53000357197963e-06,3.6031053594593e-06,4.22518846710076e-06,2.10512923625868e-06,2.5102297559548e-06,0.00398067833222638,1.94189462881356e-05,6.2417330688313e-06,1.3089644353539e-06,8.09205706420004e-06,6.05884556459638e-07,7.88303714003251e-07,2.22590196833945e-08,0.000161327549470332,5.7351085859681e-05,3.28459880834688e-07,4.04105186723889e-06,3.92698670862175e-05,8.89927210467559e-05,1.68211272306249e-06,0.000126387380813299,2.88865535199525e-05,0.000179060401703516,0.00192298330234126,2.69834768770557e-06,1.37148695570758e-06,2.18973253889792e-07,1.13278845569078e-05,1.77169269056286e-06,0.00168890089393308,2.59781905751071e-06,8.24135701003399e-07,4.76904932672297e-07,5.43153202943907e-05,1.48901812645059e-06,3.08553221390161e-07,1.24974007992738e-05,2.70730568445561e-05,6.92950815263969e-06,2.35694847823194e-05,2.15788188378668e-06,9.73435646837348e-05,0.000411769250610032,0
0.5262,0.0035,0.2271,0.0265,0.0113,0.0014,0.0031,0.023,0.0693,0.0925,4e-04,3.5e-07,2.213e-05,6.07883658571231e-05,0.0004314,8.83e-06,9.4e-07,3.53250422115441e-06,2.7e-07,0.0003016,0.001884,2.01e-06,4.886e-05,1.258e-05,5.12e-06,4.26e-06,2.13e-06,2.71e-06,0.003611,2.167e-05,6.82e-06,9.5e-07,1.072e-05,6.05884556459638e-07,7.7e-07,2.22590196833945e-08,0.0001711,5.46009871509126e-05,3.1e-07,4.72e-06,4.133e-05,0.0001026,7.14e-06,0.0001236,2.914e-05,0.0001961,0.001802,3.08e-06,1.37148695570758e-06,6.6684449715962e-07,1.142e-05,1.76e-06,0.001788,1.77e-06,8.5e-07,4.76904932672297e-07,6.381e-05,2.13064679858618e-06,3.19296451559375e-07,1.345e-05,2.802e-05,6.8e-06,2.401e-05,2.17e-06,9.935e-05,0.0006168,0.00405703481955899
0.514668529722408,0.00353177185641617,0.219,0.0269,0.00945465629583842,0.00144,0.0024,0.0231,0.0712,0.0947,0.00038012064556714,2.60810053327138e-07,2.26200303427732e-05,6.07883658571231e-05,0.000425,8.10553990510511e-06,1.2e-06,3.53250422115441e-06,3.91319565003037e-07,0.000296,0.00167123773202981,1.7e-06,4.39806384446969e-05,1.22e-05,4.5e-06,4.2e-06,2.1e-06,2.6e-06,0.00398067833222638,2.3e-05,7.6e-06,1.3089644353539e-06,9.76486277427146e-06,6.05884556459638e-07,7.8e-07,2.22590196833945e-08,0.000163,5.5e-05,3.1e-07,4.3e-06,4.2e-05,9e-05,2.4e-06,0.000141,2.92e-05,0.000191,0.000546960422178146,2.8e-06,1.37148695570758e-06,6.6684449715962e-07,1.14e-05,1.6e-06,0.00175,2.02037998773811e-06,8.2e-07,4e-08,6.3e-05,2.4e-06,3.1e-07,1.5e-05,2.9e-05,7.03793773397355e-06,2.50456321676318e-05,2.1e-06,9.5e-05,0.000552885676193206,0.0228130758566257
0.5138,0.0035,0.2248,0.0262,0.0085,0.00135,0.0022,0.0227,0.0701,0.0907,4e-04,2.60810053327138e-07,2.4e-05,6.07883658571231e-05,0.000402,8.10553990510511e-06,1.07186408662396e-06,3.53250422115441e-06,3.91319565003037e-07,0.000318,0.00167123773202981,2.21495443888573e-06,3.5e-05,1.34782795392636e-05,5.7170236853051e-06,4.15530768680767e-06,2.13289340950825e-06,2.62123308036634e-06,0.00398067833222638,2e-05,7.75749266762371e-06,1.3089644353539e-06,9.76486277427146e-06,6.05884556459638e-07,7.56086875100028e-07,2.22590196833945e-08,0.000183,5.46009871509126e-05,3.09069672701858e-07,4.203306130714e-06,4.1e-05,9.1e-05,4.42562150940095e-06,0.000114,2.74896573145683e-05,0.000182,0.000546960422178146,3.31974704415508e-06,1.37148695570758e-06,6.6684449715962e-07,1.15208418052215e-05,2.06405971588609e-06,0.001729,2.02037998773811e-06,9.00111131564421e-07,4.76904932672297e-07,6.1e-05,2.13064679858618e-06,3.19296451559375e-07,1.4e-05,2.6e-05,7.03793773397355e-06,2.3e-05,2.00476709557621e-06,9.4e-05,0.000611,0.0253335762017806
