"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Sm","Sn","Sr","Ta","Tb","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.615511627131904,0.00727846871995257,0.144986319494916,0.0560704466143209,0.0445065243489757,0.00137017902471737,0.0217673830877086,0.0438262936274848,0.0347889426133915,0.0262374706860774,0.00177831745761191,0,2.07438360666028e-06,3.71727559863647e-05,0.00035080470065459,2.48725995218438e-06,3.55913036773056e-07,1.51469879353573e-06,3.20317390391791e-07,6.00546551259104e-05,0.000208308637968097,1.26328562562595e-05,4.1202546558877e-05,2.9602718056674e-06,2.29334928959787e-05,7.08005657955129e-06,4.75892848951672e-06,1.60057939091304e-06,0.000223691839296469,1.81718778455425e-05,7.12000620443058e-06,1.67118411597478e-06,5.61345155962449e-06,1.54452577837505e-06,2.47798334257397e-05,3.19901025621253e-05,6.72409968610096e-07,1.8242535695382e-06,1.00091091876517e-05,2.33221961654021e-05,2.13786798182853e-05,1.42622790362897e-05,6.92741733862001e-06,9.91193337029589e-05,8.3985628383234e-05,3.46666781715367e-07,2.42939543389605e-05,6.67218748703633e-06,2.35816188944667e-06,8.84299937938163e-05,1.14484417679233e-06,1.20439908611474e-06,7.63342569291093e-06,4.38322604097104e-07,6.94042016273132e-07,2.145194259004e-06,7.12298741218322e-05,2.47184075232294e-06,5.05314250250379e-05,2.42939543389605e-05,6.55936767151934e-05,0.000195323392885243,8.7565452422389e-07
0.614173762569793,0.00766746637847877,0.144711295826732,0.0569721868881903,0.0451312894429447,0.00135879151011016,0.0223230033803812,0.0430931021777794,0.0346491835078091,0.0263993779107117,0.00164996111941948,0,2.07438360666028e-06,3.71727559863647e-05,0.000351344661899913,1.59172719755762e-06,8.73508827927961e-08,1.51469879353573e-06,3.20317390391791e-07,5.01782293376395e-05,9.89976671651689e-05,1.28114628096101e-05,4.47430632971989e-05,1.9411307287288e-06,2.53317560099109e-05,7.67717203212241e-06,4.72665332445463e-06,1.56261023662669e-06,0.000387255580381396,1.68878373399406e-05,7.02689323799826e-06,1.67118411597478e-06,4.90135509004023e-06,1.60143285120126e-06,2.21288903075083e-05,3.52315227264278e-05,6.40573140480505e-07,1.8242535695382e-06,1.23261801274279e-05,2.55258690827838e-05,1.95083638237245e-05,1.17438409088093e-05,6.28926356108132e-06,0.000101909363258262,8.3985628383234e-05,3.46666781715367e-07,1.6984893876377e-05,6.22132398557581e-06,2.35816188944667e-06,8.7544995865669e-05,1.08703320808813e-06,1.16467843723728e-06,7.83246249042072e-06,4.65871374894913e-07,6.89101408698725e-07,2.09642118702711e-06,7.98775294871902e-05,2.47184075232294e-06,3.76579361373388e-05,4.42577806150167e-06,7.57040984204233e-05,0.000161113850484491,1.05918329662558e-09
0.615993674267185,0.00746482734003357,0.14444925632013,0.0570041360511654,0.0444011808017581,0.00135724133455156,0.022200590400879,0.0432378310864282,0.0341249249830106,0.0258845311660904,0.00170857302431468,0,2.07438360666028e-06,3.71727559863647e-05,0.000338340875541781,0.000140571423935697,3.55913036773056e-07,1.51469879353573e-06,3.20317390391791e-07,1.26029552494073e-05,0.000208308637968097,2.22975362104899e-05,3.87783238443302e-05,0.000194861077317759,3.49004914598972e-05,7.08005657955129e-06,8.7251228649743e-06,1.60057939091304e-06,0.000223691839296469,1.74502457299486e-05,3.87783238443302e-06,1.67118411597478e-06,2.42364524027064e-05,9.69458096108255e-07,2.47172703608448e-05,2.22975362104899e-05,6.72409968610096e-07,4.84729048054128e-06,1.84197038260569e-05,5.13812790937375e-05,1.16334971532991e-05,1.35724133455156e-05,6.92741733862001e-06,9.98541838991503e-05,8.3985628383234e-05,3.46666781715367e-07,1.74502457299486e-05,8.7251228649743e-06,2.35816188944667e-06,7.65871895925522e-05,4.84729048054128e-06,1.20439908611474e-06,7.75566476886604e-06,4.38322604097104e-07,6.94042016273132e-07,4.84729048054128e-06,8.43428543614182e-05,2.47184075232294e-06,5.42896533820623e-05,4.84729048054128e-06,6.10758600548201e-05,0.000180319205876135,9.21331988257279e-07
0.620147106546075,0.0057893479883257,0.140808718021142,0.0552441172445317,0.043877122756335,0.00141299340732017,0.0207042783989275,0.0486697729188059,0.033558593423854,0.0254142564233281,0.00151111794949518,5.88747253050071e-08,2.07438360666028e-06,2.4531135543753e-05,0.000343435897612541,2.94373626525036e-06,3.55913036773056e-07,1.51469879353573e-06,3.20317390391791e-07,5.88747253050071e-05,0.000208308637968097,1.47186813262518e-05,7.84996337400095e-05,2.9602718056674e-06,3.43435897612541e-05,7.08005657955129e-06,4.75892848951672e-06,1.60057939091304e-06,0.000511228864731812,1.76624175915021e-05,7.12000620443058e-06,1.67118411597478e-06,5.61345155962449e-06,1.54452577837505e-06,3.92498168700047e-05,3.23810989177539e-05,6.72409968610096e-07,9.81245421750118e-07,1.17749450610014e-05,2.74348247032646e-05,4.90622710875059e-05,9.81245421750118e-06,6.92741733862001e-06,9.71432967532617e-05,0.000180549157602022,3.46666781715367e-07,2.4531135543753e-05,6.67218748703633e-06,3.13998534960038e-06,9.71432967532617e-05,1.14484417679233e-06,1.20439908611474e-06,7.84996337400095e-06,4.38322604097104e-07,6.94042016273132e-07,2.145194259004e-06,9.81245421750118e-05,2.47184075232294e-06,4.80810256657558e-05,4.90622710875059e-06,6.77059341007582e-05,0.000209005274832775,0.000499760590529696
0.620497501615961,0.0081690694700936,0.143545012578559,0.0557959170744431,0.0424088056222562,0.00133871114521869,0.0231587256508634,0.041236211918415,0.0341029335533812,0.0258947776264929,0.00162208795698031,0,1.14327886124516e-06,3.71727559863647e-05,0.000376207146649047,2.44290354966914e-06,3.55913036773056e-07,1.51469879353573e-06,3.20317390391791e-07,5.52096202225225e-05,0.000208308637968097,1.36802598781472e-05,6.59583958410667e-05,2.9602718056674e-06,3.02920040158973e-05,8.08112494230551e-06,4.13339280604018e-06,1.53414342919222e-06,0.000576525237721916,1.61737279267271e-05,7.90523588672933e-06,1.67118411597478e-06,5.61345155962449e-06,1.32893953102001e-06,2.31587256508634e-05,3.22463268556326e-05,7.33848226320609e-07,1.8242535695382e-06,1.26074029839335e-05,2.90216941700694e-05,1.75889055576178e-05,1.66117441377501e-05,7.8759210441333e-06,9.2928051029414e-05,5.3743878092721e-05,8.79445277880889e-08,1.7869026662542e-05,5.39393103766946e-06,2.35816188944667e-06,9.86933034066332e-05,1.14484417679233e-06,1.0846491760531e-06,7.63342569291093e-06,4.38322604097104e-07,8.12021139910021e-07,2.145194259004e-06,6.88898801006697e-05,2.47184075232294e-06,4.30928186161636e-05,4.81740579994754e-06,7.63163068916638e-05,0.000186260552275466,3.86276509123373e-06
0.618098942707938,0.00794461612765295,0.141324375342033,0.0567054296089234,0.043877122756335,0.00135663592351813,0.0219599340137827,0.0431390703737421,0.0357214926624199,0.0260591216963555,0.00162991510235632,0,1.22975630477183e-06,3.71727559863647e-05,0.000347454955951407,1.79583460379379e-06,3.55913036773056e-07,1.51469879353573e-06,3.20317390391791e-07,5.61198313685559e-05,0.000218623343070548,1.31759604082696e-05,5.85598240367539e-05,2.0398338706136e-06,2.84015146578257e-05,7.86653636227061e-06,4.93854516043292e-06,1.57135527831956e-06,0.000223691839296469,1.85439442783054e-05,8.34477492523744e-06,1.60063519033794e-06,5.91454222771215e-06,1.73727477975703e-06,2.5473523455988e-05,3.19901025621253e-05,6.92957917768255e-07,2.13743357734152e-06,1.24927624611742e-05,2.76207170040023e-05,1.92271422254009e-05,1.45423563024606e-05,6.94909911902814e-06,9.95517008624817e-05,8.3985628383234e-05,3.46666781715367e-07,2.12767360666873e-05,7.01741891373768e-06,1.6494350437019e-06,0.000100527697929761,8.78397360551309e-07,1.34687595284534e-06,8.04221583438088e-06,4.38322604097104e-07,7.51517741805009e-07,2.0300738999408e-06,8.27645513052789e-05,2.47184075232294e-06,5.12398460321597e-05,5.01662492581525e-06,7.41757771132217e-05,0.000198127404657684,0.000259604871178154
0.622536240845833,0.00759903392581768,0.142238327329408,0.0574798720029799,0.0435483098056475,0.0013639291661724,0.0233816428486698,0.0438405803412559,0.0292270535608372,0.0248429955267117,0.00175362321365023,0,2.07438360666028e-06,4.09178749851721e-05,0.000325394529643988,2.48725995218438e-06,3.55913036773056e-07,1.51469879353573e-06,3.20317390391791e-07,5.84541071216745e-05,0.000302012886795318,1.46135267804186e-05,5.55314017655908e-05,2.92270535608372e-06,2.92270535608372e-05,9.06038660385955e-06,5.35829315282016e-06,1.94847023738915e-06,0.00045789050578645,1.75362321365023e-05,8.67069255638172e-06,1.94847023738915e-06,5.26086964095071e-06,1.85104672551969e-06,2.63043482047535e-05,3.02012886795318e-05,7.7938809495566e-07,6.81964583086202e-07,9.74235118694575e-06,3.02012886795318e-05,3.11755237982264e-05,1.42622790362897e-05,7.01449285460094e-06,8.76811606825117e-05,8.3985628383234e-05,3.46666781715367e-07,1.7869026662542e-05,7.69645743768714e-06,2.92270535608372e-06,9.74235118694575e-05,5.84541071216745e-07,1.46135267804186e-06,9.74235118694575e-06,4.38322604097104e-07,7.7938809495566e-07,2.63043482047535e-06,8.28099850890389e-05,2.47184075232294e-06,4.48148154599504e-05,5.26086964095071e-06,7.20933987833985e-05,0.000171465380890245,1.99043787896258e-07
0.609046477139735,0.00728524494186286,0.147647630821754,0.059447598725601,0.043877122756335,0.00155418558759741,0.0284610235728776,0.0398260056821836,0.0323464875418711,0.0269068379852802,0.00165132218682225,6.41101554883932e-06,1.94273198449676e-06,3.71727559863647e-05,0.000380775468961366,2.48725995218438e-06,3.55913036773056e-07,1.51469879353573e-06,2.33127838139612e-06,5.1589325576282e-05,0.000208308637968097,1.01022063193832e-05,3.61348149116398e-05,2.9602718056674e-06,2.52555157984579e-05,7.08005657955129e-06,4.75892848951672e-06,1.60057939091304e-06,0.000223691839296469,1.65132218682225e-05,7.12000620443058e-06,1.67118411597478e-06,5.61345155962449e-06,1.54452577837505e-06,2.47172703608448e-05,3.19901025621253e-05,6.72409968610096e-07,1.94273198449676e-06,1.16563919069806e-05,2.74348247032646e-05,2.15643250279141e-05,1.45704898837257e-05,6.92741733862001e-06,0.000101313472991506,5.80876863364532e-05,3.46666781715367e-07,1.7869026662542e-05,6.67218748703633e-06,2.35816188944667e-06,0.000100050697201583,1.14484417679233e-06,1.20439908611474e-06,7.77092793798705e-06,4.38322604097104e-07,6.94042016273132e-07,2.42841498062095e-06,9.81079652170866e-05,2.47184075232294e-06,4.27401036589288e-05,4.0003760887796e-06,7.71264597845215e-05,0.000197381569624871,4.9444240756924e-05
0.610519015438292,0.0078296453848166,0.142093564391116,0.0606072550158026,0.043877122756335,0.00135327204182015,0.0223289886900325,0.0437880167817521,0.0360550336856369,0.0280320637234175,0.00164325890792447,0,2.07438360666028e-06,3.71727559863647e-05,0.000355717222421297,2.48725995218438e-06,3.55913036773056e-07,1.51469879353573e-06,3.20317390391791e-07,5.1589325576282e-05,0.000208308637968097,1.80758479871692e-05,5.76107240660579e-05,2.9602718056674e-06,2.16523526691224e-05,7.08005657955129e-06,4.75892848951672e-06,1.60057939091304e-06,0.000223691839296469,1.64325890792447e-05,7.12000620443058e-06,1.67118411597478e-06,5.61345155962449e-06,1.54452577837505e-06,2.22323264013311e-05,3.19901025621253e-05,6.72409968610096e-07,1.8242535695382e-06,1.31460712633958e-05,2.59054933719858e-05,1.9139133162885e-05,1.21794483763814e-05,6.92741733862001e-06,9.39557446177992e-05,8.3985628383234e-05,3.46666781715367e-07,1.93324577402879e-05,6.67218748703633e-06,2.35816188944667e-06,9.59856526805294e-05,1.14484417679233e-06,1.20439908611474e-06,1.00528780249497e-05,4.38322604097104e-07,6.94042016273132e-07,2.12657035143167e-06,7.04668084633494e-05,2.47184075232294e-06,4.99744032586442e-05,4.0003760887796e-06,6.78569266684105e-05,0.000195934459197818,3.91285016609899e-07
0.6115,0.0076,0.143,0.0567,0.043877122756335,0.00136,0.023,0.0442,0.0365,0.026,0.0017,0,2.07438360666028e-06,3.71727559863647e-05,0.000429,2.48725995218438e-06,3.55913036773056e-07,1.51469879353573e-06,3.20317390391791e-07,5.33e-05,0.000208308637968097,1.3e-05,5.4e-05,2.9602718056674e-06,2.8e-05,7.8e-06,5.4e-06,1.54e-06,0.000223691839296469,1.7e-05,7.2e-06,1.67118411597478e-06,5e-06,1.5e-06,2.43e-05,3.19901025621253e-05,8e-07,1.8242535695382e-06,1.1e-05,2.66e-05,2.3e-05,1.5e-05,6.3e-06,9.6e-05,8.3985628383234e-05,3.46666781715367e-07,1.827e-05,6.9e-06,2.35816188944667e-06,9.1e-05,1.14484417679233e-06,1.4e-06,7.3e-06,4.38322604097104e-07,6.94042016273132e-07,3e-06,7.4e-05,2.47184075232294e-06,4.4e-05,4.62e-06,6.8e-05,0.000193,0.00261983611897731
