"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","Ag","As","Au","B","Ba","Be","Bi","Br","C(org)","C(tot)","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"30","U36","*","*","*","7.93","*","0.105","3.56","3.32","*","*","*","*","*","*","*","7.23","*","*","5326.1","*","*","*","*","*","*","504.1","*","19.7","379.6","11.21","107.8","11.73","3.84","8.48","*","26.33","30.88","*","23.56","*","1.805","*","*","*","234.5","*","0.45","*","*","28.93","233.4","224.4","*","250.3","*","60.4","*","649.9","*","*","*","*","*","15.57","*","42.41","*","774.3","1.426","3.43","*","131.7","*","0.499","12.68","150.2","*","50.66","3","94.3","959.9"
"31","U37","55.14","0.8","12.88","7.71","*","0.1","3.35","3.13","1.75","10.4","0.7","0.1","2.57","2.38","*","*","*","*","*","*","*","*","0.15","0.7","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"32","U38","55.26","0.81","12.85","7.85","3","0.104","3.295","3.18","1.72","10.53","0.74","0.7","*","2.5","*","4.1967","*","41","5038.018","20.68","0.7804","*","1724","6823","0.193","477.6192","145","20.6164","353.9348","10.2164","108.223","12.2005","3.9717","8.9467","3914","23.7258","25.8262","2.506","22.3441","*","1.8269","*","0.1002","*","211.0334","30","0.4363","36.3492","*","25.0335","222.0433","234.1806","*","245.2374","*","57.1919","*","621.9423","*","*","*","1722","0.1881","16.23","0.15","41.2772","10.595","798.6623","1.5354","2.7778","*","125.9158","*","0.4575","13.6072","146.7746","4.445","49.0277","2.9053","123.6195","945.9698"
"33","U39","55.66","0.8","13.12","7.77","*","0.1","3.32","3.14","1.65","10.4","0.723","0.15","*","2.06","*","8.51","*","*","4933","26","*","*","*","*","0.78","509","*","23","393","10.1","102","11.8","4.5","8.96","*","20","24.86","*","16.4","*","1.716","*","*","*","229","28.8","0.448","*","*","21","209","218","*","290","*","52.9","*","633","*","*","*","*","*","12","*","38.43","*","741","0.85","2.85","*","*","*","0.475","14.3","200","*","49","2.94","108","967"
"34","U39.1","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","3.4","*","*","*","*","*","*","*","*"
"35","U40","56.38","0.74","12.92","7.36","*","0.094","3.25","2.98","1.67","10.7","0.713","*","*","2.41","*","*","*","*","5820","*","*","*","*","6940","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","1930","*","*","*","*","*","880","*","*","*","*","*","*","*","*","*","*","*","*","*"
"36","U41","56.2","0.82","13.06","7.84","2.94","0.1","3.4","3.2","1.74","10.52","0.74","0.39","*","2.24","0.15","4.07","*","38.6","4610","21.3","0.87","*","*","*","0.12","433","*","19.5","290","11.1","122","13.3","4.88","9.69","*","21.5","30.3","1.67","25.4","0.017","2.17","*","*","*","224","27.5","0.54","36.3","*","27","231","200","*","259","*","64.1","*","746","*","*","*","*","*","15.4","*","43.5","9.94","668","1.47","3.58","*","138","3.59","0.6","12.7","156","2.85","50.4","3.54","116","954"
"37","U43","55.08","0.8","13.23","7.87","*","0.09","3.24","3.04","1.71","10.38","0.73","0.18","*","2.56","*","*","*","*","*","*","*","*","*","0.68","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"38","U44","54.05","0.73","13.06","7.42","*","0.1","3.59","2.79","1.7","10.29","0.73","*","*","2.05","*","5","*","83","4508","20","3","*","*","*","*","*","*","20","290","*","117","*","*","*","*","*","*","*","*","*","*","*","*","*","*","28","*","38","*","*","*","193","*","224","*","*","*","*","*","*","*","*","*","*","*","*","*","842","*","*","*","*","*","*","*","139","*","31","*","80","*"
"39","U45","57.79","0.71","12.75","6.11","*","0.08","3.53","3.02","1.47","10.01","0.69","*","*","0.32","*","*","*","*","5330","20.38","*","*","*","*","*","820.1","*","50","137","*","85","12.76","3.95","9.3","*","24","27.78","1.57","23.3","*","1.76","*","*","*","225.3","*","0.48","36.8","*","19","230.1","159","*","184","*","60.24","*","560","*","*","*","*","*","20","*","41.66","6.17","675","1.32","3.3","*","16","*","0.52","13.86","137","3.9","43","3.09","124","790"
"40","U47","55.35","0.809","12.95","7.759","*","0.098","3.308","3.135","1.757","10.56","0.715","*","*","2.388","*","*","*","*","5180","*","*","*","*","*","*","*","*","*","320","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","740","*","*","*","*","*","*","*","148","*","*","*","126","992"
"41","U48","55.167","0.79","12.873","7.653","*","0.1","3.313","3.183","1.71","10.37","0.7","*","*","2.405","*","*","*","*","4718","*","*","*","*","6797","*","410.8","215","17.69","276.6","*","103.5","11.06","3.746","8.039","3798","21","24.6","*","21.29","*","1.617","*","*","*","192.6","26.66","0.3943","*","*","23.96","200.2","137","*","309","*","50.11","*","632","*","*","*","1750","*","18.97","*","37.51","*","739","1.188","2.49","*","115.1","*","0.4419","12.37","143.1","*","45.19","2.586","109.5","864.7"
"42","U49","56.07","0.84","12.645","8.015","*","0.115","3.385","3.35","1.745","10.91","0.775","*","*","2.26","2.7","*","*","*","5499","*","0.8","*","*","5900","0.6","491.1","*","20.7","274.3","31.3","110.6","*","*","*","*","19.9","*","*","25.1","*","*","*","*","*","216.8","*","*","26.6","*","24.9","207.3","154.4","*","231.8","*","*","*","628.3","*","*","*","*","3.4","14.4","0.5","38.8","12","752.9","*","*","4.8","115","*","*","14.1","146.8","3.7","44.6","*","110.3","886.5"
"43","U50","55.58","0.81","12.94","7.86","*","0.09","3.22","3.16","1.75","10.53","1.01","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"44","U50.1","*","*","*","*","*","*","*","*","*","*","*","*","*","2.46","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"45","U51","54.99","0.81","13.05","7.75","*","0.1","3.29","3.04","1.77","10.3","0.7","*","*","2.41","*","2.6","*","*","5485","*","*","*","*","*","7","429","*","18","247","14","106","*","*","*","*","18","*","*","21","*","*","*","*","*","233","*","*","24","*","26","194","146","*","245","*","*","*","656","*","*","*","*","8","20","*","25","23","778","*","*","*","124","*","*","14.4","174","21","48","*","110","975"
"46","U52","55.504","0.803","13.074","7.772","*","0.0972","3.206","3.185","1.816","10.47","0.743","*","*","2.2","*","*","*","*","5118","*","*","*","*","*","*","423.8","*","*","226.8","*","148.7","*","*","*","*","*","*","*","*","*","*","*","*","*","192.3","*","*","*","*","24.6","125.2","156.5","*","235.4","*","35.8","*","667.6","*","*","*","998","*","35","*","*","*","780.7","*","*","*","126.5","*","*","14.9","*","*","50.1","*","118.5","934.9"
"47","U53","55.36","0.64","13.17","7.874","3.14","0.105","3.23","3.28","1.71","10.43","0.712","0.77","1.866","2.55","*","*","*","*","*","*","*","*","1719","6809","*","*","*","*","*","*","*","*","*","*","3271","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","1511","*","*","*","*","*","829","*","*","*","*","*","*","*","*","*","*","*","*","*"
"48","U53.1","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6037","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"49","U54","55.177","0.7526","12.925","7.74","3.052","0.1013","3.2859","3.1592","1.72","10.3522","0.7332","0.274","*","1.994","*","*","*","*","5293.12","22.065","0.77","*","*","7325","0.126","448.84","*","20.91","316.4","10.914","120.9","11.798","3.9227","8.409","*","21.346","24.8943","*","23.31","*","1.703","*","0.1037","*","205.499","29.45","0.4213","37.827","*","27.891","217.459","229.94","*","253.44","*","55.743","*","654.52","*","*","*","1174","0.215","16","*","39.506","9.92","778.06","1.3915","2.6173","*","*","3.6178","0.4713","13.65","157.42","3.871","47.087","2.7953","115","998.7"
"50","U55","55.02","0.753","12.64","7.679","*","0.098","3.306","2.941","1.659","10.35","0.705","*","*","2.45","*","*","*","*","4467","*","*","5","*","*","*","377","103","12","291","*","113","*","*","*","4545","18","17","*","19","*","*","*","*","*","192","*","*","36","*","16","202","231","*","205","*","*","*","660","*","*","*","792","*","15","*","*","*","670","*","*","*","129","*","*","8","179","*","58","*","107","827"
"51","U56","56.09","0.79","12.95","7.73","*","0.1","3.37","3.2","1.68","10.42","0.7","*","*","2.51","*","*","*","*","5248","*","*","*","*","*","*","*","*","16","310","*","134","*","*","*","*","17","*","*","17","*","*","*","*","*","*","*","*","*","*","20","*","214","*","212","*","*","*","633","*","*","*","*","*","15","*","*","*","788","*","*","*","117","*","*","17","167","*","46","*","104","1000"
"52","U57","56.01","0.839","13.19","7.14","3.439","0.0887","3.252","2.95","1.62","10.32","0.6937","*","*","3.24","0.214","8.803","*","*","4824","24.55","0.689","*","*","6150","0.067","400.64","*","17.3","275.6","9.963","101.37","9.916","3.383","7.764","*","28.43","26.77","4.058","17.1","*","1.525","*","0.143","*","194.17","24.22","0.384","31.18","*","25.78","212.63","216.77","*","242.97","*","51.57","*","551.4","0.011","*","*","1705","0.126","18.59","6.038","32.31","7.125","724.49","1.322","2.605","0.427","114.37","3.415","0.46","12.2","136.2","3.157","45.25","2.401","93.93","856.68"
"53","U58","*","*","*","*","*","*","*","*","*","*","*","*","*","2.54","*","23.557","*","*","3575.667","16.993","*","*","*","*","*","352.26","*","14.623","253.433","*","124.733","12.545","4.591","13.788","*","21.322","38.326","*","30.413","*","1.918","*","*","*","211.723","*","0.339","26.633","*","61.056","213.058","172.7","*","190.767","*","62.911","*","475.688","*","*","*","*","*","*","*","44.753","5.25","83.078","*","3.405","*","135.03","*","0.494","15.975","128.4","*","42.881","3.091","82.293","*"
"54","U59","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6.1","*","*","5580.6","*","*","*","*","*","*","456","*","17.8","*","11.9","114.8","*","*","*","*","17.9","*","*","*","*","*","*","*","*","249.9","*","*","28.86","*","27.37","*","*","*","262.3","*","*","*","650.33","*","*","*","*","*","17","*","*","*","764.07","*","*","*","122.4","*","*","8.3","158.8","*","44.51","*","118.03","933.1"
"55","U60","54.87","0.78","12.73","7.72","*","0.1","3.26","3.16","1.67","10.36","0.69","*","*","2.25","*","14","*","*","5450","*","*","*","*","*","*","406","*","*","309","*","115","*","*","*","*","21","*","*","*","*","*","*","*","*","237","*","*","*","*","26","*","165","*","257","*","*","*","671","*","*","*","*","*","18","*","*","*","789","*","*","*","129","*","*","12","162","*","50","*","112","892"
"56","U61","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","5508","20.2","*","*","*","*","*","465","*","*","*","10.79","100.1","12.1","4","9.29","*","*","25.5","*","23","*","1.711","*","*","*","217","28.1","0.445","*","*","19.9","223.3","*","*","258.6","*","55.7","*","631","*","*","*","*","*","21.7","*","39.1","*","795","0.99","3.09","*","146","*","0.47","13.1","*","*","47.7","2.8","*","1059"
"57","U62","55.53","0.809","12.96","7.72","*","0.099","3.23","3.16","1.69","10.31","0.711","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"58","U63","54.73","0.79","12.74","7.72","*","0.1","3.27","3.12","1.6","10.33","0.71","*","*","2.44","0.3","13.6","*","*","5222","22.9","*","*","*","*","*","488","*","21.2","339","*","116","12.5","4.31","9.13","*","*","29.7","*","*","*","1.84","*","*","*","226","25.2","0.44","35","*","*","236","230","*","*","*","60","*","*","*","*","*","*","0.21","*","20.4","42.5","*","*","*","3.01","*","155","3.98","0.52","15.4","*","*","*","3.06","108","*"
"59","U63.1","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","0.46","*","*","*","*","*","*","*","*","*","*","*","*","*","21.1","*","*","22.9","*","*","*","*","*","*","*","*","*","*","26.3","*","*","*","250","*","*","*","622","*","*","*","*","*","17.3","*","*","8.7","748","1.2","*","*","*","*","*","*","165","4.5","43.7","*","*","853"
"60","U64","55.53","0.81","12.94","7.77","3.5","0.1","3.33","3.19","1.72","10.42","0.74","0.7","1.85","2.55","*","4.2","*","*","5464","19.2","0.7","*","1100","6770","*","471","160","20.4","299","11.4","120.6","12.83","4.12","9.12","*","20","26.3","1","27","0.016","2.03","*","*","*","226","31","0.47","38","*","29","228","229","*","253.1","*","61.3","*","642","*","*","*","1550","0.2","15","*","42.08","9","786.7","1.3","3.04","*","137","3.9","0.51","14.4","152","5","50.3","3.16","101.3","1083"
"61","U65","56.16","0.69","11.86","7.49","*","0.1","5.29","3.78","1.51","9.71","0.69","*","*","2.46","0.21","10","*","*","6138","20","*","*","*","*","0.04","380","*","19","322","10.8","104","11.6","3.45","8.1","*","282","25.5","12","7.2","*","1.68","*","*","*","170","*","0.35","35.2","*","21.2","185","201","*","168","*","47.5","*","610","*","*","*","*","0.33","17.1","12.8","38.4","8.3","812","0.01","2.6","*","115","2.5","0.43","12.8","173","*","107","2.2","102","786"
"62","U66","*","*","*","*","*","*","*","*","*","*","*","*","1.209","*","*","*","*","*","*","*","*","*","*","3300","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","0.014","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","1400","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"63","U67","*","*","13","7.87","*","0.106","3.41","3.15","1.71","10.8","*","*","*","*","*","*","*","*","5220","*","0.87","*","*","*","*","484","*","21.1","*","10.5","111","11.6","3.7","8.6","*","24","26.8","*","*","*","1.73","*","*","*","219","29.8","0.4","35","*","16","223","232","*","277","*","58","*","559","*","*","*","*","0.19","*","*","41","8.2","781","*","2.8","0.33","*","4.1","0.43","13","149","2.2","*","2.8","111","*"
"64","U69","54.833","0.816","12.1","7.64","*","0.0964","3.74","3.8","1.53","10.4","0.826","*","*","2.702","*","*","*","*","5230","*","*","*","*","*","0.025","*","189","23.89","211.14","*","149.8","*","*","*","*","*","*","*","*","*","*","*","*","*","*","31.59","*","*","*","*","*","233.2","*","306","*","*","*","*","*","*","*","1180","*","*","*","*","*","838","*","*","*","*","*","*","*","57.31","*","*","*","93.83","850"
"65","U72","54.962","0.8265","13.66","7.978","*","0.102","3.425","3.35","1.806","10.479","0.7633","*","*","*","*","*","*","*","5039.6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","814.1","*","*","*","*","*","*","*","*","*","*","*","*","977.5"
"66","U74","57.46","0.63","13.36","7.38","*","0.09","3.31","3.31","1.67","10.15","0.69","*","*","2.03","*","*","*","32","5365","22.4","*","*","*","*","0.17","501","*","21.1","308","11.6","120","13","4.67","11.2","*","23.9","35.3","2.64","30.3","*","1.89","*","*","*","231","31.9","0.47","29.4","*","33.2","261","240","*","280","*","65.3","*","673","*","*","*","*","*","16.3","*","48.5","*","802","1.86","3.58","*","147","*","0.53","15.6","157","*","52.1","3.13","105","1064"
"67","U75","54.97","0.96","12.64","7.62","*","0.1","3.26","3.1","1.7","10.21","0.7","*","*","*","*","*","*","*","*","*","*","*","*","*","*","446.9","*","14.1","268.1","*","123.1","*","*","*","*","16.5","*","*","10.4","*","*","*","*","*","205","*","*","27.9","*","27","203.2","153.7","*","235.8","*","*","*","635.3","*","*","*","*","*","18.1","*","29.7","12.3","742.4","2.9","*","*","119","*","*","12.6","173.8","2.5","51.1","*","97.2","905.5"
"68","U75.1","*","*","*","*","*","*","*","*","*","*","*","*","*","2.41","*","*","*","*","5392","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","10525","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","810","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"69","U76","55.5","0.79","12.8","7.6","2.64","0.1","3.19","3.14","1.85","10.4","0.723","8.86","*","2.07","0.4","6","*","*","4800","20.2","1.94","*","0.06","0.69","0.14","492","*","21","296","9.77","132","12.1","4.17","9.85","0.39","25","31.5","1.1","7.47","*","1.94","*","0.1","*","250","33","0.58","31.2","*","26.1","*","199","*","194","*","57.7","*","626","*","*","*","0.14","1.04","15.7","*","40.7","6.2","870","0.88","3.48","0.39","139","2.7","0.6","12.2","163","2.1","49.4","3.3","140","226"
"70","U77","55.12","0.706","12.68","7.934","*","0.105","3.187","3.138","1.693","10.31","0.724","*","*","2.53","*","*","*","*","5987.8","25.8","*","*","*","*","*","489","*","24","364.3","13.83","126.02","12.73","4.19","8.48","*","22.54","27.36","*","14.5","*","1.89","*","*","*","229.6","43.1","0.4","51.84","*","31.58","227.2","273.9","*","207","*","59.9","*","695.1","*","*","*","*","*","17.62","*","41.68","*","851.6","1.59","2.93","*","122","*","*","13.67","176.6","*","61.08","2.99","121.3","616"
"71","U78","55.28","0.78","12.86","7.7","*","*","3.4","3.13","1.75","10.35","0.71","*","*","2.31","0.21","4.1","*","*","5960","22.1","0.78","*","*","*","*","503","*","22.6","299","11.25","126","13.5","4.61","9.13","*","23.1","28.7","*","25.5","*","1.93","*","0.12","*","250","31.8","0.46","36.9","*","29.4","242","248","*","272","*","59.6","*","700","*","*","*","0.19","*","15.5","*","43.6","8.5","849","*","3.1","*","133","3.85","0.5","15","165","*","51.1","3.26","116","1065"
"72","U79","55.25","*","*","*","*","*","*","*","*","*","*","*","*","2.4","*","5","*","*","*","*","*","*","*","*","*","*","*","*","*","*","108","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","55","*"
"73","U82","55.66","0.73","12.89","7.55","*","0.09","3.33","3.04","1.81","10.1","0.71","*","*","2.42","*","*","*","*","5198","23.6","*","*","*","*","*","472","*","20.6","303","10.1","115","12.7","4.33","9","*","25.6","29.3","2.2","24.2","*","1.83","*","*","*","216","33.4","0.45","*","*","30.4","233","229","*","269","*","58.2","*","633","*","*","*","*","*","16.7","*","41.1","*","794","1.49","3.01","*","127","*","0.51","13.8","156","*","51.3","3.05","105","983"
"74","U83","55.51659","0.786096","13.03","7.737","*","0.103","3.354","3.159","1.719","10.406","0.743","*","*","2.414","*","8.614759","*","*","5185.552","23.2287","0.64674","*","*","*","*","432.9484","*","17.18036","270.1251","9.992752","119.1948","11.51314","3.898063","8.762047","*","18.93888","25.53128","*","24.21958","*","1.767821","*","*","*","194.4543","26.4263","0.455084","32.75444","*","25.53095","211.2273","*","*","167.9983","*","54.04443","*","679.3996","*","*","*","0.17","0.169809","16.0105","*","39.33188","7.501006","791.5901","1.516463","2.767972","0.343842","121.5702","3.190262","0.4922","13.37473","148.0969","3.470416","50.21914","2.930137","117.4689","893.1379"
"75","U84","56.05","0.75","13.03","7.31","*","0.09","3.26","2.97","1.63","10.4","0.743","*","*","2.42","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"76","U85","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","4334.33","*","*","*","*","*","*","510.48","*","*","*","11.36","*","12.2","4.56","10.26","*","24.41","29.47","*","25.49","*","1.9","*","*","*","229.03","*","0.47","*","*","27.17","235.2","*","*","*","*","60.71","*","650.35","*","*","*","*","*","5","*","43.68","8.64","867.5","1.69","3.68","*","138.44","*","0.52","14.98","*","3.36","47.73","3.07","*","1040.25"
"77","U86","55.18","0.81","12.97","7.79","*","*","3.34","3.14","1.65","10.14","0.73","*","*","2.37","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"78","U87","55.45","0.81","12.8","7.7","*","0.1","3.25","3.16","1.71","10.68","0.72","*","*","2.32","*","*","*","*","5450","*","*","*","*","*","*","*","*","24","278","*","106","*","*","*","*","24","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","212","*","246","*","*","*","*","*","*","*","*","*","14","*","*","*","746","*","*","*","*","*","*","*","150","*","*","*","100","1016"
"79","U88","56.05","0.79","13.45","7.46","*","0.087","3.35","3.25","1.73","9.96","0.79","*","2.26","2.53","*","8.9","*","*","5030","22.4","*","*","975","7148","*","440","221","20.3","282","*","113","10.98","4.02","8.12","3540","*","25.8","*","23.25","*","1.66","*","*","*","202.9","29.7","0.393","34.1","*","28.5","208","232","*","237.9","*","53","*","622","*","*","*","1544","*","15.02","*","37.86","*","801","1.2","2.73","*","116","*","0.444","12.1","157","*","46.7","2.69","113","1001"
"80","U92","*","0.7673","12.773","8.006","*","0.1039","3.531","3.078","1.75","10.239","*","*","*","*","*","4.2","*","*","5130","*","*","*","*","*","*","500","120","21.5","329","11.2","*","13.8","*","8.87","*","*","*","*","24.8","*","*","*","*","*","223","*","0.28","*","*","*","221","*","*","*","*","*","*","646","*","*","*","*","*","15.46","*","41.7","*","850","1.41","2.78","*","136.5","*","*","13.3","163","5.4","*","3","108","1000"
"81","U93","55.324","0.79","12.898","8.52","*","0.11","3.37","3.101","1.695","10.465","0.87","*","*","2.404","*","24","*","*","*","*","*","*","*","*","*","*","*","*","*","*","106","*","*","*","*","30","*","*","*","*","*","*","*","*","*","*","*","35","*","27","*","149","*","282","*","*","*","663","*","*","*","*","*","*","*","*","*","768","*","*","*","141","*","*","14","*","10","80","*","112","904"
