"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","NA","Ag","As","Au","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"64","V59.1","62.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","V60","72.69","0.29","14.19","2.43",NA,"0.058","0.4","1.12","3.8","4.65","0.13",NA,NA,"0.64",NA,NA,NA,NA,NA,"310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"170"
"66","V61","73.49","0.288","13.65","2.25",NA,"0.055","0.341","1.08","3.61","4.47",NA,NA,NA,"0.657",NA,NA,NA,NA,NA,"322",NA,NA,NA,NA,NA,NA,NA,"173",NA,"24",NA,NA,NA,NA,"30",NA,NA,"7",NA,NA,NA,NA,NA,NA,"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,"81","136"
"67","V62","72.06","0.3","14.49","2.36",NA,NA,"0.37","1.08","3.61","4.53",NA,NA,NA,"0.77",NA,"0.12","2.5",NA,NA,"346",NA,"1.02",NA,"0.11","71.2",NA,"2.8","220","16.6","7.1","4.64","2.56","0.59",NA,"24.2","5.38","0.14","5",NA,"0.86",NA,"0.069",NA,"29.8","125.5",NA,"3.39",NA,"16.6","27.4","5.4",NA,"24",NA,"7.34",NA,"282",NA,NA,NA,NA,"0.24","4.3",NA,"5.54","13","112.5","2.5","0.8",NA,"18.25","1.61","0.39","5.66","14",NA,"24.1","2.59","61","176"
"68","V63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.35",NA,NA,NA,NA,NA,NA,"0.13",NA,NA,NA,"209.5",NA,"7.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","V64","72.08","0.28","14.141","2.553","2.253","0.05","0.473","1.381","3.71","4.42","0.131",NA,NA,"0.526",NA,NA,NA,NA,NA,"295","9",NA,NA,NA,"54","115","2.6","154","14.41","10","4.79","2.78","0.59","1180","29","4.96","1.46","8.13",NA,"0.92",NA,NA,NA,"24","120","0.38",NA,NA,"15.28","22","6.6",NA,"28",NA,"8.18",NA,"201",NA,NA,NA,"55",NA,"9",NA,"5.96","14","110.96","2.33","0.8",NA,"20.9",NA,"0.41","7.4","10.5",NA,"27.62","2.6","51","135"
"70","V65","72.57","0.29","13.95","2.39","1.46","0.06","0.38","1.12","3.71","4.72","0.14",NA,NA,NA,NA,NA,"4.2",NA,NA,"328",NA,"1",NA,NA,"57.5",NA,"2","179","14","7",NA,NA,NA,"826","21.9",NA,NA,NA,NA,NA,NA,NA,NA,"29.5",NA,NA,"3",NA,"15","25.5","6",NA,"26.5",NA,NA,NA,"272.3",NA,NA,NA,"54",NA,"5",NA,NA,NA,"109.1",NA,NA,NA,"20",NA,NA,"6.8","13","4","29.5",NA,"55","166.5"
"71","V66","72.471","0.293","13.857","2.352",NA,"0.059","0.38","1.094","3.621","4.654","0.13",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","V67","71.66974","0.29644","13.97109","2.49802795",NA,"0.06034","0.36122","1.1374","3.6319","4.72354","0.1335",NA,NA,"0.637536167917127",NA,NA,NA,NA,NA,"353.254318779999",NA,NA,NA,NA,"67.2785813629657",NA,NA,"187.7","17.5239765623584","5.6","5.23995645306017","2.74862853979554","0.649255453000718",NA,"21.6","5.37503083537489",NA,"4.78946352666617",NA,"1.01084287742445",NA,NA,NA,"31.3942919798238",NA,"0.386553455426707",NA,NA,"15.057838775947","28.6143960103106","5.9",NA,"25.2142443737916",NA,"7.85599575601856",NA,"278.92583214815",NA,NA,NA,NA,NA,"4",NA,"6.20868021816716",NA,"117.381501256208","2.56953627770518","0.889136384374088",NA,"20.5269442052116",NA,"0.408158989343103","5.18313189667213","14",NA,"26.9067052170826","2.52437640363799","55.6","171.5"
"73","V68","73.2","0.28599537037037","14.03","2.38",NA,"0.061","0.32","1.14","4.12","4.48","0.15",NA,NA,"0.7",NA,NA,"22",NA,NA,"285",NA,NA,NA,NA,NA,NA,"10","168",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,"9",NA,"30",NA,NA,NA,"290",NA,NA,NA,"90",NA,NA,NA,NA,NA,"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","161"
"74","V69","72.36","0.301","14.12","2.44",NA,"0.059","0.41","1.18","3.79","4.31","0.137",NA,NA,NA,NA,NA,NA,NA,NA,"376",NA,NA,"3",NA,NA,NA,NA,"177",NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,"3",NA,"25",NA,NA,NA,"260",NA,NA,NA,NA,NA,NA,NA,NA,NA,"106",NA,NA,NA,NA,NA,NA,"6","16",NA,NA,NA,"56","163"
"75","V70","72.51","0.302","14.01","2.46","1.92","0.056","0.34","1.08","3.76","4.88","0.14",NA,NA,"0.34",NA,NA,NA,NA,"5","355","9.3",NA,NA,NA,"67",NA,NA,"172",NA,NA,"4.74","2.4","0.55",NA,"21","4.64",NA,"4.1",NA,"0.89",NA,NA,NA,"31","109","0.4",NA,NA,"16","28.1",NA,NA,"27",NA,"7.08",NA,"274",NA,NA,NA,NA,NA,"4",NA,"5.5","13","111",NA,"0.83",NA,NA,NA,"0.42",NA,NA,NA,"26","2.5","56","167"
"76","V71","73.56","0.314","13.85","2.496",NA,"0.0614","0.334","1.198","3.25","4.152","0.138",NA,NA,"0.14",NA,NA,NA,NA,NA,"342.5",NA,NA,NA,NA,NA,NA,"2.5","185.5",NA,"6.87",NA,NA,NA,NA,"21.5",NA,NA,NA,NA,NA,NA,NA,NA,"27.7",NA,NA,NA,NA,"11.75",NA,"6.7",NA,"28.5",NA,NA,NA,"245.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"110.5",NA,NA,NA,"20.5",NA,NA,"6.5",NA,NA,"28.5",NA,"57.5","175.4"
"77","V72","69.9","0.26","13.6","2.04",NA,"0.05",NA,"1.06",NA,"4.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,"398",NA,NA,NA,NA,"69",NA,NA,"140",NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"38",NA,NA,NA,NA,"16","27",NA,NA,"26",NA,NA,NA,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,"75","170"
"78","V73","73.4","0.31","13.7","2.4",NA,"0.06","0.23","1.18","2.81","4.8","0.11",NA,"0.07","0.81",NA,NA,NA,"0.04",NA,"390","7.7",NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110",NA,NA,NA,NA,NA,NA,NA,NA,"0.04",NA,"0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,"11",NA,"17",NA,"67","100"
"79","V74","73.03","0.3","14.15","2.69","2.08","0.065","0.38","1.07","3.59","4.79","0.125",NA,NA,"0.61",NA,NA,NA,NA,NA,"337",NA,NA,NA,NA,"61.9",NA,NA,"186","16.2",NA,"4.1","2.25","0.57","1225","23","4.69",NA,"4.81",NA,"0.84",NA,NA,NA,"28.8",NA,"0.34",NA,NA,"13.9","25.8",NA,NA,"21.8",NA,"7.21",NA,"268",NA,NA,NA,NA,NA,"4.27",NA,"5.21",NA,"109","4.65","0.74",NA,"18.5",NA,"0.35","4.94",NA,NA,"22.8","2.31","55","177"
"80","V74.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.7",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA
"81","V75","72.8","0.313","13.99","2.59",NA,"0.064","0.4","1.15","3.75","4.75","0.131",NA,NA,"0.55",NA,NA,NA,NA,NA,"362",NA,NA,NA,NA,"61",NA,NA,"196",NA,"7",NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,"14",NA,"4.7",NA,"29",NA,NA,NA,"275",NA,NA,NA,NA,NA,"4.6",NA,NA,NA,"111",NA,NA,NA,"12",NA,NA,"4.3","16",NA,"24",NA,"55","158"
"82","V76","73.26","0.29","13.84","2.28",NA,"0.058","0.33","1.09","3.68","4.59","0.135",NA,NA,"0.2",NA,NA,NA,NA,NA,"335",NA,NA,NA,NA,"55.97",NA,NA,"183",NA,NA,"3.55","1.86","0.52",NA,NA,"4.16",NA,"5.11",NA,"0.66",NA,NA,NA,"24.86",NA,"0.24",NA,NA,"15.97","23.73",NA,NA,"28",NA,"6.51",NA,"278",NA,NA,NA,NA,NA,"4.12",NA,"4.82",NA,"116","2.65","0.63",NA,NA,NA,"0.26","6.21","20.3",NA,"33.5","1.7","52.8","191"
"83","V76.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.9",NA,NA,NA,NA,NA,"18.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","V77","73.367","0.303","14.147","2.482",NA,"0.071","0.465","1.19","3.68","4.736","0.127",NA,NA,"0.61",NA,NA,NA,NA,NA,"342",NA,NA,NA,NA,NA,NA,"5.74","174",NA,"9.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA
"85","V78","72.36","0.32","14.69","2.55",NA,"0.07","0.44","1.14","2.78","4.85","0.16",NA,NA,"0.79",NA,NA,NA,NA,NA,"377","7",NA,NA,NA,NA,NA,NA,"195","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23",NA,"46",NA
"86","V79","72.6","0.3","14.1","2.46",NA,"0.06","0.39","1.18","3.78","4.48","0.13",NA,NA,"0.49",NA,NA,NA,NA,NA,"340","6.9","1",NA,NA,"64",NA,NA,"76",NA,NA,"3.6","2","0.5",NA,NA,"4.5",NA,NA,NA,"0.7",NA,NA,NA,"30","85",NA,NA,NA,NA,"23",NA,NA,"24",NA,"6.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.9",NA,"115",NA,"0.7",NA,"17","2",NA,"5.4","11",NA,"17","1.8","53",NA
