"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","Ag","As","Au","B","Ba","Be","Bi","Br","C(org)","C(tot)","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"61","S75","51.078","1.346","16.909","10.562","*","0.156","5.089","9.328","3.217","1.148","*","*","*","0.846","*","*","*","*","444.6","*","*","*","*","*","*","*","*","*","195","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"62","S77","50.01","1.35","16.98","10.71","*","0.157","5.24","9.76","3.32","1.21","0.21","*","*","0.62","*","*","*","*","419","*","*","*","*","*","*","42","*","31","157","*","98","*","*","*","*","20","*","*","4.4","*","*","*","*","*","15","*","*","*","*","*","21","58","*","*","*","*","*","29","*","*","*","*","*","26","*","*","*","343","*","*","*","*","*","*","*","229","*","*","*","59","127"
"63","S78","51.359","1.441","17.83","1.492","*","0.143","5.771","9.417","3.228","1.165","0.235","*","*","0.47","*","*","*","*","423","1.2","*","*","*","*","0.22","36.71","*","33.5","185.2","0.335","79","4.632","2.565","1.474","*","18.6","4.59","*","3.34","*","0.915","*","*","*","17.13","6.86","0.36","*","*","5.65","19.347","63.72","*","3.829","*","4.802","*","27.2","*","*","*","*","0.403","28","*","4.536","*","366","0.296","0.699","*","1.64","0.133","0.365","0.13","256","*","24.5","2.404","79.7","134.5"
"64","S79","*","*","*","23.212","*","0.0552","*","3.6501","1.72","*","*","*","*","*","*","10.2","*","*","70","*","*","*","*","*","0.082","*","*","23.7","47.8","*","74.9","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","0.37","*","*","*","48.6","*","4.3","*","*","*","*","*","*","*","*","0.079","*","*","*","0.88","*","*","*","*","*","*","*","*","238.3","*","*","*","57.2","*"
"65","S80","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","37.1","*","*","*","*","*","4.31","2.51","1.41","*","*","4.68","*","*","*","0.89","*","*","*","17.7","*","0.33","*","*","*","20.2","*","*","*","*","4.95","*","*","*","*","*","*","*","*","*","4.54","*","*","*","0.73","*","*","*","0.34","*","*","*","*","2.22","*","*"
"66","S80.1","50.97","1.3","16.93","10.64","*","0.145","5.14","9.47","3.26","1.09","0.2","*","*","0.54","*","*","*","*","425","1.23","*","*","*","*","*","*","*","37.6","180","0.34","102","*","*","*","*","20.5","*","*","2.95","0.012","*","*","*","*","*","7.4","*","0.55","*","7.5","*","64","*","6.5","*","*","*","28","*","*","*","*","*","36.7","*","*","1.3","388","1.1","*","*","1.87","0.14","*","0.38","250","*","25","*","74","120"
"67","S81","51.21","1.33","16.88","10.4","*","0.15","5.01","9.14","3.3","1.16","0.2","*","*","0.75","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","370","*","*","*","*","*","*","*","*","*","*","*","*","*"
"68","S82","48.6","1.35","17.4","9.74","*","0.14","4.7","9.44","3.48","1.32","0.3","*","*","*","*","*","*","*","495","*","*","*","*","*","*","*","183","*","125","*","160","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","52.3","*","*","*","*","*","34.9","*","*","*","244","*","*","*","*","*","408","*","*","*","*","*","*","*","312","*","*","*","75.8","120"
"69","S83","50.2","1.29","16.57","10.45","*","0.15","4.86","8.69","3.15","1.11","0.19","*","*","0.79","*","0.74","*","*","389","0.9","*","*","*","*","*","36.5","*","*","186","*","*","4.61","2.77","1.48","*","*","4.92","*","*","*","0.95","*","*","*","16.7","*","0.36","*","*","*","20","*","*","*","*","4.76","*","*","*","*","*","*","0.24","*","2.31","4.57","*","*","*","0.78","*","2.5","*","0.4","0.48","268","*","*","2.5","71.9","*"
"70","S83.1","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2.1","*","*","*","*","*","*","37.6","*","*","98.3","*","*","*","*","20.8","*","2","6.1","*","*","*","*","*","*","6","*","*","*","6.1","*","73","*","3.9","*","*","*","27.5","*","*","*","*","*","32.4","*","*","*","355.5","*","*","*","*","*","*","*","*","*","22.4","*","*","124.8"
"71","S84","49.561","1.235","16.01","9.808","*","0.13","0.427","8.626","2.771","*","*","*","*","*","*","0.566","*","*","*","*","*","*","*","*","0.176","11.831","*","31.88","71.314","*","208.305","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","0.442","*","*","*","*","*","*","*","*","*","23.934","*","*","*","*","0.716","10.176","*","0.973","1.759","365.211","*","*","*","0.447","*","*","0.17","309.769","2.387","7.563","*","60.574","156.064"
"72","S85","51.54","1.32","16.91","10.45","*","0.15","4.99","9.21","3.17","1.15","0.21","*","*","0.63","*","*","*","*","*","*","*","*","*","713","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"73","S86","50.7","1.32","16.8","10.3","*","0.152","4.96","9.05","3.19","1.15","0.196","*","*","0.715","*","*","*","*","395","*","*","*","*","*","*","31.5","*","34.1","154","*","97","*","*","*","*","17.6","*","*","*","*","*","*","*","*","15.8","*","*","*","*","7.41","22.3","61.7","*","5.49","*","*","*","24.6","*","*","*","*","*","20.7","*","*","*","340","*","*","*","*","*","*","*","223","*","23.9","*","62.3","124"
"74","S87","50.55","1.32","17.11","9.53","*","0.14","6.59","9.11","3.45","1.19","0.21","*","*","*","*","*","*","*","352","*","*","*","*","*","*","33","*","29","136","*","92","4","2.5","1.4","*","*","4.5","*","*","*","*","*","*","*","16","19","0.4","*","*","16","20","50","*","*","*","4.5","*","26","*","*","*","*","*","19","*","6","*","330","*","*","*","*","*","*","*","*","*","20","2.2","84","105"
"75","S88","50.98","1.32","16.9","10.42","*","0.15","5.05","9.28","3.28","1.16","0.201","*","*","0.69","*","*","*","*","398","*","*","*","*","*","*","35.7","*","*","180","0.37","*","4.2","2.42","1.5","*","19.7","4.76","*","3.9","*","0.88","*","*","*","15.8","*","0.37","*","*","5.9","19.7","*","*","*","*","4.83","*","25.5","*","*","*","*","*","*","*","4.49","*","367","*","0.7","*","1.82","*","0.34","*","279","*","22.9","2.23","*","150"
"76","S89","*","0.186","5.379","4.49","4.041","0.043","2.275","2.498","0.613","0.19","*","*","*","*","0.08","0.21","*","0.49","65.74","0.12","0.01","*","*","*","0.06","22","*","18.9","18","*","89.67","1.9","1.05","0.44","*","*","2.81","0.08","*","*","0.37","*","*","*","9","2.67","0.1","0.26","*","0.06","13.1","44.11","*","3.46","*","3.08","*","5","*","*","*","*","*","2.29","0.04","2.63","0.19","84","*","0.37","*","1.36","0.06","0.13","0.12","58","0.11","10","0.77","25.28","4.73"
"77","S90","*","*","18.6","10.47","*","0.16","10.12","9.51","3.59","1.14","*","*","0.23","*","*","*","*","*","421.229","1.07","*","*","*","0.06","0.298","*","*","37.931","175.678","*","115.959","*","*","*","*","22.205","*","*","*","0.012","*","*","*","*","*","9.676","*","0.473","*","*","*","70.969","*","6.65","*","*","*","29.303","*","*","*","0.02","*","*","*","*","*","401.245","*","*","0.03","*","0.13","*","0.394","301.058","*","*","*","15.418","*"
"78","S91","*","1.33","16.62","10.6","*","0.15","5.08","8.91","3.21","1.13","*","*","*","*","*","*","*","*","440","*","*","*","*","*","*","36.23","*","36.3","182","*","*","5.22","*","1.54","*","13.1","*","*","3.382","*","*","*","*","*","16.73","*","0.368","*","*","*","17.5","*","*","*","*","*","*","33.8","*","*","*","*","*","30.53","*","4.552","*","424","*","0.667","*","1.723","*","*","*","271","*","*","2.485","86.1","*"
"79","S91.1","57.07","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","0.6","*","*","*","*","113","*","*","0.5","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","0.35","*","*","*","*","*","*","*","*","*","*","*","*"
"80","S92","51.66","1.327","17.28","10.4","*","0.1455","5.095","9.365","3.203","1.162","0.1995","*","*","*","*","0.2367","0.0025","*","400.5","0.86","*","*","*","*","0.13","38.35","*","35.65","178","0.413","104","3.877","2.213","1.435","*","19.7","3.847","*","3.515","0.01","0.969","*","*","*","17.15","*","0.364","*","*","*","20.3","57.45","*","6.507","*","4.423","*","26.95","*","*","*","*","0.0481","30.4","0.1733","4.93","*","361.5","0.3925","0.728","*","1.825","*","0.3133","0.438","263.7","1.001","21.4","2.445","88.5","128"
"81","S93","50.76","1.3","17.11","10.49","5.89","0.15","5.09","9.22","3.39","1.14","0.18","1.09","0.29","*","*","*","*","*","391","*","*","*","*","*","*","43","*","33","172","*","75","*","*","*","*","20","*","*","6","*","*","*","*","*","16","*","*","*","*","80","26","59","*","7","*","*","*","26","*","*","*","*","*","331","*","*","3","347","*","*","*","5","*","*","*","273","*","21","*","71","124"
"82","S93.1","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","77","*","*","*","*","*","*","*","386","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","95","8","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"83","S94","52.82","1.39","16.5","9.34","*","0.13","4.88","8.72","3.06","1.12","0.23","*","*","1.8","*","0.7","*","*","421.22","1.06","*","*","*","*","*","38.14","*","30.81","179.2","0.29","96.72","4.31","2.25","1.68","*","22.09","4.62","1.01","2.83","*","0.74","*","*","*","17.79","8.44","0.37","*","*","11.93","22.85","57.14","*","5.86","*","5.45","*","26.14","*","*","*","*","0.05","32.79","*","4.9","1.25","367.38","1.5","0.69","*","1.89","*","0.37","0.32","262.09","*","24.47","2.44","75.38","91.4"
"84","S96","51.4","1.39","16.4","10.8","*","0.083","4.74","8.95","3.55","1.32","0.23","*","*","0.9","*","0.401","*","*","*","*","*","*","*","*","0.11","*","*","19","17","*","97","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","47","*","4","*","*","*","*","*","*","*","*","0.15","*","0.127","*","*","*","*","*","0.047","*","0.0441","*","*","75","*","*","*","91","*"
"85","S97","53.26","1.272","16.691","10.469","*","0.153","4.945","8.872","3.153","1.183","0.198","*","*","0.821","*","*","*","*","366.4","*","*","*","*","*","*","38.79","*","36.5","133.6","*","90.54","4.47","2.64","1.56","*","18.19","4.97","*","4.87","*","0.8","*","*","*","18.67","16.59","0.31","*","*","5.04","21.59","44.71","*","*","*","4.04","*","21.03","*","*","*","*","17.59","28.92","*","4.75","*","387.5","0.41","0.76","*","1.89","*","0.35","0.45","229.2","*","23.02","1.75","56.82","71.56"
"86","S98","51.103","1.321","17.12","10.406","*","0.16","5.123","9.32","3.258","1.171","0.206","*","*","0.67","*","*","*","*","429","*","*","*","*","*","*","39","*","40.6","167.1","*","95.9","*","*","*","*","19.4","*","*","2.6","*","*","*","*","*","19","*","*","*","*","5","26.5","59.7","*","7.5","*","*","*","27.2","*","*","*","*","*","28.3","*","*","1.45","370","*","*","*","2.2","*","*","*","231.2","8.5","22.8","1.2","71.1","134.5"
"87","S99","50.298","1.278","17.336","10.531","*","0.153","6.015","9.031","3.235","1.182","0.214","*","*","0.911","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"88","S100","51.28","1.3","17","10.22","*","0.15","5.11","9.31","3.15","1.16","0.2","*","*","0.89","*","*","*","*","291","*","*","*","*","*","*","20","*","*","114","*","42","*","*","*","*","7","*","*","*","*","*","*","*","*","11","*","*","*","*","*","*","45","*","7","*","*","*","17","*","*","*","*","*","*","*","*","*","174","*","*","*","*","*","*","*","151","*","9","*","96","91"
"89","S101","51.25","1.31","17.12","10.36","*","0.148","5.06","9.26","3.23","1.16","0.202","*","*","0.706","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"90","S102","51.011","1.3012","16.941","10.5094","5.837","0.1543","5.0769","9.1495","3.184","1.151","0.2011","1.033","*","0.6579","*","*","*","*","408.68","1.013","*","*","*","516","0.124","40.03","*","36.42","186.5","0.345","105.7","4.5651","2.6115","1.5065","*","20.208","4.6925","*","2.78","*","0.9145","*","0.0633","*","17.581","7.62","0.3466","0.521","*","6.122","20.439","66.89","*","5.82","*","4.799","*","27.85","*","*","*","218","0.04","31.2","*","4.74","1.43","366.65","0.3269","0.7205","*","1.813","0.1464","0.369","0.42","268.77","0.521","25.092","2.3407","78.2","103.3"
"91","S103","52.7","1.24","16.26","9.31","*","0.14","5.39","9.2","3.28","1.21","0.24","*","*","0.68","*","3.28","*","*","260","*","*","*","*","*","*","37.71","*","15.3","241","0.01","84","4.45","2.69","1.56","*","*","4.98","*","2.72","*","0.98","*","*","*","17.77","*","0.301","0.72","*","9.7","20.64","99.3","*","7.8","*","4.7","*","25.88","*","*","*","*","*","10.9","15","4.711","*","318","0.55","0.81","*","1.79","*","0.37","0.397","232","*","33","2.38","65","159"
"92","S104","51.81","1.35","16.77","10.31","5.98","0.146","5.17","9.28","3.01","1.17","0.195","*","*","0.66","*","*","*","*","421","*","*","*","*","*","0.138","42.6","*","43.7","152","0.368","94","4.82","2.64","1.83","*","22.8","5.07","*","*","*","0.945","*","0.061","*","19.8","*","0.325","*","*","4.9","24.1","80.1","*","6.39","*","5.63","*","28.3","*","*","*","*","*","31.2","*","5.51","*","403","*","0.815","*","1.59","0.157","0.361","0.31","224","*","24.7","2.24","98.6","128"
"93","S105","51.25","1.29","16.81","10.54","*","0.15","5.1","9.36","3.15","1.15","0.2","*","*","0.55","*","*","*","*","453","*","*","5","*","*","*","56","54","42","190","*","92","*","*","*","218","19","5","1","4","*","*","*","*","*","17","*","*","*","*","5","24","70","*","2","*","*","*","33","*","*","*","105","*","27","*","*","*","354","*","*","*","*","*","*","*","283","*","25","*","81","106"
"94","S108","51.05","1.34","17.06","10.51","*","0.15","5.05","9.31","3.19","1.16","0.211","*","*","0.61","*","*","*","*","404","1","*","*","*","700","0.12","40.7","*","34.8","215","0.4","98","4.2","2.8","1.6","*","20.6","5","1","3.8","*","1","*","0.07","*","18.2","7.9","0.4","0.4","*","6.6","20.4","65.2","*","7","*","5.2","*","28.6","*","*","*","214","*","30","*","5.3","1.2","380","0.38","0.8","*","1.8","0.16","*","0.35","266","0.6","23.5","2.9","82.7","147"
"95","S109","51.16","1.345","16.99","10.63","*","0.152","5.09","9.32","3.13","1.16","0.199","*","*","0.39","*","*","*","*","393","*","*","*","*","*","*","38.1","*","*","183","*","101","4.89","2.69","1.56","*","20","*","*","3.59","*","0.99","*","*","*","17.68","*","0.36","*","*","6.09","20.52","69","*","6.63","*","4.91","*","26.8","*","*","*","*","*","29.9","*","4.68","*","362","0.55","0.81","*","1.94","*","0.38","0.45","269","*","24.55","2.35","83","138"
"96","S110","51.59","1.37","17.15","10.55","*","0.16","5.14","9.39","3.3","1.17","0.206","*","*","0.7","*","*","*","*","402","*","*","*","*","4E-006","*","41.6","*","*","190","0.34","*","4.47","2.65","1.4","*","17.6","4.93","*","4.1","*","0.92","*","*","*","18.7","*","0.37","*","*","6.3","20.6","*","*","*","*","5.15","*","28.6","*","*","*","*","*","*","*","4.41","1","409","0.4","0.79","*","*","*","0.36","0.53","272","*","*","*","*","*"
"97","S111","51.4","1.36","17.18","10.54","*","*","*","*","3.25","1.17","0.2","*","*","*","*","*","*","*","*","*","*","*","0.08","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","23","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"98","S111.1","*","*","*","*","*","0.49","5.18","9.33","*","*","*","*","*","0.66","0.11","1.2","*","3.2","436","0.9","0.01","*","*","*","*","45.92","*","36","170","0.38","96","4.93","2.86","1.58","200","21.19","5.36","1.44","1.67","0.02","0.99","*","*","*","20.76","*","0.33","0.54","*","6.93","23","68","*","9.3","*","5.48","*","*","*","*","*","*","0.06","28","*","5.07","1.26","368","0.4","0.8","*","1.87","0.15","0.39","0.33","250","0.69","25","2.44","83","143"
"99","S114","49.562","1.273","17.257","10.046","*","0.145","4.68","8.294","3.517","1.224","0.179","*","*","0.843","*","*","*","*","408.4","1.006","*","*","*","*","*","37.53","*","31.34","173","0.406","93.16","4.486","2.534","1.476","*","19.245","4.74","*","1.554","*","0.925","*","*","*","16.929","7.769","0.317","0.556","*","6.759","20.45","63.647","*","6.158","*","4.824","*","27.321","*","*","*","*","*","30.15","*","4.586","*","371.9","0.371","0.748","*","1.622","*","*","0.322","260.42","*","26.05","2.22","79.292","55.24"
"100","S115","50.49","1.32","16.92","10.24","*","0.15","5.37","9.28","3.32","1.15","0.2","*","*","*","*","*","*","*","380","0.4","*","*","*","*","*","36.27","*","52","180","*","103","3.98","2.58","1.49","*","20","4.54","1.18","2.49","*","0.84","*","*","*","16.49","*","0.36","0.68","*","7","18.1","70","*","15","*","4.48","*","37","*","*","*","*","*","28","*","4.74","1.24","405","0.38","0.79","*","15","*","0.39","0.39","233","0.18","38","2.22","85","137"
"101","S116","50.968","1.377","16.917","10.707","*","0.153","5.169","9.382","3.242","1.169","0.206","*","*","0.71","*","*","*","*","408.4","*","*","*","*","*","*","*","*","35.9","184.7","*","103.6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","6.4","*","66.1","*","13.9","*","*","*","27.9","*","*","*","*","*","*","*","*","*","377.1","*","*","*","0.5","*","*","*","256.4","*","25.9","*","72.6","139.7"
"102","S117","51.1","1.35","17.6","10.5","5.65","0.14","4.97","8.98","2.73","1.1","0.18","*","*","1.18","0.29","*","0.008","*","341","0.82","*","*","*","*","0.21","37.76","*","44.7","147","*","95.6","3.29","2.79","1.29","*","*","5.11","*","*","*","1.63","*","*","*","15.7","*","1.01","*","*","*","21.8","59.4","*","5.19","*","*","0.003","*","*","*","*","214","0.1","29.7","*","4.66","*","363","*","1.27","*","*","*","0.51","*","252","*","22.2","2.26","78.7","64"
"103","S118","51.35","1.33","17.1","10.2","*","0.15","5.04","8.93","3.23","1.16","0.2","*","*","0.85","*","*","*","*","434","0.96","*","*","*","*","*","37.5","*","35.8","176.6","0.4","84.3","4.4","2.5","1.5","*","18.3","4.5","*","3.3","*","0.9","*","*","*","17.7","*","0.35","0.5","*","6.5","20.2","63.6","*","10.3","*","4.8","*","27.3","*","*","*","*","*","29.9","*","4.5","1.1","353.8","0.3","0.7","*","1.7","0.2","0.3","0.4","264.2","0.7","25.1","2.3","76.7","127.7"
"104","S119","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","38.83","*","*","*","*","*","4.47","2.7","1.5","*","*","4.95","*","*","*","0.87","*","*","*","17.94","*","0.35","*","*","*","20.32","*","*","*","*","4.92","*","*","*","*","*","*","*","*","*","4.38","*","*","*","0.77","*","1.8","*","0.38","0.4","*","*","23.2","2.42","*","*"
"105","S120","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","396.36","*","*","*","*","*","*","38.75","*","34.95","178.7","0.327","94.26","4.56","2.47","1.427","*","20","4.98","*","1.76","*","0.908","*","*","*","17.91","*","0.343","*","*","6.62","21.14","67.61","*","6.19","*","5","*","27.12","*","*","*","*","*","29.46","*","4.5","*","369.02","0.349","0.77","*","1.83","*","0.365","0.396","260.28","*","25.19","2.25","74.74","58.75"
"106","S121","51.14","1.35","17.26","10.55","*","0.15","5.07","9.11","3.26","1.22","0.2","*","*","0.69","*","*","*","*","380","0.95","*","*","*","*","*","37.9","*","35.9","176","0.33","101","4.57","2.66","1.5","*","20.4","4.85","*","3.1","*","0.93","*","*","*","17.4","7.27","0.35","*","*","6.74","20.7","66","*","6.03","*","4.82","*","26.9","*","*","*","*","*","30.6","*","4.63","1.21","374","0.38","0.76","*","1.76","*","0.39","0.45","267","*","25.9","2.39","79.3","117"
"107","S122","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","5.48","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2.57","*","*","*","*","*","3.83","*","*","*","*","2.78","*","*","*","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"108","S123","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","395.581","*","*","*","*","*","*","0.402","*","*","*","*","*","4.413","2.618","1.593","*","20.954","3.751","*","3.869","*","0.855","*","*","*","18.094","*","0.383","*","*","7.954","19.974","*","*","*","*","5.012","*","30.207","*","*","*","*","*","22.169","*","4.768","4.171","349.936","0.671","0.716","*","1.841","*","0.405","1.01","*","1.905","25.157","2.261","*","146.759"
"109","S124","50.74","1.23","17.5","9.92","*","0.13","5.56","8.88","3.33","1.3","0.23","*","*","0.98","*","*","*","*","407","0.989","*","*","*","*","*","34.653","*","54","177","*","102","4.279","2.616","1.526","*","20","5.093","1.076","3.679","*","0.836","*","*","*","15.813","*","0.367","*","*","8","20.185","65","*","15","*","4.298","*","35","*","*","*","*","*","28","*","4.704","1.153","395","0.277","0.785","*","17","*","0.397","0.39","241","*","40","2.317","85","134"
