"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","Ag","As","Au","B","Ba","Be","Bi","Br","C(org)","C(tot)","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"30","S37","50.39","1.188","16.84","9.654","*","0.091","5.13","9.07","3.24","1.2","0.2","*","*","0.8","*","*","*","*","387","*","*","*","*","*","*","22.7","*","16.2","157","11.2","97.6","*","*","*","*","18.7","*","*","*","*","*","*","*","*","12.5","*","*","*","*","7.2","*","51.5","*","7.8","*","*","*","29.7","*","*","*","*","*","25.4","*","*","*","362.6","*","*","*","*","*","*","7.5","186","*","24.3","*","65.9","126.4"
"31","S40","51.24","1.33","17.1","10.44","*","0.153","5.13","9.405","3.266","1.166","2.13","*","*","0.667","*","*","*","*","402","1.04","0.011","*","*","*","0.156","35.8","*","36.9","178","0.331","104","4.62","2.64","1.53","*","20.9","4.72","*","2.93","*","0.94","*","*","*","14.5","6.59","0.357","0.45","*","5.87","20.4","62.2","*","5.7","*","4.8","*","28","*","*","*","0.018","0.031","29.7","*","4.76","1.16","384","0.381","0.785","0.017","1.77","0.136","0.386","0.428","257","0.809","26","2.44","71.1","137"
"32","S41","51.62","1.327","17.07","10.26","*","0.154","5","9.15","3.24","1.15","0.203","*","*","0.7","*","*","*","*","431","*","*","*","*","*","*","26","*","38","170","*","104","*","*","*","*","20","*","*","3.8","*","*","*","*","*","15","*","*","*","*","5","18","63","*","3","*","4","*","26","*","*","*","*","*","32","*","4","*","374","*","*","*","*","*","*","*","273","*","25","*","68","148"
"33","S44","51.461","1.343","17.068","10.567","*","0.154","5.198","9.085","3.02","1.188","0.197","*","*","0.7","*","22","*","*","*","*","*","*","*","*","*","*","*","*","*","*","97","*","*","*","*","26","*","*","*","*","*","*","*","*","*","*","*","1","*","13","*","60","*","*","*","*","*","30","*","*","*","*","*","*","*","*","*","377","*","*","*","2","*","*","*","*","1","22","*","73","148"
"34","S46","*","1.266","15.76","10.519","*","0.147","4.989","8.915","3.193","1.152","0.216","*","*","*","0.075","0.299","*","*","399.423","1.078","0.014","*","*","*","0.151","41.36","*","34.583","182.94","0.352","91.69","4.785","2.588","1.532","*","20.238","4.936","*","1.584","*","0.942","*","*","*","18.953","8.17","0.318","0.477","*","6.49","23.107","64.06","*","6.13","*","5.212","*","28.829","*","*","*","*","0.036","*","0.133","5.078","1.175","348.095","0.454","0.763","*","2.02","0.158","0.37","0.298","286.76","0.572","24.474","2.22","83.8","41.85"
"35","S47","51.39","1.33","17","10.58","*","0.16","5.13","9.48","2.64","1.21","0.17","0.23","*","0.68","*","*","*","*","358","*","*","*","*","*","*","*","*","44","164","*","100","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","61","*","*","*","*","*","*","*","*","*","*","*","23","*","*","*","327","*","*","*","*","*","*","*","230","*","22","*","*","117"
"36","S48","50.77","1.34","16.87","10.4","*","0.148","4.99","9.26","3.1","1.15","0.199","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"37","S49","51.19","1.326","17","10.45","*","0.1467","5.067","9.34","3.303","1.159","0.2013","*","*","0.678","*","*","*","*","404","*","*","*","*","*","*","*","*","205","168","*","92.7","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","69.7","*","17.7","*","*","*","*","*","*","*","*","*","*","*","*","*","340","*","*","*","*","*","*","*","*","*","*","*","91.7","218"
"38","S50","*","1.33","*","*","*","0.149","*","*","*","*","*","*","*","*","*","*","*","*","394","0.92","*","*","*","*","*","38.2","*","36.3","177","0.34","94.2","4.58","2.61","1.51","*","20.3","4.82","*","3.25","*","0.92","*","*","*","17.6","7.3","0.35","*","*","6.6","20.7","63.2","*","6.25","*","4.84","*","27.7","*","*","*","*","*","31.1","*","4.63","1.2","372","0.4","0.75","*","1.73","*","0.37","0.44","269","*","25.8","2.38","77.6","121"
"39","S51","49.8894","1.4142","17.603","10.6721","*","0.1664","5.0677","9.153","3.2542","1.0706","0.139","*","0.22","1.05","0.042","0.6833","0.001402","*","420.9667","*","*","*","*","1647.77","0.155","37.5467","*","35.7","194.87","0.376","77.733","4.7467","2.7633","1.4733","*","93.4","5.2267","5.0133","3.88","*","0.9357","*","0.079","4.3E-005","17.2233","*","0.366","1.0633","*","5.8933","21.92","87.7","9.5E-005","6.1667","0.001217","4.5733","0.004599","24.2633","0.0177","3.6E-005","6.2E-005","439","0.8033","39.3133","*","4.8967","1.7433","366","0.3103","0.733","*","1.808","*","0.3543","0.482","281","2.4","23.8367","2.5433","72.2667","148.3"
"40","S52","*","1.3","16.63","10.73","*","0.21","5.12","9.51","3.24","1.08","0.22","*","*","*","*","*","*","*","391","*","*","*","*","*","*","38.7","*","37.5","152","*","93.9","4.61","2.53","1.52","*","*","4.69","*","*","*","*","*","*","*","17.6","*","0.31","*","*","*","21","64.5","*","5.21","*","4.86","*","*","*","*","*","*","*","*","*","4.67","*","367","*","0.72","*","2.73","*","0.35","0.37","264","*","26.8","2.2","75.3","*"
"41","S53","51.5","1.3","16.9","10.2","*","0.14","5.01","9.32","3.25","1.18","0.2","*","*","0.78","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"42","S54","51.26","1.472","17.61","10.61","5.51","0.149","5.129","9.403","3.121","1.164","0.215","*","*","*","0.05","0.48","*","*","431","1.04","0.01","*","*","889","0.11","38","*","37.3","198","0.37","85.5","4.6","2.68","1.52","*","20.7","4.51","1.23","3.49","*","0.91","*","0.05","*","17.6","7.16","0.34","0.85","*","5.75","21.1","61.4","*","5.82","*","5.23","*","27.7","0.002","*","*","164","0.02","23.6","1.6","4.37","1.43","408","0.4","0.75","*","1.94","0.14","0.37","0.48","271","0.52","25.1","2.41","76.6","128"
"43","S56","50.65","1.3","16.89","10.27","5.93","0.151","5.06","9.26","3.29","1.18","*","1.03","*","0.77","0.11","0.42","*","4","408","0.93","*","*","*","530","0.13","38","130","35.4","197","0.39","101","4.6","2.59","1.54","281","20.8","4.57","1.38","3.53","0.01","0.971","*","0.07","*","17.9","7.5","0.371","0.54","*","5.53","20.6","65","*","6.25","*","4.88","*","29.1","*","*","*","218","*","31.89","0.09","4.77","1.42","385","0.41","0.734","*","1.76","*","0.366","0.42","246","0.89","24.6","2.47","91.5","139"
"44","S57","*","1.33","*","*","*","0.512","*","*","*","*","*","*","*","*","*","*","*","*","394","*","*","*","*","*","*","37.9","*","35.6","183","0.339","103","4.35","2.48","1.52","*","*","4.61","*","1.72","*","0.915","*","*","*","17.5","7.84","0.323","*","*","6.49","20.4","64.6","*","6.29","*","4.95","*","28.3","*","*","*","*","0.0307","30.2","*","4.63","1.29","370","0.351","0.744","*","1.72","*","*","0.36","268","*","26","2.22","81.4","61"
"45","S58","50.93","1.38","16.54","10.83","*","0.14","5.24","9.86","3.25","1.17","0.209","*","*","0.62","4.3","0.7","*","*","441.3","*","0.1","0.4","*","0.03","8.2","33.2","*","38.5","156.8","*","92.3","*","*","*","*","19.7","*","*","2.1","*","*","*","*","*","28.8","*","*","0.5","*","5.2","27","54.8","*","4.6","*","*","*","27","*","*","*","0.006","*","26.4","*","*","0.8","357.9","0.6","*","0.8","3.7","*","*","1.8","205.4","1.9","23.3","0.3","65.3","118.3"
"46","S59","50.9","1.3","16.92","10.75","*","0.14","5.22","9.33","3.2","1.16","0.2","*","*","0.8","*","*","*","*","410","0.99","*","*","*","*","*","38.1","*","37","175","0.344","100","4.57","2.61","1.49","*","20.1","4.78","1.39","3.13","*","0.923","*","*","*","17.3","7.9","0.349","*","*","6.43","20.8","65.5","*","6.27","*","4.79","*","27","*","*","*","*","*","30.4","*","4.68","*","374","0.375","0.754","*","1.7","*","0.373","0.424","265","*","25.6","2.35","80.1","122"
"47","S60","51.19","1.34","17.07","10.45","5.26","0.148","5.12","9.12","3.09","1.154","0.213","*","*","0.81","*","*","*","*","408","*","*","*","*","*","*","45.5","*","41.6","159","*","108","4.94","2.77","1.78","*","2205","5.52","*","*","*","0.98","*","*","*","21","10.5","0.38","*","*","*","25","64.7","*","*","*","5.85","*","30.7","*","*","*","*","*","*","*","5.57","*","350","*","0.86","*","1.88","*","0.41","0.45","250","*","25.7","2.5","76.7","116"
"48","S61","51.09","1.34","16.93","10.47","6.21","0.15","5.08","9.44","3.19","1.16","0.21","1.2","0.13","0.86","*","0.9","*","*","415.1","*","*","*","*","710","*","36.6","*","35.6","167","0.3","102.2","4.38","2.42","1.56","*","21","4.83","1","3","0.01","0.9","*","*","*","16.9","*","0.36","*","*","7","19.2","67","*","6.1","*","4.73","*","28.3","*","*","*","200","*","29","*","4.3","1","372.2","*","0.77","*","1.7","*","0.37","0.43","253","*","24.4","2.3","77","127"
"49","S62","50.97","1.32","17.1","10.43","5.8","0.14","5.13","9.36","3.21","1.15","0.2","*","*","0.66","*","*","*","*","430","0.9","*","*","*","*","*","39","*","32","152","*","97","4.25","2.49","1.67","*","20","4.85","*","3.6","*","0.85","*","*","*","17.5","7","0.31","*","*","*","22.1","60","*","*","*","4.5","*","27","*","*","*","*","*","31.1","*","4.41","*","364","1.2","0.76","*","1.9","0.17","0.33","0.29","255","*","24.5","1.96","71","139"
"50","S63","52.004","1.375","17.256","10.565","*","0.155","5.088","9.433","3.309","1.18","0.204","*","*","0.75","*","*","*","*","406.2","0.8","*","*","*","*","*","35.19","*","34.76","184.3","*","100.9","4.58","2.61","1.47","*","19.37","4.21","*","3.38","*","0.92","*","*","*","16.86","*","0.35","*","*","5.43","20.06","64.7","*","5.73","*","4.6","*","25.98","*","*","*","*","*","29.5","*","4.52","*","365.45","0.33","0.75","*","1.71","*","0.37","*","264.3","*","21.84","2.39","83.3","124.41"
"51","S64","51.4","1.22","16.7","9.89","*","0.149","5.41","9.14","3.61","1.24","2.61","*","*","0.84","*","*","*","*","456","*","*","*","*","*","*","*","183","*","205","*","85","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","68","*","*","*","*","*","33","*","*","*","221","*","*","*","*","*","383","*","*","*","*","*","*","*","*","*","*","*","72","217"
"52","S65","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","458.5","*","*","*","*","*","*","30","*","34.7","179.7","*","99.2","*","*","*","*","20.4","*","*","*","*","*","*","*","*","14","*","*","*","*","4.94","*","63.1","*","5.7","*","*","*","28.99","*","*","*","*","*","27.1","*","*","*","372.32","*","*","*","*","*","*","*","250.9","*","25.31","*","73.76","134.2"
"53","S66","51.392","1.3209","17.225","10.37","*","0.1504","5.177","9.178","3.301","1.172","0.2174","*","*","0.72","*","*","*","*","424.1","0.892","0.0295","*","*","*","0.1155","39.5","*","36.28","156.25","0.3685","103.45","4.771","2.483","1.522","*","20.726","4.548","*","2.931","*","0.997","*","*","*","19.435","7.824","0.359","0.526","*","6.702","21.45","70.57","*","5.737","*","5.248","*","27","*","*","*","*","0.035","30.462","*","4.677","1.21","360.7","0.371","0.749","*","2.19","*","0.365","0.473","269.76","*","29.46","2.354","76.53","128.7"
"54","S68","50.8","1.32","18.4","10.5","*","0.15","5.15","9.3","2.97","1.13","0.2","*","*","0.76","*","*","*","*","420","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","350","*","*","*","*","*","*","*","*","*","*","*","*","140"
"55","S69","51.35","1.33","16.83","10.46","*","0.151","5.18","9.36","3.15","1.17","0.201","*","*","0.82","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"56","S70","51.6","1.34","16.96","10.14","*","0.15","5.25","9.13","3.02","1.14","0.19","*","*","0.75","*","*","*","*","396","0.86","*","*","*","*","0.04","37.2","*","34.7","167","0.34","101","4.65","2.61","1.47","*","20","4.63","*","3.07","*","0.92","*","*","*","17.4","7.42","0.36","*","*","6.3","21.5","59.5","*","6.67","*","4.93","*","26.4","*","*","*","*","*","30.2","*","4.62","*","355","0.43","0.79","*","1.67","*","0.38","0.41","265","*","25","2.41","77.1","110"
"57","S71","51.15","1.33","17.13","10.71","*","0.16","4.84","9.28","2.99","1.21","0.21","*","*","0.87","*","*","*","*","405","*","*","*","*","*","*","*","*","32","158","*","96","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","58","*","*","*","*","*","27","*","*","*","*","*","27","*","*","*","366","*","*","*","*","*","*","*","227","*","24","*","66","143"
"58","S72","50.582","*","*","*","*","*","*","*","*","*","*","*","*","0.667","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"59","S73","51.469","1.338","17.28","10.516","*","0.157","5.251","9.336","3.253","1.161","0.209","*","*","0.735","*","*","*","*","457","*","*","*","*","*","*","42.65","*","*","219","*","127","*","*","*","*","20.95","*","*","*","*","*","*","*","*","23.7","*","*","*","*","5.45","*","59.55","*","8.3","*","*","*","27.9","*","*","*","*","*","*","*","*","*","1049","*","*","*","*","*","*","*","466.6","*","24.65","*","72.1","140.9"
"60","S74","50.8","1.34","16.87","10.46","*","0.15","5.1","9.23","3.16","1.16","0.2","*","*","*","*","*","*","*","429.2","*","*","*","*","*","*","40.8","*","30.5","157.1","*","97.2","*","*","*","*","19","*","1.9","4.3","*","*","*","*","*","21.3","*","*","*","*","5.7","22.3","55.8","*","6.6","*","*","*","25.5","*","*","*","*","*","26.2","*","*","*","354","2.8","*","*","*","*","*","*","235.2","*","23.8","*","61.7","132.7"
