"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","Ag","As","Au","B","Ba","Be","Bi","Br","C(org)","C(tot)","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"72","T93","43.2","*","0.35","8.92","*","0.13","46.7","0.46","*","*","*","*","*","0.68","*","0.7","*","*","3.6","*","*","*","*","400","*","0.9","*","123","2470","0.16","12","*","0.32","*","*","0.76","*","*","*","*","*","*","*","*","1.6","*","*","*","*","*","0.3","2217","*","203","*","2.28","*","0.4","*","*","*","*","*","*","*","*","*","1","*","*","*","*","*","*","*","44","7","*","*","69","*"
"73","T95","43.7","*","0.4","8.81","*","0.119","45.4","0.44","*","*","0.019","*","*","0.48","*","*","*","*","*","0.24","*","*","*","*","*","27.28","*","126","3037","*","*","0.15","0.66","*","*","0.55","0.81","0.24","*","*","*","*","*","*","11.82","4.26","*","8.82","*","*","1.47","2408","*","207","*","*","*","0.28","*","*","*","*","1.63","12.83","*","0.07","1.84","*","*","*","*","*","*","*","0.15","34","*","1.94","0.53","76","*"
"74","T96","43.37","0.003","0.22","9.3","7.3","0.114","44.93","0.6","0.13","0.05","0.01","*","*","0.71","0.28","*","0.006","*","19","*","*","*","*","*","0.14","1.29","*","109","1888","*","5.27","*","*","0.024","*","*","0.15","*","*","*","*","*","*","*","0.77","*","*","*","*","*","2.68","2316","*","242","0.006","3.66","0.003","*","*","*","*","48","3","8.53","*","0.14","*","51","*","*","*","*","*","*","*","17.2","*","1.33","*","73","25"
"75","T97","43.15","*","0.37","8.95","*","0.125","47.19","0.4","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","310","*","*","*","122","3238","*","12","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2495","*","*","*","*","*","*","*","*","*","30","*","*","*","*","*","*","*","*","*","*","*","*","*","28","*","*","*","84","*"
"76","T98","43.381","0.002","0.296","9.097","*","0.117","45.704","0.449","0.009","0.008","0.004","*","*","0.437","*","*","*","*","12","*","*","*","*","*","*","*","*","101","2296","*","21","*","*","*","*","34","*","*","2","*","*","*","*","*","*","3","*","*","*","*","*","2318","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","33","*","*","*","*","*","*","*","*","*","1","*","72","20"
"77","T100","42.78","0.01","0.39","8.91","*","0.13","45.76","0.52","0.21","*","0.01","*","*","*","*","*","*","*","21","0.33","*","*","*","*","*","0.56","*","4","2950","*","15","0.08","0.36","0.03","*","4","0.18","0.85","0.21","*","0.02","*","*","*","0.3","*","0.02","0.61","*","*","0.53","2464","*","465","*","1.44","*","3","*","*","*","*","*","7","*","0.42","0.48","*","0.1","0.03","*","14","*","0.02","0.09","42","1.63","7","0.08","65","*"
"78","T101","42.06","*","0.92","8.8","*","0.129","46.24","1.69","*","0.01","0.016","*","*","0.25","*","*","*","*","*","*","*","*","*","*","*","11","*","110","2467","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","5.2","*","2450","*","219","*","*","*","*","*","*","*","*","*","7.1","*","*","*","*","*","*","*","*","*","*","*","32","*","*","*","60","*"
"79","T104","41.334","0.005","0.278","10.204","*","0.132","44.797","0.318","0.02","0.005","0.022","*","*","0.294","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","5","*","*","*","*","6","*","*","*","*","*","*","*","*","*","*","*","*","*","4","*","2445","*","233","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","5","*","*","71","1"
"80","T105","43.62","0.003","0.36","9.01","*","0.124","46.29","0.48","0.13","0.005","0.002","*","*","0.51","*","*","*","*","*","*","*","*","*","*","*","*","*","122","2597","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2517","*","234","*","*","*","*","*","*","*","*","*","7","*","*","*","*","*","*","*","*","*","*","*","35","*","*","40","69","*"
"81","T106","42.49","*","0.22","8.76","*","0.13","46.73","0.38","*","*","*","0.09","*","0.42","*","*","*","*","*","*","*","*","*","*","*","*","*","130","2620","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2537","*","202","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","32","*","*","*","*","*"
"82","T107","43.499","*","0.364","8.931","*","0.13","46.29","0.476","*","*","*","*","*","0.34","*","*","*","*","*","*","*","*","*","*","*","1.7","*","122.2","2472.6","1.1","2.8","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","11.8","2442.4","*","224.1","*","*","*","*","*","*","*","*","1.14","9.9","*","*","0.59","*","1.8","*","*","*","*","*","*","30.2","11.2","*","*","68","*"
"83","T108","*","*","*","21.321","*","0.06917","*","0.0412","0.042","*","*","*","*","*","*","8.3","*","*","*","*","*","*","*","*","0.048","*","*","94.8","71.6","*","5.6","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","0.28","*","*","*","2485","*","201.7","*","*","*","*","*","*","*","*","0.15","*","*","*","0.086","*","*","*","*","*","*","*","*","25.8","*","*","*","37.2","*"
"84","T109","43.665","*","*","*","*","*","*","*","*","*","*","*","*","0.413","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"85","T110","41.81","0.01","0.41","7.47","*","0.11","47.98","0.04","0.04","0.04","0.01","*","*","1.11","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"86","T111","42.4","0.00149","0.344","8.81","*","0.0147","51.6","0.504","*","0.0137","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","95.7","*","3300","*","52","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2540","*","270","*","*","*","*","*","*","*","*","*","73","*","*","*","*","*","*","*","*","*","*","*","37.4","*","*","*","66","*"
"87","T112","42.49","*","0.4","8.82","7.51","0.127","45.7","0.46","*","*","*","0.99","*","0.38","*","0.39","*","6","*","*","*","*","*","246","0.09","0.653","70","118","3112","*","20.8","*","0.429","*","*","0.52","0.087","0.81","*","0.004","0.001","*","*","*","*","1.8","0.003","*","*","*","0.248","2419","*","245","*","3.33","*","0.16","*","*","*","*","1.41","9.11","0.05","*","*","*","*","*","*","*","*","0.0012","*","32.2","7.56","0.03","0.013","87.7","*"
"88","T113","43.18","*","0.386","9.042","*","0.127","45.676","0.454","*","*","*","*","*","0.408","*","*","*","*","*","*","*","*","*","*","*","*","*","*","3112","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2832.9","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"89","T114","42.63","*","0.31","8.92","6.81","0.13","46.32","0.46","*","*","*","0.94","0.14","*","*","*","*","*","1","*","*","*","*","*","*","6","*","109","2913","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","8","*","*","2","*","76","1","2384","*","227","*","*","*","*","*","*","*","*","*","*","*","*","3","1","*","*","*","2","*","*","2","36","*","2","*","60","4"
"90","T114.1","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2","*","48","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","47","13","*","*","*","*","*","*","*","*","*","*","*","*","*","11","*","*","*","*"
"91","T115","43.64","0.01","0.49","9.02","*","*","*","*","0.02","0.02","0.01","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"92","T115.1","*","*","*","*","*","0.126","46.69","0.5","*","*","*","*","*","0.42","*","1.7","*","5","0.28","0.0017","0.013","*","0.3","*","*","*","*","78","2700","0.01","10.5","0.0033","0.0023","0.0004","240","0.52","0.003","1.11","0.02","0.013","0.0013","*","*","*","0.04","1.79","0.0036","0.9","*","*","*","2448","*","274.18","*","*","*","0.03","*","*","*","*","1.81","10.35","*","*","0.96","11","0.01","0.0003","*","0.0044","0.0018","0.0014","0.0015","34","2.7","*","0.02","88","0.79"
"93","T117","43.62","*","0.47","9.03","*","0.13","45.78","0.55","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","120","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2427","*","224","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"94","T117.1","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","44","*","*","*","69","*"
"95","T118","44.1","0.0024","0.144","9.402","6.17","0.174","45.01","0.4976","0.018","0.0124","0.021","*","*","0.467","0.0028","0.123","*","*","107","0.073","0.0092","*","*","676","0.095","0.444","*","105","2496","0.012","5.28","0.0048","0.19","0.0013","*","0.573","0.02","0.824","0.152","*","0.0014","*","0.0026","*","0.041","2.14","0.003","0.301","*","0.069","0.175","2094","*","200","*","2.642","*","0.092","0.0005","*","*","*","1.073","7.55","0.048","0.01","0.94","0.358","0.008","0.0018","*","0.0143","0.017","0.0018","0.0132","32.4","6.61","0.064","0.014","54.9","7.23"
"96","T12","43.208","0.0027","0.372","9.0586","7.239","0.1292","45.9532","0.5108","*","*","*","1.171","*","0.3661","*","*","*","*","*","0.04","*","*","*","173","0.086","0.58","*","119.35","2919.6","*","6.8","*","0.3264","*","*","0.481","*","*","*","*","*","*","0.0045","*","*","1","0.0037","0.18","*","*","0.22","2427.52","*","241.9","*","2.4","*","*","*","*","*","47","1.332","5.6","*","*","*","*","*","*","*","*","0.002","0.0022","*","35.24","6.638","*","0.018","66.1","*"
"97","T120","42.6","0.02","0.29","8.61","*","0.14","44.27","0.49","0.04","*","*","*","*","0.42","*","0.25","*","*","0.3","*","*","*","*","*","*","0.46","*","*","2770","*","*","*","0.24","*","*","*","0.04","*","*","*","*","*","*","*","0.04","1.5","0.01","*","*","*","0.22","*","*","*","*","2.16","*","*","*","*","*","*","*","*","*","0.01","*","*","*","*","*","*","*","0.01","*","*","*","0.04","0.02","40.8","*"
"98","T120.1","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2.2","*","*","*","*","*","*","118.8","*","*","4.7","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2263","*","*","*","*","*","*","*","*","*","*","*","7.7","*","*","*","*","9.6","*","*","*","*","*","*","28.6","*","*","*","*","*"
"99","T121","43.656","*","0.363","9.117","*","0.131","45.965","0.446","*","*","*","*","*","0.475","*","*","*","*","*","*","*","*","*","*","*","*","*","*","3078","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","2704","*","235.2","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","75.7","*"
"100","T122","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","41.1","*","*","*","*","*","4.87","2.75","*","*","*","5.29","*","*","*","*","*","*","*","19.7","*","*","*","*","*","22.8","*","*","*","*","5.31","*","*","*","*","*","*","*","*","*","4.89","*","*","*","*","*","*","*","*","*","*","*","24.4","2.22","*","*"
"101","T123","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","3.52","*","*","*","*","*","*","0.806","*","*","*","0.039","*","0.005","0.295","0.006","*","1.531","0.245","*","0.097","*","0.01","*","*","*","0.308","*","0.009","*","*","1.661","0.396","*","*","*","*","2.368","*","0.747","*","*","*","*","*","15.2","*","0.022","0.022","17.85","0.159","0.042","*","0.048","*","0.03","0.375","*","8.45","0.208","0.042","*","3.916"
"102","T124","42.92","0.01","0.37","8.81","*","0.12","45.86","0.56","0.2","*","0.01","*","*","0.51","*","*","*","*","21","0.258","*","*","*","*","*","3.943","*","144","2882","*","15","0.117","0.364","0.021","*","*","0.233","0.726","0.248","*","0.021","*","*","*","1.542","*","0.013","*","*","*","1.56","2405","*","465","*","2.708","*","*","*","*","*","*","*","6","*","0.23","0.459","*","0.094","0.026","*","14","*","0.011","0.059","48","*","8","0.077","65","*"
