"","Laboratory","SiO2","TiO2","Al2O3","Fe2O3","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","H2O+","CO2","LOI","NA","Ag","As","Au","B","Ba","Be","Bi","Br","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Hg","Ho","I","In","Ir","La","Li","Lu","Mo","N","Nb","Nd","Ni","Os","Pb","Pd","Pr","Pt","Rb","Re","Rh","Ru","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr"
"49","Q44","48.66","1.22","17.75","10.46",NA,"0.179","8.46","12.41","2.051","0.171","0.15",NA,NA,"-0.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Q45","47.99","1.16","17.57","10.21",NA,"0.16","8.53","12.17","2.17","0.19","0.16",NA,NA,"-0.26",NA,NA,NA,NA,NA,"169","0.39","0.006",NA,"0.1","11.64",NA,"49.5","302","0.037","86.8","3.33","2.12","1.004",NA,"16.21","2.93",NA,"1.47",NA,"0.717",NA,NA,NA,"5.26","6.22","0.307","0.34",NA,"4.16","8.27","138.8",NA,"3.6",NA,"1.71",NA,"1.99",NA,NA,NA,NA,"0.11","36.5",NA,"2.38",NA,"171","0.278","0.527",NA,"0.328","0.013","0.311","0.274","226","0.263","19.22","2.038","68.7","53.6"
"51","Q45.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Q46","48.4","1.22","17.1","10.4","7.62","0.165","8.5","12.1","2.14","0.19","0.13",NA,"0.15","-0.22",NA,"0.1","3",NA,NA,"180","0.3",NA,NA,NA,"12",NA,"50","350","0.04","92","3.8","2.3","1.1","137","16.6","3.1","1","1.8",NA,"0.72",NA,"0.05",NA,"5.3","6","0.33","0.3",NA,"4.8","8.5","158",NA,"5",NA,"1.8",NA,"2.05",NA,NA,NA,"90","0.12","37",NA,"2.5","1.3","170","0.45","0.53",NA,"0.4",NA,"0.35","0.34","270","0.4","19","2.1","75","58"
"53","Q47","47","1.2","17.5","10.8",NA,"0.18","9.1","11.6","2.15","0.21","0.13",NA,NA,"-0.39",NA,NA,NA,NA,NA,"169",NA,NA,NA,NA,"11.5",NA,"44.5","290","0.2","87","3.05","1.8","0.9",NA,NA,"2.4",NA,"1.3",NA,"0.67",NA,NA,NA,"5.05",NA,"0.27","0.9",NA,"3.9","7.85","146",NA,NA,NA,"1.6",NA,"2.2",NA,NA,NA,NA,"0.6","36",NA,"2.2","1.3","167","0.25","0.45",NA,"0.3",NA,"0.3","0.2","258","0.2","18","1.85","94","54"
"54","Q48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155.5",NA,NA,NA,NA,"12.15",NA,NA,NA,"0.0343",NA,"3.4","2.2","0.975",NA,NA,"3.06",NA,NA,NA,"0.734",NA,NA,NA,"5.35",NA,"0.322",NA,NA,NA,"8.56",NA,NA,"2.71",NA,"1.739",NA,"1.93",NA,NA,NA,NA,NA,NA,NA,"2.46",NA,"166.6",NA,"0.51",NA,"0.321",NA,"0.313","0.253",NA,NA,"19.3","2.09",NA,"55.6"
"55","Q48.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Q49","47.61","1.15","17.6","10.34",NA,"0.17","8.45","12.26","2","0.17","0.15",NA,NA,NA,NA,NA,NA,NA,NA,"203",NA,NA,NA,NA,NA,NA,"48","276",NA,"95",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,"3","3","136",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41",NA,NA,NA,"155",NA,NA,NA,NA,NA,NA,NA,"214",NA,"18",NA,"59","47"
"57","Q50","48","1.16","17.4","10.64",NA,"0.17","8.6","11.8","1.8","0.19","0.12",NA,NA,"0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Q51","47.9293358978923","1.16816221781055","17.2814713580005","10.2716246314548",NA,"0.162467496418468","8.49042585145849","12.1523197016041","2.08475382727969","0.183764584544935","0.140224092402377","0.12",NA,"-0.27",NA,NA,NA,NA,NA,"167.017432769513",NA,NA,NA,NA,"11.3041254799176",NA,NA,"316.412760810366","0.0273360131284191","83.5771550721973","3.70999399428814","2.20739823853821","1.05917671420521",NA,"15.820937375176","3.06944901843612",NA,"1.48416298341597",NA,"0.800131787223009",NA,NA,NA,"5.30018159807442",NA,"0.326788670803804",NA,NA,"3.96938076616895","7.82189976228366","149.457575451587",NA,"2.83760656717736",NA,"1.55509160976584",NA,"1.95664911986866",NA,NA,NA,NA,NA,"42.5091031350924",NA,"2.47847785663433",NA,"166.447214727347","0.279673110909622","0.569938145801066",NA,"0.37318668519058",NA,"0.327820962468457","0.418346307987136","244.537807796568",NA,"21.0028245111367","2.00436645662433","70.3075749864244","51.5109465440598"
"59","Q52","48.11","1.206","17.31","10.44",NA,"0.157","8.338","12.25","2.098","0.233","0.1355",NA,NA,NA,NA,NA,NA,NA,NA,"279.4",NA,NA,NA,NA,"11.95",NA,"48.68","320","0.049","68.96","3.189","1.999","0.946",NA,NA,"2.674",NA,"1.563",NA,"0.615",NA,NA,NA,"4.056",NA,"0.273","0.86",NA,"6.81","7.63","123.47",NA,"4.78",NA,"1.67",NA,"1.473",NA,NA,NA,NA,NA,"38.18",NA,"2.184",NA,"162.3","0.267","0.462",NA,"0.307",NA,"0.259","0.266","202","0.285","18.23","1.91",NA,"52.43"
"60","Q53",NA,NA,"17.64","9.97",NA,"0.177","8.9",NA,"2.07",NA,NA,NA,"0.11066488",NA,NA,NA,"2.1","0.0111",NA,"145",NA,NA,NA,NA,"12.9",NA,"44","306",NA,NA,"3.1",NA,"0.97",NA,NA,NA,NA,"1.34",NA,NA,NA,NA,NA,"5.04",NA,"0.311",NA,NA,NA,"6.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155","0.09","37.33",NA,"2.18",NA,NA,"0.2","0.53",NA,"0.18",NA,NA,"0.22","275",NA,NA,"2.02",NA,NA
"61","Q54","47.98","1.12","17.23","10.08",NA,"0.154","8.65","12.19","2.26","0.19","0.19",NA,NA,"0.23",NA,NA,NA,NA,NA,"179",NA,NA,NA,NA,NA,NA,"44","300",NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"145",NA,NA,NA,NA,NA,"44",NA,NA,NA,NA,NA,"37",NA,NA,NA,"168",NA,NA,NA,NA,NA,NA,NA,"237",NA,"20",NA,NA,"53"
"62","Q55","47.58","1.15","17.4","10.55",NA,"0.15","8.43","11.85","1.97","0.21","0.14",NA,NA,"-0.16",NA,NA,NA,NA,NA,"168","0.36",NA,NA,NA,"33.9",NA,"47.3","312","0.04","87","3.29","2.11","1.05",NA,"15.9","2.81",NA,"1.48",NA,"0.75",NA,NA,NA,"5.09",NA,"0.29",NA,NA,"3.8","8.45","154",NA,"3.3",NA,"1.73",NA,"1.84",NA,NA,NA,NA,NA,"35.4",NA,"2.37",NA,"165","0.27","0.5",NA,"0.31","0.02","0.31","0.33","250",NA,"20.5","1.98",NA,"51.6"
"63","Q57",NA,NA,NA,"10.53",NA,NA,NA,NA,"2.13",NA,NA,NA,NA,NA,NA,NA,"1.98",NA,NA,"172",NA,NA,NA,NA,"10.4",NA,"49.4","320",NA,NA,NA,NA,"0.989",NA,NA,NA,NA,"1.48",NA,NA,NA,NA,NA,"5.22",NA,"0.351",NA,NA,NA,"9.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.5",NA,"2.48",NA,NA,"0.28","0.54",NA,"0.3",NA,NA,NA,NA,NA,NA,"2.05",NA,NA
"64","Q58","47.8","1.273","17.331","19.38","7.863","0.171","8.434","12.13","1.952","0.172","0.135",NA,NA,"0.122",NA,NA,NA,NA,NA,"192","0.33",NA,NA,NA,"16","15","44.5","308",NA,"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.2",NA,"4.4","71","151",NA,"3.3",NA,NA,NA,NA,NA,NA,NA,"63",NA,"44",NA,NA,NA,"158",NA,NA,NA,NA,NA,NA,NA,"226",NA,"24",NA,"64","72"
"65","Q59","47.92","1.16","17.36","10.4",NA,"0.16","8.65","12.27","2.2","0.2","0.15",NA,NA,"-0.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Q60","47.616","1.149","17.187","10.23",NA,"0.163","8.398","12.105","2.067","0.18","0.131",NA,NA,"-0.206",NA,NA,"2.82",NA,NA,"197.5","0.458",NA,NA,"0.096","11.9",NA,"46","296.7","0.048","91.2","3.5","2.1","0.954",NA,"16.1","3.05","2.4","1.4",NA,"0.733",NA,NA,NA,"5.07","5.82","0.309","0.329",NA,"4.2","8.56","145.4",NA,"2.85",NA,"1.69",NA,"1.9",NA,NA,NA,NA,"0.141","31.4",NA,"2.46","1.4","167.6",NA,"0.492",NA,"0.337",NA,"0.301","0.299","229.7","0.246","20.5","2.13","73.3","52.8"
"67","Q61","47.91","1.16","17.35","10.32","7.64","0.17","8.7","12.4","2.13","0.17","0.15","0.26","0.1","-0.26",NA,"0.03","2.57",NA,"2.5","175",NA,NA,NA,NA,"11.6","84","48","347",NA,"87.4","3.21","1.97","0.981","130","17.6","2.83","1.43","1.45",NA,"0.677",NA,NA,NA,"5.06","5.6","0.327",NA,NA,"3.59","8.18","152",NA,"3.1",NA,"1.69",NA,"1.95",NA,NA,NA,"110","0.1",NA,"0.03","2.36","1.16","164","0.29","0.497",NA,"0.3",NA,"0.301","0.24","252","0.24","19.3","2.04","81.2","51.2"
"68","Q62","47.74","1.184","17.345","10.484",NA,NA,"8.71","12.052","2.07","0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.7",NA,NA,NA,"0.04",NA,"4.1","2.56","1.05",NA,"14.8","3.75",NA,"1.62",NA,"0.89",NA,NA,NA,"5.8","5","0.38",NA,NA,NA,"9.59","154",NA,NA,NA,"2.13",NA,"2.07",NA,NA,NA,NA,"0.13","36.5",NA,"2.73",NA,NA,"0.34","0.65",NA,"0.47",NA,"0.39","0.33",NA,"0.36",NA,"2.55",NA,NA
"69","Q62.1",NA,NA,NA,NA,NA,"0.162",NA,NA,NA,NA,"0.139",NA,NA,"0.13",NA,"0.049","6.3",NA,"1.9","175","0.48",NA,NA,"0.075",NA,NA,"44","286",NA,"88",NA,NA,NA,"160",NA,NA,"1.1",NA,"0.004",NA,NA,NA,NA,NA,NA,NA,"0.46",NA,"8",NA,NA,NA,"4.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.65","184",NA,NA,NA,NA,NA,NA,NA,"276",NA,"23",NA,"70","56"
"70","Q63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"154.59",NA,NA,NA,NA,"12.14",NA,NA,NA,"0.035",NA,"3.288","2.059","0.96",NA,NA,"2.922",NA,"1.65",NA,"0.719",NA,NA,NA,"5.278",NA,"0.312",NA,NA,"4.13","8.406",NA,NA,"3.5",NA,"1.758",NA,"2.33",NA,NA,NA,NA,NA,"37.54",NA,"2.33",NA,"169.2",NA,"0.513",NA,"0.412",NA,"0.306","0.297",NA,NA,"18.98","2.032",NA,"57.2"
"71","Q64","47.51","1.19","17.54","10.54","7.47","0.15","8.15","12.3","2.17","0.189","0.133",NA,NA,NA,NA,NA,NA,NA,NA,"163","0.4",NA,NA,NA,"10",NA,"45",NA,NA,"103",NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,"5.7","5.9",NA,NA,NA,"4.7",NA,"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.5",NA,NA,NA,"164",NA,NA,NA,NA,NA,NA,NA,"238",NA,"20",NA,"66","52"
"72","Q65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"170.35",NA,NA,NA,NA,"11.982",NA,NA,NA,"0.0448",NA,"3.528","2.117","0.99",NA,NA,"3.009",NA,"1.629",NA,"0.736",NA,NA,NA,"5.099",NA,"0.336",NA,NA,"4.481","8.402",NA,NA,"2.761",NA,"1.678",NA,"1.898",NA,NA,NA,NA,NA,NA,NA,"2.291",NA,"164.661","0.266","0.512",NA,"0.329",NA,"0.313","0.243",NA,NA,"21.267","2",NA,"65.032"
"73","Q66",NA,NA,NA,"10.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182",NA,NA,NA,NA,"12.4",NA,"48",NA,"3.14",NA,NA,NA,"0.96",NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,"5.3",NA,"0.32",NA,NA,NA,"6.8",NA,NA,NA,NA,NA,NA,"92",NA,NA,NA,NA,NA,"37",NA,"2.5",NA,NA,"0.22","0.56",NA,"0.31",NA,NA,"11",NA,NA,NA,"2.1","71",NA
"74","Q67",NA,"1.12","16.5","10.3",NA,"0.155","8.53","12","1.85","0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"170",NA,NA,NA,NA,NA,NA,"43",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48",NA,NA,NA,NA,NA,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"160",NA,NA,NA,NA,NA,NA,NA,"240",NA,NA,NA,"50","65"
"75","Q68","48.3",NA,"17.72","10.44",NA,"0.165",NA,"11.8","1.95","0.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"183",NA,NA,NA,NA,NA,NA,"43","226",NA,"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"111",NA,NA,NA,NA,NA,"5",NA,NA,NA,"0.08",NA,"30",NA,NA,NA,"147",NA,NA,NA,NA,NA,NA,NA,"186",NA,"17",NA,"68","55"
"76","Q69",NA,"1.11","18.27","10.19",NA,"0.16","8.69","12.27","2.09",NA,NA,NA,NA,NA,NA,NA,"2.16",NA,NA,NA,NA,NA,NA,NA,"13.3",NA,"47.5","359",NA,NA,NA,NA,"1.1",NA,NA,NA,NA,"1.6",NA,NA,NA,NA,NA,"5.26",NA,"0.327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.4",NA,"2.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"253",NA,NA,"2.2",NA,NA
"77","Q69.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.54",NA,"0.34",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Q70","48.15","1.171","17.38","10.32",NA,"0.166","8.61","12.21","2.01","0.18","0.142",NA,NA,NA,NA,NA,NA,NA,NA,"178",NA,NA,NA,NA,"12.2",NA,"52","291",NA,"91.4",NA,NA,NA,NA,"17.1",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,"5.1",NA,"175",NA,"5",NA,NA,NA,"3.1",NA,NA,NA,NA,NA,"32.1",NA,NA,NA,"171",NA,NA,NA,"2",NA,NA,"1.6","222",NA,"20.8",NA,"68.7","55.3"
"79","Q71","48.41","1.17","17.28","10.23",NA,"0.164","8.43","12.19","2.2","0.18","0.146",NA,"0.194",NA,NA,NA,"2.38",NA,NA,"188","0.403",NA,NA,"0.087","12.67",NA,"48.73","323",NA,"92.67","3.137","1.847","0.985",NA,"16","2.877",NA,"1.48","0.01","0.8",NA,NA,NA,"5.39","6.05","0.345",NA,NA,"5","8.75","150.7",NA,"2.87",NA,"1.487",NA,"1.93",NA,NA,NA,NA,"0.148","38.73",NA,"2.46",NA,"171.3","0.293","0.491",NA,"0.259",NA,"0.343","0.294","251.3",NA,"21.6","2.28","77.8","55.33"
